Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Volumetric Efficiency 2.5L (Calculated) (%)
56432,4.69,0.00,15.16,13.84,198,0.44,1777,0.00,33.50,3.03,109,0.00,6.96,-7.69,12.67,1.78,0.00,9.02,60.93
56751,10.94,0.00,15.50,13.60,198,0.42,1776,0.00,33.50,3.41,109,0.00,6.96,-7.69,12.77,1.78,0.00,9.02,64.20
57070,14.06,0.00,15.04,13.84,198,0.44,1820,0.00,34.00,3.11,109,0.00,7.11,-7.69,12.77,1.78,0.00,9.02,63.56
57388,16.41,0.00,14.81,13.76,198,0.42,1835,0.00,34.00,3.48,109,0.00,6.96,-7.69,12.67,1.78,0.00,9.02,63.50
57707,17.97,0.00,14.70,13.84,198,0.40,1873,0.00,35.00,3.60,109,0.00,6.96,-7.84,12.77,1.78,0.00,9.02,63.81
58027,18.75,0.00,14.70,13.52,198,0.41,1907,0.00,35.50,3.66,109,0.00,6.82,-7.84,12.72,1.76,0.00,9.02,60.77
61552,-7.03,0.00,14.47,13.68,198,0.29,1841,0.00,31.50,2.75,109,0.00,5.08,-9.58,9.07,1.54,0.00,5.88,60.09
61872,-7.81,0.00,14.47,13.84,198,0.29,1847,0.00,31.50,2.73,109,0.00,5.08,-9.72,8.85,1.54,0.00,5.88,59.56
62190,-7.81,0.00,14.47,13.76,198,0.29,1838,0.00,31.50,2.74,109,0.00,5.08,-9.72,8.96,1.60,0.00,6.27,59.78
62509,-18.75,0.00,13.55,13.84,198,0.32,1786,0.00,31.50,2.67,109,0.00,5.51,-9.14,9.61,1.60,0.00,6.67,61.81
62828,-11.72,0.00,14.81,13.76,198,0.33,1814,0.00,32.00,2.68,109,0.00,5.66,-9.14,10.06,1.64,0.00,7.45,62.91
63147,-7.03,0.00,15.27,13.84,198,0.31,1757,0.00,31.00,2.62,109,0.00,5.37,-9.29,9.26,1.56,0.00,6.27,61.79
63465,-5.47,0.00,14.81,13.84,198,0.32,1749,0.00,30.50,2.61,109,0.00,5.37,-9.29,9.18,1.56,0.00,6.27,61.84
63785,-3.91,0.00,14.81,13.84,198,0.32,1714,0.00,30.50,2.56,109,0.00,5.37,-9.29,9.24,1.58,0.00,6.27,63.12
64103,-3.12,0.00,14.70,13.84,198,0.31,1725,0.00,30.50,2.60,109,0.00,5.37,-9.29,9.24,1.58,0.00,6.27,62.87
64422,-1.56,0.00,14.70,13.84,198,0.31,1725,0.00,30.50,2.94,109,0.00,5.51,-9.29,9.35,1.58,0.00,6.67,63.03
64741,-0.78,0.00,14.70,13.84,198,0.36,1736,0.00,30.50,2.96,111,0.00,5.95,-8.85,10.11,1.64,0.00,7.45,64.05
65060,1.56,0.00,14.81,13.60,198,0.37,1728,0.00,31.00,2.93,111,0.00,6.24,-8.56,10.68,1.66,0.00,7.84,64.02
65380,4.69,0.00,14.93,13.60,198,0.38,1698,0.00,31.50,2.90,111,0.00,6.53,-8.27,11.23,1.72,0.00,8.63,64.81
65697,8.59,0.00,15.04,13.84,198,0.42,1720,0.00,32.00,2.94,111,0.00,6.82,-7.84,11.87,1.74,0.00,8.63,61.84
66016,11.72,0.00,15.04,13.76,198,0.42,1732,0.00,33.00,3.35,111,0.00,7.11,-7.69,12.33,1.76,0.00,9.02,64.20
66336,5.47,0.00,14.13,13.76,198,0.42,1740,0.00,33.00,3.34,111,0.00,7.40,-7.25,11.96,1.74,0.00,9.02,59.30
66654,2.34,0.00,14.36,13.68,198,0.48,1779,0.00,33.50,3.42,111,0.00,7.69,-6.96,13.77,1.82,0.00,9.80,65.58
66973,3.91,0.00,14.70,13.84,198,0.43,1815,0.00,34.50,3.49,111,0.00,7.40,-7.25,13.29,1.80,0.00,9.41,64.25
67291,8.59,0.00,15.16,13.84,198,0.33,1815,0.00,33.50,3.13,111,0.00,6.53,-8.13,10.06,1.64,0.00,7.45,52.48
67612,7.81,0.00,14.59,13.52,198,0.35,1860,0.00,33.00,3.13,111,0.00,6.09,-8.56,10.73,1.66,0.00,7.84,60.41
67931,6.25,0.00,14.36,13.76,198,0.37,1859,0.00,33.00,3.17,111,0.00,6.09,-8.56,11.24,1.70,0.00,8.24,63.46
68249,-0.78,0.00,13.67,13.68,198,0.39,1818,0.00,34.00,3.14,111,0.00,6.53,-8.13,12.08,1.72,0.00,8.24,64.72
68568,-0.78,0.00,14.81,13.84,198,0.39,1814,0.00,33.50,3.10,111,0.00,6.67,-7.98,11.70,1.72,0.00,8.63,61.99
68887,-1.56,0.00,14.70,13.60,198,0.37,1840,0.00,34.00,3.12,111,0.00,6.67,-7.98,10.94,1.66,0.00,8.24,57.48
69205,0.00,0.00,14.70,13.76,198,0.35,1856,0.00,33.00,3.15,111,0.00,6.24,-8.56,10.72,1.68,0.00,7.84,58.34
69524,-7.81,0.00,13.90,13.76,198,0.42,1854,0.00,34.50,3.16,111,0.00,6.82,-7.84,12.91,1.80,0.00,9.41,65.11
69843,1.56,0.00,15.27,13.76,198,0.40,1882,0.00,35.50,3.21,111,0.00,7.11,-7.69,13.01,1.78,0.00,9.41,63.88
70162,6.25,0.00,15.27,13.84,198,0.41,1864,0.00,35.50,3.18,111,0.00,6.96,-7.69,13.00,1.80,0.00,9.41,62.14
70481,10.94,0.00,15.16,13.84,199,0.42,1885,0.00,35.50,3.62,113,0.00,6.96,-7.69,13.01,1.78,0.00,9.41,62.54
70800,13.28,0.00,14.81,13.84,199,0.41,1917,0.00,36.00,3.27,113,0.00,6.96,-7.69,13.02,1.78,0.00,9.41,61.76
71119,14.06,0.00,14.70,13.76,199,0.39,1951,0.00,36.00,3.30,113,0.00,6.82,-7.84,12.41,1.74,0.00,8.63,58.70
71439,13.28,0.00,14.47,13.84,199,0.34,1934,0.00,35.00,3.34,113,0.00,6.38,-8.27,11.13,1.68,0.00,8.24,57.58
71758,10.16,0.00,14.24,13.84,199,0.33,1973,0.00,35.00,3.37,113,0.00,5.95,-8.71,10.93,1.68,0.00,7.84,59.27
72077,6.25,0.00,14.13,13.76,199,0.33,1953,0.00,34.50,3.33,113,0.00,5.95,-8.71,10.93,1.74,0.00,8.63,59.69
72395,-11.72,0.00,12.63,13.68,199,0.65,1997,0.00,40.00,4.26,113,0.00,9.29,-5.66,21.60,2.12,0.00,14.90,76.53
72714,-2.34,0.00,14.81,13.76,199,0.62,2019,0.00,40.00,4.80,113,0.00,10.16,-4.50,20.95,2.10,0.00,14.90,65.27
73033,3.12,0.00,15.27,13.76,199,0.62,2086,0.00,41.00,4.89,113,0.00,10.16,-4.50,21.04,2.10,0.00,14.90,63.19
73351,6.25,0.00,14.93,13.76,199,0.59,2129,0.00,42.00,5.05,113,0.00,10.01,-4.64,21.20,2.10,0.00,14.90,63.71
73671,7.81,0.00,14.81,13.76,199,0.60,2186,0.00,42.00,5.13,113,0.00,9.87,-4.79,21.71,2.12,0.00,14.90,63.47
73989,7.81,0.00,14.59,13.76,199,0.58,2280,0.00,43.50,5.33,113,0.00,9.72,-4.93,22.05,2.14,0.00,14.90,65.40
74308,7.03,0.00,14.59,13.60,199,0.57,2313,0.00,44.50,4.95,115,0.00,9.43,-5.22,21.97,2.14,0.00,14.90,63.16
74627,6.25,0.00,14.59,13.60,199,0.58,2382,0.00,45.00,5.04,115,0.00,9.29,-5.37,22.58,2.14,0.00,14.90,66.63
74945,6.25,0.00,14.59,13.84,199,0.58,2465,0.00,45.50,5.26,115,0.00,9.14,-5.51,23.10,2.16,0.00,14.90,65.11
75265,4.69,0.00,14.47,13.76,199,0.55,2487,0.00,46.50,4.78,115,0.00,8.71,-5.95,20.75,1.98,0.00,12.94,66.67
75583,0.00,0.00,13.67,13.84,199,0.25,2452,0.00,30.00,2.07,115,0.00,5.22,-9.43,10.45,1.70,0.00,8.24,52.67
75902,0.00,0.00,14.81,13.76,199,0.28,2282,0.00,23.50,1.97,115,0.00,5.08,-9.58,10.76,1.70,0.00,7.84,56.43
76221,0.00,0.00,15.62,13.84,199,0.26,2132,0.00,30.50,3.64,115,0.00,5.22,-9.58,10.54,1.74,0.00,8.24,58.25
76541,0.00,0.00,13.44,13.76,199,0.48,1649,0.00,14.50,3.17,115,0.00,7.11,-7.69,12.54,1.78,0.00,9.41,71.97
76858,0.00,0.00,14.36,13.76,199,0.53,1712,0.00,31.50,3.62,115,0.00,8.42,-6.38,14.65,1.90,0.00,10.98,67.13
77177,0.00,0.00,14.93,13.76,199,0.50,1720,0.00,32.00,3.64,115,0.00,8.71,-5.95,13.97,1.88,0.00,10.98,60.47
77496,1.56,0.00,15.04,13.68,199,0.37,1712,0.00,31.50,2.89,117,0.00,7.69,-6.82,9.73,1.62,0.00,6.67,47.87
77816,-0.78,0.00,14.47,13.84,199,0.27,1708,0.00,29.50,2.91,117,0.00,5.51,-9.00,7.85,1.50,0.00,5.49,52.14
78135,-7.03,0.00,13.90,13.84,199,0.30,1703,0.00,29.50,2.91,117,0.00,5.51,-9.14,8.78,1.56,0.00,6.27,59.44
78453,-10.94,0.00,14.01,13.68,199,0.35,1699,0.00,30.50,2.90,117,0.00,5.95,-8.85,10.32,1.68,0.00,7.84,66.56
78771,-17.97,0.00,13.55,13.84,199,0.30,1675,0.00,30.00,2.50,117,0.00,5.80,-8.71,8.18,1.50,0.00,5.10,53.47
79090,-25.00,0.00,14.01,13.76,199,0.29,1666,0.00,29.50,2.51,117,0.00,5.51,-9.14,7.97,1.54,0.00,5.49,55.82
79410,-25.00,0.00,13.67,13.76,199,0.31,1684,0.00,30.50,2.52,117,0.00,5.80,-8.85,9.46,1.64,0.00,7.45,58.96
79728,-11.72,0.00,14.59,13.76,199,0.34,1672,0.00,29.00,2.85,117,0.00,5.95,-8.85,9.71,1.66,0.00,7.45,61.51
80047,-15.62,0.00,13.21,13.60,199,0.37,1679,0.00,30.00,2.84,117,0.00,6.38,-8.27,9.88,1.62,0.00,7.45,60.14
80366,-10.16,0.00,15.04,13.76,199,0.36,1659,0.00,30.00,2.83,117,0.00,6.38,-8.27,9.95,1.64,0.00,7.45,58.99
80686,-7.81,0.00,15.04,13.92,199,0.37,1637,0.00,30.00,2.82,117,0.00,6.38,-8.27,9.98,1.64,0.00,7.45,61.39
81003,-5.47,0.00,15.04,13.84,199,0.37,1636,0.00,30.00,2.79,117,0.00,6.53,-8.27,9.97,1.64,0.00,7.45,59.92
81323,-3.12,0.00,14.93,13.52,199,0.38,1626,0.00,29.00,2.77,117,0.00,6.53,-8.13,10.39,1.66,0.00,7.84,64.06
81642,-8.59,0.00,14.24,13.84,199,0.36,1652,0.00,31.00,2.82,117,0.00,6.96,-7.55,9.59,1.72,0.00,8.63,51.77
81961,-21.09,0.00,12.98,13.60,199,0.41,1631,0.00,30.50,2.81,117,0.00,7.55,-7.11,11.50,1.72,0.00,8.63,59.41
82280,-9.38,0.00,15.50,13.84,199,0.43,1645,0.00,30.00,2.81,117,0.00,7.40,-7.25,11.69,1.76,0.00,8.63,61.87
82598,-7.81,0.00,15.27,13.76,199,0.46,1644,0.00,30.50,2.77,117,0.00,8.13,-6.67,12.34,1.78,0.00,9.41,59.53
82918,-0.78,0.00,15.39,13.84,199,0.44,1666,0.00,31.00,3.20,117,0.00,7.84,-6.96,12.45,1.76,0.00,9.41,62.53
83236,7.03,0.00,15.62,13.68,199,0.47,1649,0.00,31.00,3.21,117,0.00,7.84,-6.82,13.10,1.80,0.00,9.41,64.93
83554,10.94,0.00,15.27,13.84,199,0.48,1638,0.00,31.00,3.14,117,0.00,7.98,-6.67,13.28,1.80,0.00,9.80,64.81
83874,11.72,0.00,14.93,13.68,199,0.58,1663,0.00,30.50,3.52,117,0.00,8.56,-6.09,13.90,1.78,0.00,9.41,65.88
84192,1.56,0.00,13.55,13.76,199,0.46,1672,0.00,31.00,3.21,115,0.00,7.98,-6.67,12.08,1.74,0.00,9.02,58.01
84511,3.91,0.00,14.70,13.84,199,0.42,1689,0.00,31.50,2.88,115,0.00,7.55,-7.11,11.91,1.72,0.00,9.02,62.31
84829,7.81,0.00,15.16,13.84,199,0.43,1682,0.00,31.00,2.87,115,0.00,7.40,-7.40,12.07,1.74,0.00,9.02,63.22
85149,10.94,0.00,15.04,13.60,199,0.40,1668,0.00,31.50,2.89,115,0.00,6.96,-7.69,10.97,1.66,0.00,8.24,59.85
85468,10.94,0.00,14.70,13.60,199,0.35,1677,0.00,31.00,2.89,115,0.00,6.53,-8.27,9.58,1.60,0.00,6.67,56.95
85787,0.00,0.00,13.21,13.52,199,0.29,1672,0.00,30.00,2.53,115,0.00,6.09,-8.56,8.00,1.62,0.00,7.45,49.44
86106,-7.03,0.00,13.90,13.76,199,0.34,1643,0.00,31.50,3.51,115,0.00,6.82,-8.71,16.23,2.10,0.00,14.51,80.66
86425,-25.00,0.00,11.94,13.84,199,0.37,1559,0.00,28.00,2.33,115,0.00,6.67,-8.13,9.95,1.60,0.00,6.67,61.90
86742,-25.00,0.00,12.29,13.60,199,0.33,1616,0.00,27.50,2.41,115,0.00,5.66,-9.00,8.67,1.54,0.00,5.88,60.95
87061,-21.09,0.00,14.70,13.76,199,0.28,1658,0.00,28.50,2.48,115,0.00,5.22,-9.43,7.89,1.52,0.00,5.49,57.54
87381,-18.75,0.00,14.93,13.60,199,0.30,1645,0.00,28.50,2.49,115,0.00,5.37,-9.29,8.16,1.52,0.00,5.49,58.78
87700,-15.62,0.00,14.59,13.60,199,0.32,1643,0.00,28.50,2.44,115,0.00,5.80,-8.85,7.67,1.46,0.00,4.71,53.94
88019,-25.00,0.00,12.98,13.84,199,0.31,1673,0.00,29.00,2.50,115,0.00,5.95,-8.71,8.22,1.56,0.00,5.88,53.33
88337,-18.75,0.00,13.21,13.84,199,0.36,1595,0.00,29.00,2.72,115,0.00,6.53,-8.13,9.72,1.66,0.00,7.84,59.26
88656,-10.94,0.00,14.81,13.84,199,0.37,1624,0.00,29.00,2.77,115,0.00,6.82,-7.98,9.96,1.66,0.00,7.84,57.75
88975,-7.03,0.00,15.16,13.84,199,0.45,1598,0.00,30.00,3.07,115,0.00,7.40,-7.40,12.28,1.78,0.00,9.41,67.72
89293,-9.38,0.00,14.24,13.76,199,0.47,1631,0.00,29.50,3.13,115,0.00,8.13,-6.67,12.41,1.78,0.00,9.80,61.42
89612,-0.78,0.00,15.73,13.68,199,0.45,1600,0.00,30.50,3.09,115,0.00,8.13,-6.53,12.39,1.76,0.00,9.41,58.99
89932,1.56,0.00,15.16,13.84,199,0.45,1635,0.00,30.00,3.14,115,0.00,7.98,-6.67,12.27,1.76,0.00,9.41,59.99
90251,4.69,0.00,14.93,13.76,199,0.46,1665,0.00,30.50,3.15,115,0.00,7.98,-6.82,12.21,1.78,0.00,9.41,59.42
90570,7.03,0.00,14.93,13.84,199,0.46,1644,0.00,30.50,3.16,115,0.00,7.98,-6.82,12.28,1.76,0.00,9.41,60.07
90888,8.59,0.00,14.81,13.76,199,0.43,1662,0.00,31.50,3.21,115,0.00,7.84,-6.82,11.70,1.74,0.00,9.02,58.91
91206,9.38,0.00,14.70,13.84,199,0.58,1572,0.00,29.50,3.69,115,0.00,8.56,-6.24,18.54,1.78,0.00,8.63,82.41
91525,-3.91,0.00,12.98,13.68,199,0.40,1672,0.00,28.50,2.85,115,0.00,7.84,-6.09,8.87,1.50,0.00,5.49,43.25
91844,-21.88,0.00,11.37,13.68,199,0.26,1692,0.00,6.50,2.53,115,0.00,6.53,-8.13,8.76,1.76,0.00,9.80,41.85
92163,-25.00,0.00,12.29,13.76,199,0.31,1544,0.00,28.50,2.31,115,0.00,6.38,-8.13,8.30,1.54,0.00,5.88,51.33
92482,-22.66,0.00,14.13,13.76,199,0.30,1629,0.00,28.50,2.43,113,0.00,5.80,-8.85,8.48,1.54,0.00,5.88,53.69
96515,0.00,0.00,17.80,13.76,199,0.26,1841,0.00,30.50,2.72,113,0.00,4.93,-9.72,7.86,1.50,0.00,5.49,54.58
96834,-0.78,0.00,13.90,13.84,199,0.27,1820,0.00,30.50,2.72,113,0.00,4.93,-9.87,7.96,1.50,0.00,5.49,56.34
97153,0.00,0.00,13.90,13.76,199,0.26,1806,0.00,30.00,2.70,113,0.00,4.79,-9.87,7.68,1.50,0.00,5.10,56.63
97472,-3.91,0.00,13.78,13.68,199,0.26,1815,0.00,30.00,2.68,113,0.00,4.79,-9.87,7.89,1.50,0.00,5.49,58.05
97791,-7.03,0.00,13.90,13.68,199,0.26,1780,0.00,30.00,2.68,113,0.00,4.79,-9.87,7.86,1.50,0.00,5.49,58.31
98109,-8.59,0.00,14.01,13.76,199,0.26,1776,0.00,29.50,2.62,113,0.00,4.79,-9.87,7.72,1.50,0.00,5.49,57.14
98428,-10.16,0.00,14.13,13.84,199,0.28,1726,0.00,29.00,2.58,113,0.00,4.93,-9.87,7.78,1.50,0.00,5.49,58.18
98747,-10.94,0.00,14.36,13.76,199,0.27,1700,0.00,29.00,2.56,113,0.00,4.93,-9.87,7.68,1.48,0.00,5.49,58.27
99066,-12.50,0.00,14.36,13.76,199,0.27,1674,0.00,28.50,2.52,113,0.00,4.93,-9.72,7.75,1.50,0.00,5.49,59.43
99385,-11.72,0.00,14.59,13.84,199,0.30,1646,0.00,28.50,2.46,113,0.00,5.22,-9.58,8.29,1.62,0.00,6.67,61.01
99704,-14.06,0.00,14.36,13.76,199,0.36,1624,0.00,31.00,2.77,113,0.00,6.53,-8.13,10.51,1.66,0.00,8.24,58.16
100023,-9.38,0.00,14.70,13.60,199,0.35,1714,0.00,30.50,2.91,113,0.00,6.67,-7.98,9.99,1.66,0.00,7.84,55.97
100342,-1.56,0.00,15.62,13.76,199,0.36,1688,0.00,30.50,2.88,113,0.00,6.53,-8.13,9.97,1.66,0.00,7.84,57.71
100662,3.91,0.00,15.39,13.84,199,0.35,1674,0.00,30.50,2.86,113,0.00,6.53,-8.13,10.13,1.66,0.00,7.84,61.45
100979,6.25,0.00,15.04,13.60,199,0.35,1670,0.00,30.50,2.89,113,0.00,6.53,-8.13,9.98,1.66,0.00,7.84,59.12
101299,9.38,0.00,14.93,13.76,199,0.37,1674,0.00,30.50,2.90,113,0.00,6.53,-8.13,10.13,1.66,0.00,7.84,60.44
101618,10.94,0.00,14.81,13.76,199,0.38,1691,0.00,31.00,2.94,113,0.00,6.53,-8.13,10.32,1.66,0.00,8.24,60.93
101936,12.50,0.00,14.81,13.84,199,0.38,1699,0.00,31.50,2.96,113,0.00,6.67,-8.13,10.64,1.66,0.00,8.24,61.64
102254,14.84,0.00,14.81,13.76,199,0.35,1686,0.00,31.00,2.92,113,0.00,6.38,-8.27,10.13,1.66,0.00,7.84,59.92
102574,5.47,0.00,13.32,13.60,199,0.34,1650,0.00,29.50,2.50,113,0.00,6.09,-8.56,8.75,1.50,0.00,5.49,58.04
102892,8.59,0.00,14.59,13.76,199,0.31,1706,0.00,30.00,2.93,113,0.00,5.37,-9.43,8.93,1.58,0.00,6.67,61.29
103211,6.25,0.00,14.47,13.68,199,0.32,1664,0.00,29.50,2.88,113,0.00,5.66,-9.00,8.62,1.52,0.00,5.88,59.24
103530,1.56,0.00,13.90,13.76,199,0.31,1657,0.00,29.00,2.86,113,0.00,5.51,-9.14,8.66,1.54,0.00,5.88,59.90
103849,-7.81,0.00,13.55,13.68,199,0.41,1643,0.00,31.00,2.80,113,0.00,6.53,-8.13,11.71,1.74,0.00,8.63,67.06
104166,-4.69,0.00,14.36,13.84,199,0.40,1657,0.00,31.00,2.83,113,0.00,6.96,-7.69,11.24,1.70,0.00,8.63,61.39
104485,3.91,0.00,15.50,13.84,199,0.40,1664,0.00,30.50,2.84,113,0.00,6.82,-7.98,10.61,1.68,0.00,8.24,58.48
104805,7.81,0.00,15.16,13.84,199,0.36,1696,0.00,30.50,2.89,113,0.00,6.53,-8.13,10.34,1.66,0.00,7.84,59.97
105124,11.72,0.00,15.04,13.84,199,0.38,1689,0.00,31.00,2.88,113,0.00,6.53,-8.27,10.45,1.64,0.00,7.84,57.20
105443,14.84,0.00,14.93,13.60,199,0.33,1713,0.00,30.50,2.51,113,0.00,5.80,-8.71,8.58,1.48,0.00,5.10,54.04
105761,14.84,0.00,14.59,13.76,199,0.27,1716,0.00,29.00,2.54,113,0.00,5.22,-9.43,7.49,1.46,0.00,5.49,54.05
106081,10.16,0.00,14.13,13.76,199,0.29,1672,0.00,28.00,2.83,113,0.00,5.08,-9.58,7.61,1.46,0.00,5.10,56.23
106400,2.34,0.00,13.44,13.92,199,0.28,1666,0.00,28.00,2.49,113,0.00,4.93,-9.72,7.54,1.48,0.00,5.10,58.48
106718,-3.12,0.00,13.67,13.52,199,0.28,1614,0.00,27.50,2.44,113,0.00,5.08,-9.58,7.53,1.46,0.00,5.10,57.83
107038,-5.47,0.00,14.01,13.84,199,0.27,1616,0.00,27.50,2.41,113,0.00,5.08,-9.72,7.73,1.50,0.00,5.49,60.35
107356,-7.81,0.00,14.01,13.84,199,0.26,1601,0.00,27.00,2.39,113,0.00,5.08,-9.58,6.59,1.42,0.00,4.71,51.49
111383,12.50,0.00,15.04,13.76,199,0.46,1626,0.00,30.50,3.15,113,0.00,8.13,-6.67,12.68,1.78,0.00,9.80,61.49
111702,19.53,0.00,15.50,13.84,199,0.47,1626,0.00,30.50,3.12,113,0.00,7.98,-6.67,12.78,1.78,0.00,9.80,62.64
112021,23.44,0.00,15.16,13.60,199,0.47,1678,0.00,31.00,3.21,113,0.00,7.98,-6.67,12.82,1.76,0.00,9.41,61.37
112339,25.00,0.00,14.93,13.68,199,0.46,1718,0.00,31.50,3.26,113,0.00,7.84,-6.96,12.82,1.78,0.00,9.80,60.37
112658,25.00,0.00,14.70,13.60,201,0.44,1739,0.00,32.00,3.33,113,0.00,7.55,-7.11,12.06,1.72,0.00,9.02,57.40
112977,24.22,0.00,14.47,13.84,201,0.41,1768,0.00,33.00,3.40,113,0.00,7.25,-7.40,12.15,1.76,0.00,9.02,59.87
113296,22.66,0.00,14.36,13.84,201,0.36,1782,0.00,33.00,3.04,113,0.00,6.67,-7.98,10.99,1.70,0.00,8.24,58.71
113615,20.31,0.00,14.24,13.60,201,0.38,1786,0.00,32.50,3.02,113,0.00,6.53,-8.13,11.21,1.70,0.00,8.63,59.10
113934,17.97,0.00,14.24,13.60,201,0.38,1800,0.00,33.00,3.07,113,0.00,6.53,-8.13,11.18,1.70,0.00,8.63,60.04
114252,14.84,0.00,14.24,13.68,201,0.36,1780,0.00,32.50,3.04,113,0.00,6.38,-8.27,10.72,1.68,0.00,8.24,59.68
114573,11.72,0.00,14.13,13.84,201,0.35,1807,0.00,32.50,3.08,113,0.00,6.38,-8.27,10.85,1.66,0.00,8.24,62.22
114890,10.94,0.00,14.36,13.76,201,0.38,1815,0.00,33.50,3.14,113,0.00,6.53,-8.13,11.42,1.72,0.00,8.63,62.44
115209,9.38,0.00,14.36,13.60,201,0.38,1810,0.00,33.50,3.09,113,0.00,6.53,-8.13,11.60,1.72,0.00,8.63,62.72
115529,7.81,0.00,14.36,13.84,201,0.38,1849,0.00,33.50,3.15,113,0.00,6.53,-8.13,11.59,1.72,0.00,8.63,61.08
115847,6.25,0.00,14.36,13.84,201,0.34,1876,0.00,33.50,3.20,111,0.00,6.38,-8.27,10.47,1.66,0.00,7.84,56.60
116166,3.12,0.00,14.24,13.76,201,0.32,1875,0.00,33.00,3.20,111,0.00,5.95,-8.56,9.53,1.56,0.00,6.27,55.94
116484,-1.56,0.00,14.01,13.76,201,0.28,1834,0.00,31.50,2.77,111,0.00,5.22,-9.43,8.62,1.52,0.00,5.88,55.27
116803,-8.59,0.00,13.78,13.84,201,0.29,1816,0.00,31.00,2.73,111,0.00,5.08,-9.58,9.31,1.58,0.00,6.27,62.57
117123,-10.16,0.00,14.24,13.52,201,0.31,1844,0.00,31.50,2.72,111,0.00,5.37,-9.29,9.31,1.60,0.00,6.67,59.91
117441,-10.94,0.00,14.47,13.84,201,0.33,1830,0.00,32.00,2.73,111,0.00,5.66,-9.14,9.87,1.64,0.00,7.45,61.92
117760,-9.38,0.00,14.70,13.76,201,0.34,1798,0.00,32.50,3.07,111,0.00,5.95,-8.71,10.63,1.66,0.00,7.84,61.91
118078,-10.94,0.00,14.81,13.60,201,0.40,1836,0.00,33.50,3.08,111,0.00,6.53,-8.27,12.37,1.74,0.00,9.02,64.67
118396,-10.94,0.00,14.47,13.76,201,0.40,1804,0.00,34.00,3.08,111,0.00,6.82,-7.98,12.17,1.74,0.00,9.02,62.14
118715,-3.91,0.00,15.39,13.84,201,0.36,1796,0.00,33.00,3.12,111,0.00,6.53,-8.27,10.82,1.66,0.00,8.24,60.11
119034,-2.34,0.00,14.93,13.52,201,0.35,1830,0.00,32.50,3.12,111,0.00,6.24,-8.42,10.77,1.68,0.00,8.24,58.76
119353,-1.56,0.00,14.70,13.76,201,0.35,1864,0.00,33.00,3.15,111,0.00,6.24,-8.56,10.64,1.66,0.00,7.84,59.90
119672,-1.56,0.00,14.59,13.76,201,0.29,1862,0.00,32.50,2.78,111,0.00,5.66,-9.00,8.87,1.54,0.00,5.88,55.95
119992,-6.25,0.00,14.13,13.76,201,0.29,1827,0.00,31.50,2.76,111,0.00,5.22,-9.43,8.93,1.54,0.00,5.88,59.70
120309,-7.81,0.00,14.24,13.84,201,0.30,1825,0.00,31.50,2.73,111,0.00,5.22,-9.43,9.24,1.56,0.00,6.27,59.88
120628,-9.38,0.00,14.36,13.76,201,0.31,1816,0.00,31.00,2.69,111,0.00,5.37,-9.43,9.33,1.58,0.00,6.27,59.97
120947,-14.06,0.00,14.13,13.60,201,0.34,1793,0.00,32.50,2.69,109,0.00,5.95,-8.85,10.53,1.66,0.00,7.84,62.88
121278,-11.72,0.00,14.59,13.68,201,0.35,1788,0.00,32.50,3.09,109,0.00,6.09,-8.71,10.45,1.66,0.00,7.84,60.54
121598,-12.50,0.00,14.36,13.52,201,0.31,1784,0.00,31.00,2.64,109,0.00,5.66,-9.00,8.93,1.54,0.00,6.27,57.41
121915,-10.94,0.00,14.59,13.52,201,0.34,1764,0.00,31.50,2.67,109,0.00,5.66,-9.00,10.09,1.64,0.00,7.45,63.48
122235,-5.47,0.00,15.27,13.44,201,0.36,1770,0.00,31.50,2.98,109,0.00,6.09,-8.71,10.55,1.66,0.00,7.84,63.63
122554,-7.03,0.00,14.93,13.76,201,0.46,1783,0.00,4.00,3.03,109,0.00,6.96,-7.84,13.79,1.82,0.00,10.20,70.20
122873,-9.38,0.00,14.01,13.76,201,0.46,1777,0.00,33.50,3.03,109,0.00,7.55,-7.11,13.51,1.80,0.00,9.80,64.49
123191,3.12,0.00,16.08,13.68,201,0.45,1755,0.00,32.50,3.34,109,0.00,7.55,-7.11,13.66,1.82,0.00,9.80,64.87
123509,10.16,0.00,15.62,13.44,201,0.45,1758,0.00,33.50,3.42,109,0.00,7.55,-7.11,12.30,1.72,0.00,8.63,60.73
123828,12.50,0.00,15.04,13.60,201,0.39,1790,0.00,32.50,3.01,109,0.00,6.67,-7.98,11.38,1.72,0.00,8.63,59.40
124147,14.06,0.00,14.70,13.52,201,0.38,1822,0.00,33.50,3.11,109,0.00,6.67,-7.98,11.58,1.72,0.00,8.63,63.56
124467,14.84,0.00,14.70,13.84,201,0.37,1792,0.00,32.50,3.06,109,0.00,6.53,-8.13,11.28,1.70,0.00,8.24,58.88
