Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Volumetric Efficiency 2.5L (Calculated) (%)
16892,-14.84,14.84,14.59,14.16,158,0.31,959,0.00,17.00,1.64,90,0.00,6.53,-8.13,4.89,1.28,0.00,3.14,47.06
17211,-14.84,14.84,14.59,14.08,158,0.29,976,0.00,16.50,1.66,90,0.00,6.53,-8.13,4.72,1.30,0.00,3.14,46.25
17530,-14.84,14.84,14.70,14.16,158,0.29,974,0.00,17.00,1.65,90,0.00,6.38,-8.27,4.75,1.30,0.00,3.14,46.08
17850,-15.62,14.84,14.59,14.08,158,0.29,964,0.00,19.00,1.65,90,0.00,6.53,-8.13,4.67,1.30,0.00,3.14,47.39
18169,-15.62,14.84,14.59,14.08,158,0.30,941,0.00,18.00,1.61,90,0.00,6.53,-8.13,4.83,1.30,0.00,3.14,46.65
18487,-15.62,14.84,14.70,14.00,158,0.32,957,0.00,20.00,1.63,90,0.00,6.67,-7.98,4.89,1.28,0.00,3.14,46.42
18806,-14.84,14.84,14.81,14.08,158,0.29,946,0.00,17.50,1.61,90,0.00,6.67,-8.13,4.59,1.28,0.00,2.75,44.82
19125,-14.84,14.84,14.93,14.08,158,0.30,950,0.00,18.00,1.62,90,0.00,6.67,-7.98,4.75,1.28,0.00,3.14,44.44
19444,-14.84,14.84,14.70,14.08,158,0.28,936,0.00,17.00,1.60,90,0.00,6.67,-8.13,4.43,1.28,0.00,3.14,42.99
19763,-14.84,14.84,14.70,14.08,158,0.31,950,0.00,19.00,1.62,90,0.00,6.67,-8.13,4.75,1.28,0.00,3.14,46.83
20082,-14.06,14.84,14.81,14.16,158,0.30,931,0.00,17.50,1.59,90,0.00,6.67,-7.98,4.43,1.28,0.00,3.14,45.35
20402,-14.06,14.84,14.93,14.08,158,0.31,962,0.00,17.00,1.64,90,0.00,6.67,-7.98,4.94,1.28,0.00,3.14,47.49
20721,-13.28,14.84,14.81,14.08,158,0.30,964,0.00,16.00,1.64,90,0.00,6.67,-8.13,4.78,1.32,0.00,3.14,45.78
21040,-13.28,14.84,14.70,14.08,158,0.32,955,0.00,16.00,1.63,90,0.00,6.67,-8.13,4.97,1.30,0.00,3.14,46.97
21359,-13.28,14.84,14.70,14.16,158,0.30,969,0.00,16.50,1.65,90,0.00,6.53,-8.13,4.72,1.30,0.00,3.14,47.13
21678,-14.06,14.84,14.59,14.16,158,0.29,960,0.00,16.00,1.64,90,0.00,6.53,-8.13,4.89,1.28,0.00,3.14,45.17
21996,-14.06,14.84,14.59,14.16,158,0.30,990,0.00,16.50,1.67,90,0.00,6.53,-8.13,4.75,1.30,0.00,3.14,46.35
22316,-14.06,14.84,14.59,14.16,158,0.29,982,0.00,16.00,1.68,90,0.00,6.53,-8.27,4.80,1.30,0.00,3.14,45.92
22634,-14.84,14.84,14.59,14.16,158,0.29,982,0.00,15.50,1.71,90,0.00,6.38,-8.27,4.75,1.28,0.00,3.14,47.02
22952,-14.84,14.84,14.47,14.00,160,0.30,982,0.00,16.50,1.68,90,0.00,6.38,-8.27,4.72,1.30,0.00,3.14,47.60
23271,-15.62,14.84,14.47,14.16,160,0.30,936,0.00,18.50,1.60,90,0.00,6.53,-8.13,4.89,1.28,0.00,3.14,46.91
23590,-15.62,14.84,14.59,14.08,160,0.29,985,0.00,17.00,1.68,90,0.00,6.53,-8.13,4.51,1.30,0.00,3.14,44.76
23908,-15.62,14.84,14.59,14.08,160,0.28,965,0.00,17.00,1.65,90,0.00,6.38,-8.27,4.80,1.30,0.00,3.14,44.42
24227,-15.62,14.84,14.59,14.08,160,0.31,964,0.00,18.50,1.64,90,0.00,6.53,-8.27,4.86,1.28,0.00,3.14,46.82
24546,-15.62,14.84,14.70,14.08,160,0.28,954,0.00,17.00,1.63,90,0.00,6.53,-8.13,4.43,1.28,0.00,2.75,44.28
24864,-15.62,14.84,14.70,14.16,160,0.30,960,0.00,18.00,1.64,90,0.00,6.53,-8.13,4.75,1.28,0.00,2.75,46.55
25184,-15.62,14.84,14.70,14.16,160,0.29,966,0.00,17.00,1.65,90,0.00,6.38,-8.27,4.27,1.30,0.00,2.75,43.81
25501,-15.62,14.84,14.70,14.08,160,0.28,944,0.00,17.00,1.61,90,0.00,6.38,-8.27,4.64,1.28,0.00,2.75,47.54
25820,-15.62,14.84,14.70,14.08,160,0.30,952,0.00,17.00,1.62,90,0.00,6.53,-8.27,4.35,1.28,0.00,2.75,46.64
26138,-15.62,14.84,14.70,14.08,160,0.28,957,0.00,17.00,1.63,90,0.00,6.53,-8.27,4.70,1.28,0.00,2.75,44.02
26458,-15.62,14.84,14.81,14.08,160,0.30,958,0.00,17.00,1.63,91,0.00,6.53,-8.27,4.51,1.28,0.00,2.75,47.61
26776,-15.62,14.84,14.70,14.16,160,0.28,921,0.00,17.00,1.57,91,0.00,6.53,-8.13,4.62,1.26,0.00,2.75,44.25
27095,-15.62,14.84,14.70,14.00,160,0.30,944,0.00,16.50,1.61,91,0.00,6.67,-8.13,4.43,1.28,0.00,2.75,45.67
27414,-15.62,14.84,14.70,14.08,160,0.27,928,0.00,17.00,1.58,91,0.00,6.53,-8.13,4.51,1.26,0.00,2.75,43.10
27733,-14.84,14.84,14.81,14.08,160,0.30,944,0.00,17.00,1.61,91,0.00,6.53,-8.13,4.43,1.28,0.00,2.75,46.66
28051,-14.84,14.84,14.81,14.00,160,0.27,928,0.00,17.00,1.58,91,0.00,6.67,-8.13,4.72,1.26,0.00,2.75,42.19
28369,-14.84,14.84,14.81,14.08,160,0.29,950,0.00,15.50,1.62,91,0.00,6.53,-8.13,4.18,1.28,0.00,2.75,45.59
28688,-14.84,14.84,14.81,14.08,160,0.27,936,0.00,17.00,1.60,91,0.00,6.53,-8.13,4.51,1.26,0.00,2.75,41.87
29007,-14.06,14.84,14.81,13.92,160,0.29,950,0.00,16.00,1.62,91,0.00,6.53,-8.13,4.43,1.28,0.00,2.75,45.60
29326,-14.06,14.84,14.81,14.08,160,0.28,933,0.00,16.50,1.59,91,0.00,6.53,-8.13,4.70,1.28,0.00,2.75,43.70
29644,-14.06,14.84,14.81,14.00,160,0.31,933,0.00,17.00,1.59,91,0.00,6.53,-8.13,4.53,1.28,0.00,2.75,48.22
29963,-14.06,14.84,14.81,14.08,160,0.28,921,0.00,17.50,1.57,91,0.00,6.67,-8.13,4.75,1.28,0.00,2.75,45.08
30282,-14.06,14.84,14.70,14.00,160,0.30,934,0.00,16.50,1.59,91,0.00,6.67,-7.98,4.35,1.30,0.00,2.75,43.51
30602,-14.06,14.84,14.81,14.16,160,0.29,918,0.00,17.00,1.60,91,0.00,6.67,-7.98,4.75,1.28,0.00,2.75,46.37
30920,-14.06,14.84,14.70,14.08,160,0.30,946,0.00,16.00,1.61,91,0.00,6.67,-8.13,4.27,1.30,0.00,2.75,42.95
31240,-14.06,14.84,14.70,14.16,160,0.27,939,0.00,16.00,1.64,91,0.00,6.53,-8.13,4.72,1.28,0.00,2.75,46.11
31558,-14.06,14.84,14.70,14.08,160,0.30,947,0.00,16.00,1.62,91,0.00,6.53,-8.13,4.43,1.30,0.00,2.75,44.64
31876,-14.06,14.84,14.70,14.08,162,0.29,921,0.00,17.00,1.57,91,0.00,6.53,-8.13,4.72,1.28,0.00,2.75,47.83
32195,-14.06,14.84,14.70,14.08,162,0.29,940,0.00,16.00,1.60,91,0.00,6.53,-8.13,4.43,1.30,0.00,2.75,43.40
32514,-14.06,14.84,14.70,14.08,162,0.27,956,0.00,16.00,1.63,91,0.00,6.53,-8.13,4.59,1.28,0.00,2.75,41.86
32834,-14.06,14.84,14.70,14.08,162,0.29,952,0.00,16.50,1.63,91,0.00,6.53,-8.27,4.35,1.28,0.00,2.75,45.89
33151,-14.06,14.84,14.70,14.16,162,0.27,944,0.00,17.00,1.61,91,0.00,6.53,-8.13,4.62,1.28,0.00,2.75,41.95
33471,-14.06,14.84,14.70,14.08,162,0.28,900,0.00,17.00,1.63,91,0.00,6.53,-8.13,4.27,1.28,0.00,2.75,44.02
33788,-14.06,14.84,14.70,14.08,162,0.27,955,0.00,16.50,1.61,91,0.00,6.53,-8.27,4.62,1.28,0.00,2.75,41.91
34107,-13.28,14.84,14.70,14.16,162,0.27,965,0.00,17.00,1.65,91,0.00,6.53,-8.13,4.35,1.28,0.00,2.75,44.01
34426,-13.28,14.84,14.70,14.08,162,0.27,942,0.00,17.00,1.61,91,0.00,6.53,-8.13,4.43,1.28,0.00,2.75,41.60
34745,-13.28,14.84,14.70,14.16,162,0.30,950,0.00,18.00,1.62,91,0.00,6.53,-8.13,4.45,1.30,0.00,2.75,46.55
35064,-13.28,14.84,14.81,14.16,162,0.29,915,0.00,17.50,1.55,91,0.00,6.53,-8.13,4.59,1.28,0.00,2.75,44.39
35382,-11.72,14.84,15.16,14.08,162,0.28,896,0.00,17.00,1.62,91,0.00,6.67,-8.13,4.18,1.28,0.00,2.75,44.03
35701,-12.50,14.84,14.81,14.16,162,0.29,943,0.00,17.00,1.59,91,0.00,6.53,-8.13,4.62,1.28,0.00,2.75,43.25
36019,-11.72,14.84,14.81,14.16,162,0.29,946,0.00,17.00,1.59,91,0.00,6.67,-8.13,4.43,1.28,0.00,2.75,44.75
36338,-11.72,14.84,14.81,14.16,162,0.27,953,0.00,16.00,1.61,91,0.00,6.53,-8.13,4.59,1.28,0.00,2.75,41.98
36657,-11.72,14.84,14.81,14.08,162,0.27,966,0.00,17.00,1.65,91,0.00,6.53,-8.13,4.35,1.28,0.00,2.75,44.56
36976,-11.72,14.84,14.70,14.08,162,0.27,967,0.00,16.50,1.65,91,0.00,6.53,-8.27,4.27,1.28,0.00,2.75,42.16
37295,-12.50,14.84,14.59,14.08,162,0.29,960,0.00,17.50,1.64,91,0.00,6.53,-8.27,4.53,1.28,0.00,2.75,45.11
37613,-12.50,14.84,14.59,14.08,162,0.28,954,0.00,16.50,1.63,91,0.00,6.53,-8.27,4.35,1.28,0.00,2.75,43.50
37932,-12.50,14.84,14.59,14.00,162,0.30,1012,0.00,17.00,1.65,91,0.00,6.53,-8.27,4.64,1.28,0.00,2.75,46.44
38251,-12.50,14.84,14.59,14.16,162,0.29,956,0.00,16.50,1.63,91,0.00,6.53,-8.27,4.27,1.28,0.00,2.75,43.45
38570,-12.50,14.84,14.59,13.92,162,0.26,942,0.00,17.00,1.61,91,0.00,6.53,-8.27,4.43,1.26,0.00,2.75,44.05
38889,-12.50,14.84,14.59,14.08,162,0.29,957,0.00,16.50,1.63,91,0.00,6.53,-8.13,4.10,1.28,0.00,2.75,44.94
39208,-12.50,14.84,14.70,14.00,162,0.27,924,0.00,17.50,1.58,91,0.00,6.53,-8.13,4.59,1.26,0.00,2.75,42.42
39527,-12.50,14.84,14.81,14.00,162,0.29,951,0.00,16.00,1.62,91,0.00,6.53,-8.13,4.18,1.28,0.00,2.75,45.25
39845,-12.50,14.84,14.81,14.08,162,0.25,938,0.00,17.00,1.60,91,0.00,6.53,-8.27,4.26,1.26,0.00,2.75,40.15
40164,-11.72,14.84,14.81,14.00,162,0.29,932,0.00,17.00,1.59,91,0.00,6.53,-8.13,4.35,1.28,0.00,2.75,46.17
40483,-11.72,14.84,14.81,14.00,162,0.27,930,0.00,17.00,1.59,91,0.00,6.53,-8.13,4.53,1.26,0.00,2.75,43.01
40802,-11.72,14.84,14.81,14.16,162,0.27,966,0.00,15.00,1.65,91,0.00,6.53,-8.13,4.10,1.28,0.00,2.75,42.54
41121,-11.72,14.84,14.81,14.16,162,0.27,930,0.00,17.00,1.59,91,0.00,6.53,-8.27,4.59,1.28,0.00,2.75,42.45
41439,-11.72,14.84,14.70,14.08,163,0.28,947,0.00,16.50,1.62,91,0.00,6.53,-8.13,4.10,1.28,0.00,2.75,43.52
41758,-11.72,14.84,14.70,14.08,163,0.25,923,0.00,17.50,1.58,91,0.00,6.53,-8.27,4.10,1.26,0.00,2.75,38.67
42077,-10.94,14.84,14.81,14.16,163,0.29,916,0.00,17.50,1.56,91,0.00,6.53,-8.13,4.27,1.28,0.00,2.75,45.90
42396,-10.94,14.84,14.81,14.08,163,0.25,932,0.00,16.50,1.59,91,0.00,6.67,-8.13,4.35,1.26,0.00,2.75,39.53
42715,-10.16,14.84,14.93,14.16,163,0.29,944,0.00,16.00,1.61,91,0.00,6.53,-8.13,4.27,1.28,0.00,2.75,45.87
43033,-10.16,14.84,14.81,14.08,163,0.27,954,0.00,15.50,1.63,91,0.00,6.53,-8.13,4.62,1.26,0.00,2.75,42.14
43352,-10.16,14.84,14.70,14.08,163,0.28,962,0.00,16.50,1.64,91,0.00,6.53,-8.13,4.35,1.28,0.00,2.75,44.27
43670,-10.16,14.84,14.70,14.08,163,0.27,958,0.00,16.50,1.63,91,0.00,6.53,-8.27,4.51,1.28,0.00,2.75,40.12
43990,-10.94,14.84,14.59,14.16,163,0.27,964,0.00,17.00,1.64,91,0.00,6.53,-8.13,4.35,1.28,0.00,2.75,44.65
44308,-10.94,14.84,14.59,14.08,163,0.26,957,0.00,16.50,1.63,91,0.00,6.53,-8.27,4.35,1.28,0.00,2.75,39.37
44627,-10.94,14.84,14.59,14.08,163,0.27,941,0.00,19.00,1.61,91,0.00,6.53,-8.13,4.02,1.28,0.00,2.75,44.11
44946,-11.72,14.84,14.59,14.16,163,0.26,914,0.00,18.50,1.55,91,0.00,6.53,-8.27,4.18,1.28,0.00,2.75,41.20
45264,-10.94,14.84,14.70,14.08,163,0.27,914,0.00,17.00,1.56,91,0.00,6.67,-8.13,3.86,1.26,0.00,2.75,41.23
45582,-10.94,14.84,14.81,14.16,163,0.25,898,0.00,19.00,1.53,91,0.00,6.53,-8.13,4.02,1.26,0.00,2.75,39.45
45901,-10.16,14.84,14.93,13.92,163,0.29,906,0.00,17.50,1.55,91,0.00,6.67,-7.98,3.86,1.28,0.00,2.75,41.50
46220,-9.38,14.84,15.04,14.08,163,0.33,898,0.00,19.00,1.53,91,0.00,6.82,-7.84,4.89,1.28,0.00,3.14,49.03
46539,-8.59,14.84,15.04,14.08,163,0.30,916,0.00,16.50,1.56,91,0.00,6.96,-7.84,4.75,1.30,0.00,3.14,43.29
46858,-7.81,14.84,15.16,14.00,163,0.29,958,0.00,15.50,1.64,91,0.00,6.82,-7.84,4.51,1.28,0.00,2.75,44.19
47177,-7.03,14.84,14.93,14.00,163,0.26,965,0.00,14.50,1.65,91,0.00,6.67,-8.13,4.10,1.28,0.00,2.75,39.70
47495,-7.81,14.84,14.70,14.16,163,0.29,980,0.00,16.00,1.67,91,0.00,6.53,-8.13,4.70,1.28,0.00,3.14,44.93
47814,-7.81,14.84,14.59,14.08,163,0.28,972,0.00,14.50,1.65,91,0.00,6.53,-8.13,4.43,1.30,0.00,3.14,43.70
48133,-8.59,14.84,14.59,14.00,163,0.30,955,0.00,16.00,1.63,91,0.00,6.53,-8.27,4.75,1.28,0.00,3.14,46.33
48452,-9.38,14.84,14.47,14.08,163,0.29,982,0.00,15.00,1.68,91,0.00,6.38,-8.27,4.53,1.28,0.00,3.14,45.58
48771,-10.16,14.84,14.36,14.08,163,0.25,989,0.00,15.50,1.66,91,0.00,6.38,-8.27,4.43,1.28,0.00,2.75,39.74
49089,-10.94,14.84,14.36,14.00,163,0.28,983,0.00,17.50,1.68,91,0.00,6.38,-8.42,4.51,1.26,0.00,2.75,43.98
49408,-10.94,14.84,14.36,14.08,163,0.27,957,0.00,17.00,1.63,91,0.00,6.38,-8.42,4.27,1.28,0.00,2.75,43.50
49727,-10.94,14.84,14.47,14.08,163,0.29,1011,0.00,17.50,1.66,91,0.00,6.38,-8.27,4.51,1.28,0.00,2.75,46.47
50046,-11.72,14.84,14.47,14.08,163,0.27,960,0.00,17.00,1.64,91,0.00,6.38,-8.27,3.94,1.28,0.00,2.75,38.56
50365,-11.72,14.84,14.47,14.08,165,0.25,954,0.00,17.00,1.63,91,0.00,6.38,-8.27,4.27,1.26,0.00,2.75,41.18
50685,-12.50,14.84,14.59,14.00,165,0.25,950,0.00,17.00,1.42,91,0.00,6.38,-8.27,3.70,1.26,0.00,2.75,40.57
51002,-11.72,14.84,14.70,14.08,165,0.24,909,0.00,18.50,1.36,91,0.00,6.38,-8.27,4.10,1.26,0.00,2.75,41.55
51321,-10.94,14.84,14.93,14.08,165,0.26,888,0.00,20.00,1.52,91,0.00,6.53,-8.13,3.86,1.28,0.00,2.75,41.29
51640,-10.16,14.84,15.04,14.00,165,0.31,891,0.00,21.50,1.52,91,0.00,6.67,-7.98,4.18,1.28,0.00,2.75,45.79
51959,-8.59,14.84,15.16,14.08,165,0.28,901,0.00,17.00,1.54,91,0.00,6.82,-7.84,4.51,1.28,0.00,2.75,41.86
52278,-7.81,14.84,15.27,14.00,165,0.30,912,0.00,17.00,1.56,91,0.00,6.82,-7.84,4.43,1.28,0.00,2.75,45.64
52596,-7.03,14.84,15.04,14.00,165,0.27,937,0.00,15.00,1.60,91,0.00,6.67,-7.98,4.59,1.26,0.00,2.75,41.70
52915,-7.81,14.84,14.81,14.00,165,0.29,938,0.00,15.50,1.60,91,0.00,6.67,-7.98,4.51,1.28,0.00,2.75,44.87
53235,-7.81,14.84,14.70,14.08,165,0.27,944,0.00,15.00,1.61,91,0.00,6.67,-8.13,4.59,1.26,0.00,2.75,41.50
53552,-7.81,14.84,14.70,14.08,165,0.29,953,0.00,15.00,1.63,91,0.00,6.53,-8.13,4.51,1.28,0.00,2.75,45.81
53871,-7.81,14.84,14.59,14.08,165,0.26,945,0.00,16.00,1.61,91,0.00,6.53,-8.13,4.51,1.28,0.00,2.75,40.90
54190,-8.59,14.84,14.47,14.08,165,0.27,982,0.00,16.00,1.66,91,0.00,6.53,-8.27,4.26,1.28,0.00,2.75,43.04
54509,-9.38,14.84,14.47,14.00,165,0.26,965,0.00,16.50,1.65,91,0.00,6.38,-8.27,4.02,1.28,0.00,2.75,41.53
54828,-9.38,14.84,14.47,14.00,165,0.28,968,0.00,17.50,1.65,91,0.00,6.38,-8.27,4.43,1.26,0.00,2.75,43.07
55146,-10.16,14.84,14.47,14.08,165,0.25,953,0.00,17.00,1.63,91,0.00,6.53,-8.27,3.86,1.26,0.00,2.75,38.65
55465,-10.16,14.84,14.59,14.08,165,0.28,952,0.00,18.50,1.62,91,0.00,6.38,-8.27,4.35,1.26,0.00,2.75,45.00
55785,-10.16,14.84,14.59,14.08,165,0.25,939,0.00,17.50,1.60,91,0.00,6.53,-8.27,3.86,1.28,0.00,2.75,38.61
56103,-10.16,14.84,14.70,14.00,165,0.27,937,0.00,18.00,1.60,91,0.00,6.53,-8.27,4.35,1.26,0.00,2.75,42.47
56421,-9.38,14.84,14.81,14.08,165,0.24,927,0.00,17.00,1.58,91,0.00,6.53,-8.13,3.62,1.26,0.00,2.75,38.23
