Time (msec),Volumetric Efficiency 2.5L (Calculated) (%),Throttle Opening Angle (%),Primary Wastegate Duty Cycle (%),Mass Airflow Sensor Voltage (V),Mass Airflow (g/s),Manifold Relative Pressure (psi),Manifold Absolute Pressure (psi),Knock Correction Advance (degrees),Intake Air Temperature (F),Injector Duty Cycle (%),Ignition Total Timing (degrees),Feedback Knock Correction (4-byte)* (degrees),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Coolant Temperature (F),Battery Voltage (V),A/F Sensor #1 (AFR),A/F Learning #1 (%),A/F Correction #1 (%)
0,37.33,3.92,0.00,1.34,4.44,-6.38,8.42,0.00,91,1.38,17.00,0.00,850,0.31,192,13.68,16.65,1.56,25.00
319,40.47,4.31,0.00,1.38,4.70,-6.38,8.27,0.00,91,1.47,14.50,0.00,846,0.33,192,13.76,16.77,1.56,25.00
637,40.91,4.31,0.00,1.38,4.75,-6.38,8.27,0.00,91,1.67,15.50,0.00,871,0.33,192,13.76,16.77,1.56,25.00
956,40.22,4.31,0.00,1.38,4.87,-6.53,8.13,0.00,91,1.73,13.00,0.00,922,0.33,192,13.68,16.42,1.56,25.00
1275,41.84,4.31,0.00,1.38,4.94,-6.67,8.13,0.00,91,1.75,14.50,0.00,910,0.32,192,13.76,16.19,1.56,25.00
1595,39.87,4.31,0.00,1.38,4.90,-6.67,7.98,0.00,91,1.82,14.00,0.00,950,0.32,192,13.84,15.96,1.56,25.00
1912,40.38,4.31,0.00,1.38,4.97,-6.82,7.84,0.00,91,1.67,11.50,0.00,978,0.30,194,13.68,15.73,1.56,25.00
2231,39.84,4.31,0.00,1.40,4.87,-6.96,7.69,0.00,91,1.64,13.50,0.00,983,0.31,194,13.76,15.62,1.56,25.00
2549,40.89,4.31,0.00,1.38,4.84,-7.11,7.55,0.00,91,1.68,15.00,0.00,982,0.30,194,13.68,15.62,1.56,25.00
2867,39.45,4.31,0.00,1.38,4.81,-7.25,7.40,0.00,91,1.69,13.00,0.00,978,0.29,194,13.68,15.62,1.56,25.00
3186,39.31,4.31,0.00,1.38,4.72,-7.25,7.40,0.00,91,1.70,15.00,0.00,994,0.29,194,13.68,15.50,1.56,25.00
3504,41.16,4.31,0.00,1.36,4.78,-7.40,7.25,0.00,91,1.68,16.50,0.00,986,0.29,194,13.76,15.62,1.56,25.00
3824,39.74,4.31,0.00,1.36,4.70,-7.55,7.25,0.00,90,1.69,15.00,0.00,993,0.28,194,13.68,15.62,1.56,25.00
4143,38.30,3.92,0.00,1.34,4.50,-7.69,6.96,0.00,90,1.77,14.00,0.00,1036,0.27,194,13.76,15.50,1.56,25.00
4461,40.03,3.92,0.00,1.34,4.44,-7.84,6.82,0.00,90,1.74,16.50,0.00,1020,0.26,194,13.68,15.39,1.56,25.00
4780,39.02,3.92,0.00,1.34,4.50,-7.84,6.82,0.00,90,1.75,15.00,0.00,1025,0.27,194,13.76,15.39,1.56,25.00
5098,38.66,3.92,0.00,1.34,4.42,-7.98,6.67,0.00,90,1.75,16.00,0.00,1026,0.25,194,13.76,15.27,1.56,25.00
5417,37.19,3.92,0.00,1.32,4.25,-7.98,6.67,0.00,90,1.75,16.50,0.00,1016,0.25,194,13.84,15.27,1.56,25.00
5736,39.05,3.53,0.00,1.30,4.25,-7.98,6.67,0.00,90,1.72,17.00,0.00,1008,0.25,194,13.68,15.16,1.56,25.00
6055,36.07,3.53,0.00,1.30,4.04,-8.13,6.53,0.00,90,1.70,16.50,0.00,997,0.24,194,13.76,15.27,1.56,25.00
6373,37.25,3.53,0.00,1.32,4.09,-8.13,6.53,0.00,90,1.69,18.50,0.00,982,0.25,194,13.76,15.27,1.56,25.00
6692,36.68,3.14,0.00,1.28,3.88,-8.13,6.53,0.00,90,1.69,17.00,0.00,994,0.23,194,13.68,15.27,1.56,25.00
7011,35.84,3.14,0.00,1.30,3.85,-8.13,6.53,0.00,90,1.66,17.50,0.00,973,0.23,194,13.84,15.27,1.56,25.00
7330,35.16,3.14,0.00,1.26,3.65,-8.13,6.53,0.00,90,1.65,19.50,0.00,964,0.23,194,13.68,15.27,1.56,25.00
7649,35.82,3.14,0.00,1.28,3.75,-7.98,6.67,0.00,90,1.59,19.50,0.00,931,0.24,194,13.60,15.27,1.56,25.00
7967,33.96,3.14,0.00,1.26,3.51,-7.98,6.67,0.00,90,1.63,20.00,0.00,943,0.23,194,13.60,15.39,1.56,25.00
8285,35.72,3.14,0.00,1.26,3.68,-7.98,6.67,0.00,90,1.57,19.00,0.00,917,0.24,194,13.76,15.50,1.56,25.00
8605,36.25,3.14,0.00,1.26,3.53,-7.98,6.67,0.00,90,1.56,20.50,0.00,912,0.23,194,13.76,15.50,1.56,25.00
8923,34.00,3.14,0.00,1.28,3.65,-7.98,6.82,0.00,90,1.55,17.50,0.00,934,0.23,194,13.84,15.50,1.56,25.00
9241,36.39,3.14,0.00,1.24,3.53,-7.98,6.67,0.00,90,1.54,20.50,0.00,898,0.23,194,13.60,15.50,1.56,25.00
9560,35.40,3.14,0.00,1.26,3.53,-7.84,6.82,0.00,90,1.52,19.50,0.00,882,0.24,194,13.76,15.62,1.56,25.00
9879,35.64,3.14,0.00,1.26,3.70,-7.69,6.96,0.00,88,1.46,20.50,0.00,856,0.25,194,13.76,15.73,1.56,25.00
10197,38.09,3.14,0.00,1.26,3.63,-7.69,6.96,0.00,88,1.43,20.00,0.00,836,0.26,194,13.76,15.85,1.56,25.00
10515,38.65,3.14,0.00,1.26,3.73,-7.40,7.25,0.00,88,1.39,23.00,0.00,816,0.28,194,13.76,15.96,1.56,25.00
10834,36.93,3.53,0.00,1.30,3.91,-7.11,7.55,0.00,88,1.45,20.00,0.00,836,0.28,194,13.84,16.19,1.56,25.00
11153,38.55,3.53,0.00,1.32,4.15,-6.96,7.69,0.00,88,1.32,20.00,0.00,806,0.31,194,13.68,16.31,1.56,25.00
11472,40.60,3.92,0.00,1.34,4.39,-6.67,7.98,0.00,88,1.35,18.50,0.00,791,0.32,194,13.68,16.42,1.56,25.00
11792,40.80,3.92,0.00,1.32,4.31,-6.53,8.13,0.00,88,1.41,17.00,0.00,825,0.32,196,13.76,16.54,1.56,25.00
12110,40.85,4.31,0.00,1.36,4.45,-6.38,8.13,0.00,88,1.39,18.00,0.00,811,0.33,196,13.76,16.65,1.56,25.00
12428,44.09,4.31,0.00,1.40,4.97,-6.09,8.56,0.00,88,1.57,19.00,0.00,820,0.37,196,13.68,16.65,1.56,25.00
12748,39.52,4.31,0.00,1.38,4.82,-6.09,8.56,0.00,88,1.69,14.50,0.00,890,0.33,196,13.68,16.77,1.56,25.00
13066,40.43,4.31,0.00,1.38,4.88,-6.53,8.27,0.00,88,1.78,11.00,0.00,927,0.32,196,13.84,16.42,1.56,25.00
13385,39.79,4.31,0.00,1.40,5.03,-6.67,7.98,0.00,88,1.65,11.50,0.00,965,0.32,196,13.68,16.08,1.56,25.00
13704,42.11,4.71,0.00,1.40,5.28,-6.67,7.98,0.00,88,1.89,11.50,0.00,977,0.31,196,13.68,15.73,1.56,25.00
14024,39.74,4.31,0.00,1.40,2.62,-6.96,7.84,0.00,88,1.69,11.50,0.00,1009,0.31,196,13.76,15.73,1.56,25.00
14342,39.93,4.31,0.00,1.38,5.00,-7.11,7.55,0.00,88,1.75,13.00,0.00,1016,0.30,196,13.68,15.50,1.56,25.00
14661,41.25,4.31,0.00,1.38,5.06,-7.25,7.55,0.00,88,1.74,12.50,0.00,1022,0.29,196,13.76,15.50,1.56,25.00
14979,39.21,4.31,0.00,1.40,5.06,-7.40,7.40,0.00,88,1.73,13.50,0.00,1011,0.29,196,13.76,15.50,1.56,25.00
15297,38.54,4.31,0.00,1.38,4.88,-7.55,7.25,0.00,88,1.80,13.50,0.00,1054,0.28,196,13.84,15.39,1.56,25.00
15616,40.35,4.31,0.00,1.36,4.73,-7.55,6.96,0.00,88,1.78,15.00,0.00,1045,0.27,196,13.76,15.39,1.56,25.00
15934,40.04,3.92,0.00,1.36,4.67,-7.84,6.96,0.00,88,1.78,14.50,0.00,1046,0.26,196,13.76,15.27,1.56,25.00
16253,39.42,3.92,0.00,1.36,4.67,-7.84,6.82,0.00,88,1.78,15.50,0.00,1036,0.26,196,13.68,15.27,1.56,25.00
16572,38.42,3.92,0.00,1.34,4.39,-7.98,6.67,0.00,88,1.78,16.50,0.00,1060,0.25,196,13.68,15.27,1.56,25.00
16891,37.31,3.92,0.00,1.32,4.25,-7.98,6.67,0.00,88,1.78,17.00,0.00,1029,0.25,196,13.68,15.16,1.56,25.00
17209,38.14,3.53,0.00,1.30,4.12,-8.13,6.53,0.00,88,1.72,16.50,0.00,1006,0.24,196,13.76,15.62,1.56,25.00
17527,38.32,3.53,0.00,1.32,4.25,-7.98,6.67,0.00,88,1.67,20.00,0.00,993,0.26,196,13.76,15.39,1.56,25.00
17846,35.58,3.53,0.00,1.28,3.85,-7.98,6.67,0.00,88,1.71,19.00,0.00,988,0.24,196,13.76,15.50,1.56,25.00
18165,36.55,3.53,0.00,1.28,3.88,-8.13,6.53,0.00,86,1.73,16.50,0.00,1014,0.23,196,13.76,15.27,1.56,25.00
18482,37.47,3.14,0.00,1.30,3.88,-8.13,6.53,0.00,86,1.62,20.00,0.00,972,0.25,196,13.76,15.27,1.56,25.00
18801,36.58,3.14,0.00,1.26,3.70,-7.98,6.67,0.00,86,1.65,20.00,0.00,966,0.23,196,13.76,15.27,1.56,25.00
19120,35.50,3.14,0.00,1.28,3.80,-7.98,6.67,0.00,86,1.59,20.00,0.00,950,0.24,196,13.76,15.50,1.56,25.00
19439,37.00,3.14,0.00,1.26,3.63,-7.98,6.67,0.00,86,1.57,21.00,0.00,918,0.24,196,13.68,15.39,1.56,25.00
19758,34.39,3.14,0.00,1.26,3.53,-7.98,6.67,0.00,86,1.55,18.50,0.00,938,0.23,196,13.76,15.50,1.56,25.00
20077,36.39,3.14,0.00,1.24,3.58,-7.98,6.67,0.00,86,1.53,18.50,0.00,894,0.24,196,13.68,15.39,1.56,25.00
20395,33.78,3.14,0.00,1.26,3.53,-7.84,6.82,0.00,86,1.58,18.50,0.00,924,0.23,196,13.76,15.50,1.56,25.00
20714,35.05,3.14,0.00,1.26,3.61,-7.84,6.82,0.00,86,1.50,17.00,0.00,880,0.24,198,13.84,15.62,1.56,25.00
21034,34.87,3.14,0.00,1.26,3.49,-7.84,6.82,0.00,86,1.53,19.00,0.00,898,0.23,198,13.76,15.62,1.56,25.00
21351,35.87,3.14,0.00,1.26,3.56,-7.84,6.82,0.00,86,1.48,19.00,0.00,900,0.25,198,13.76,15.73,1.56,25.00
21670,36.51,3.14,0.00,1.28,3.58,-7.69,6.96,0.00,86,1.45,18.50,0.00,845,0.25,198,13.76,15.73,1.56,25.00
21989,37.83,3.14,0.00,1.28,3.70,-7.55,7.11,0.00,86,1.47,20.00,0.00,856,0.26,198,13.76,15.85,1.56,25.00
22307,36.81,3.14,0.00,1.28,3.73,-7.40,7.25,0.00,86,1.44,20.00,0.00,838,0.27,198,13.76,16.08,1.56,25.00
22626,37.91,3.53,0.00,1.32,3.91,-7.11,7.55,0.00,86,1.39,19.50,0.00,844,0.30,198,13.68,16.08,1.56,25.00
22945,39.47,3.92,0.00,1.32,4.26,-6.82,7.84,0.00,86,1.38,19.00,0.00,808,0.31,198,13.76,16.31,1.56,25.00
23264,40.31,3.92,0.00,1.32,4.20,-6.53,8.13,0.00,86,1.39,18.50,0.00,800,0.31,198,13.76,16.54,1.56,25.00
23582,40.51,3.92,0.00,1.34,4.45,-6.38,8.27,0.00,86,1.39,19.00,0.00,816,0.32,198,13.60,16.77,1.56,25.00
23901,39.74,4.31,0.00,1.36,4.61,-6.24,8.42,0.00,86,1.62,17.00,0.00,841,0.33,198,13.76,16.77,1.56,25.00
24220,37.56,4.31,0.00,1.34,4.50,-6.38,8.27,0.00,86,1.48,13.50,0.00,869,0.32,198,13.68,16.65,1.56,25.00
24538,40.18,4.31,0.00,1.38,4.85,-6.53,8.13,0.00,86,1.52,12.50,0.00,876,0.32,198,13.84,16.42,1.56,25.00
24856,38.67,4.31,0.00,1.36,4.73,-6.67,7.98,0.00,86,1.58,12.00,0.00,925,0.31,198,13.76,16.19,1.56,25.00
25175,41.25,4.31,0.00,1.40,5.12,-6.67,7.98,0.00,86,1.76,12.50,0.00,918,0.33,198,13.68,16.08,1.56,25.00
25493,38.03,4.31,0.00,1.36,4.76,-6.82,7.84,0.00,86,1.66,12.50,0.00,972,0.30,198,13.76,15.85,1.56,25.00
25811,39.53,4.31,0.00,1.38,4.97,-7.11,7.69,0.00,86,1.66,11.50,0.00,968,0.30,198,13.76,15.73,1.56,25.00
26130,38.93,4.31,0.00,1.38,4.85,-7.11,7.55,0.00,86,1.72,13.00,0.00,1007,0.30,198,13.68,15.62,1.56,25.00
26448,40.32,4.31,0.00,1.36,4.75,-7.25,7.40,0.00,86,1.70,15.00,0.00,999,0.29,198,13.76,15.50,1.56,25.00
26767,38.85,4.31,0.00,1.36,4.85,-7.55,7.25,0.00,86,1.76,11.50,0.00,1021,0.28,198,13.84,15.50,1.56,25.00
27086,38.98,3.92,0.00,1.36,4.61,-7.55,7.11,0.00,86,1.72,15.00,0.00,1023,0.28,198,13.68,15.39,1.56,25.00
27405,37.84,3.92,0.00,1.34,4.50,-7.69,6.96,0.00,86,1.80,15.00,0.00,1035,0.26,198,13.76,15.39,1.56,25.00
27724,38.82,3.92,0.00,1.34,4.45,-7.84,6.82,0.00,86,1.75,14.00,0.00,1023,0.26,198,13.76,15.27,1.56,25.00
28042,37.73,3.92,0.00,1.34,4.34,-7.98,6.82,0.00,86,1.76,15.50,0.00,1023,0.25,198,13.76,15.27,1.56,25.00
28361,37.39,3.92,0.00,1.32,4.15,-7.98,6.67,0.00,86,1.75,17.00,0.00,1026,0.25,198,13.76,15.27,1.56,25.00
28681,38.25,3.53,0.00,1.32,4.12,-7.98,6.67,0.00,86,1.71,17.50,0.00,1000,0.25,198,13.76,15.27,1.56,25.00
29000,36.74,3.53,0.00,1.32,4.09,-7.98,6.67,0.00,86,1.70,17.00,0.00,984,0.25,198,13.68,15.27,1.56,25.00
29318,36.08,3.53,0.00,1.30,3.96,-7.98,6.67,0.00,86,1.70,17.00,0.00,998,0.24,198,13.68,15.27,1.56,25.00
29638,36.79,3.14,0.00,1.28,3.93,-7.98,6.67,0.00,86,1.67,17.00,0.00,982,0.23,198,13.76,15.27,1.56,25.00
29955,35.73,3.14,0.00,1.30,3.88,-7.98,6.67,0.00,86,1.64,17.50,0.00,961,0.24,198,13.76,15.39,1.56,25.00
30275,35.74,3.14,0.00,1.28,3.70,-7.98,6.67,0.00,84,1.64,19.00,0.00,962,0.23,199,13.76,15.39,1.56,25.00
30592,36.70,3.14,0.00,1.28,3.83,-7.98,6.67,0.00,84,1.57,20.00,0.00,920,0.25,199,13.68,15.39,1.56,25.00
30911,34.68,3.14,0.00,1.26,3.61,-7.98,6.67,0.00,84,1.60,19.00,0.00,935,0.23,199,13.76,15.39,1.56,25.00
31231,34.72,3.14,0.00,1.28,3.78,-7.98,6.82,0.00,84,1.57,19.00,0.00,918,0.24,199,13.76,15.50,1.56,25.00
31550,35.10,3.14,0.00,1.26,3.51,-7.98,6.67,0.00,84,1.58,19.00,0.00,928,0.23,199,13.76,15.50,1.56,25.00
31869,34.82,3.14,0.00,1.26,3.68,-7.98,6.67,0.00,84,1.52,17.50,0.00,929,0.24,199,13.76,15.50,1.56,25.00
32187,36.39,3.14,0.00,1.26,3.61,-7.84,6.82,0.00,84,1.49,17.50,0.00,874,0.24,199,13.60,15.50,1.56,25.00
32504,35.18,3.14,0.00,1.26,3.58,-7.84,6.82,0.00,84,1.53,19.50,0.00,886,0.24,199,13.76,15.50,1.56,25.00
32823,35.37,3.14,0.00,1.28,3.73,-7.69,6.96,0.00,84,1.47,19.00,0.00,890,0.25,199,13.76,15.85,1.56,25.00
33142,37.44,3.14,0.00,1.26,3.70,-7.69,6.96,0.00,84,1.48,17.00,0.00,868,0.25,199,13.84,15.85,1.56,25.00
33459,35.60,3.14,0.00,1.26,3.66,-7.55,7.11,0.00,84,1.53,17.50,0.00,879,0.25,199,13.84,15.85,1.56,25.00
33778,35.85,3.14,0.00,1.30,3.86,-7.55,7.11,0.00,84,1.48,17.00,0.00,892,0.26,199,13.68,15.96,1.56,25.00
34097,36.62,3.14,0.00,1.26,3.75,-7.55,7.11,0.00,84,1.50,16.00,0.00,877,0.25,199,13.76,15.85,1.56,25.00
34415,36.88,3.53,0.00,1.28,3.78,-7.40,7.11,0.00,84,1.52,17.00,0.00,876,0.26,199,13.68,15.96,1.56,25.00
34734,36.98,3.53,0.00,1.32,4.07,-7.40,7.25,0.00,84,1.47,16.50,0.00,893,0.27,199,13.76,15.96,1.56,25.00
35053,40.74,3.53,0.00,1.30,4.04,-7.40,7.25,0.00,84,1.49,16.50,0.00,871,0.28,199,13.76,15.96,1.56,25.00
35372,36.06,3.53,0.00,1.30,3.90,-7.40,7.25,0.00,84,1.55,15.50,0.00,898,0.27,199,13.84,15.96,1.56,25.00
35690,37.75,3.53,0.00,1.30,4.09,-7.40,7.25,0.00,84,1.50,16.00,0.00,876,0.27,199,13.68,15.96,1.56,25.00
36010,38.65,3.53,0.00,1.30,4.07,-7.40,7.25,0.00,84,1.52,17.00,0.00,892,0.27,199,13.76,15.73,1.56,25.00
36329,35.61,3.53,0.00,1.30,3.99,-7.25,7.40,0.00,84,1.56,15.50,0.00,916,0.27,199,13.68,15.85,1.56,25.00
36647,38.10,3.53,0.00,1.32,4.01,-7.40,7.25,0.00,84,1.53,15.50,0.00,886,0.27,199,13.76,16.08,1.56,25.00
36966,38.04,3.53,0.00,1.30,4.07,-7.25,7.40,0.00,84,1.53,17.00,0.00,897,0.27,199,13.68,15.85,1.56,25.00
37285,38.38,3.53,0.00,1.32,4.15,-7.25,7.40,0.00,84,1.50,17.00,0.00,893,0.29,199,13.76,16.19,1.56,25.00
37603,38.56,3.53,0.00,1.30,4.09,-7.25,7.40,0.00,84,1.54,14.50,0.00,900,0.28,199,13.76,15.85,1.56,25.00
37922,36.31,3.92,0.00,1.32,4.15,-7.25,7.40,0.00,84,1.59,15.00,0.00,927,0.27,199,13.76,15.85,1.56,25.00
38241,39.44,3.92,0.00,1.32,4.31,-7.40,7.25,0.00,84,1.55,16.00,0.00,893,0.28,199,13.60,15.73,1.56,25.00
38560,35.87,3.53,0.00,1.30,4.01,-7.40,7.25,0.00,84,1.58,15.50,0.00,928,0.26,199,13.68,15.85,1.56,25.00
38879,37.13,3.53,0.00,1.32,4.12,-7.55,7.25,0.00,84,1.58,15.00,0.00,923,0.27,199,13.76,15.73,1.56,25.00
39197,38.11,3.53,0.00,1.30,4.04,-7.55,7.11,0.00,84,1.59,16.50,0.00,933,0.26,201,13.76,15.62,1.56,25.00
39515,36.52,3.53,0.00,1.32,4.17,-7.55,7.25,0.00,84,1.57,16.00,0.00,938,0.27,201,13.76,15.50,1.56,25.00
39833,37.28,3.53,0.00,1.30,3.96,-7.55,7.11,0.00,84,1.62,16.00,0.00,948,0.25,201,13.84,15.62,1.56,25.00
40152,36.51,3.53,0.00,1.32,4.15,-7.55,7.11,0.00,84,1.58,16.00,0.00,949,0.26,201,13.76,15.62,1.56,25.00
40471,37.65,3.53,0.00,1.30,3.99,-7.55,7.11,0.00,84,1.61,16.50,0.00,948,0.25,201,13.84,15.50,1.56,25.00
40791,36.24,3.53,0.00,1.32,4.12,-7.55,7.11,0.00,84,1.57,16.00,0.00,950,0.26,201,13.76,15.50,1.56,25.00
