Time (msec),Volumetric Efficiency 2.5L (Calculated) (%),Throttle Opening Angle (%),Primary Wastegate Duty Cycle (%),Mass Airflow Sensor Voltage (V),Mass Airflow (g/s),Manifold Relative Pressure (psi),Manifold Absolute Pressure (psi),Knock Correction Advance (degrees),Intake Air Temperature (F),Injector Duty Cycle (%),Ignition Total Timing (degrees),Feedback Knock Correction (4-byte)* (degrees),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Coolant Temperature (F),Battery Voltage (V),A/F Sensor #1 (AFR),A/F Learning #1 (%),A/F Correction #1 (%)
100092,37.86,3.14,0.00,1.28,3.77,-7.98,6.67,0.00,97,1.64,17.00,0.00,961,0.24,192,13.76,15.16,3.91,25.00
100410,34.90,3.14,0.00,1.28,3.62,-8.13,6.67,0.00,97,1.65,17.00,0.00,969,0.23,192,13.76,15.27,3.91,25.00
100728,37.19,3.14,0.00,1.26,3.70,-8.13,6.53,0.00,97,1.61,17.00,0.00,950,0.23,192,13.68,15.16,3.91,25.00
101047,36.77,3.14,0.00,1.28,3.70,-7.98,6.67,0.00,97,1.59,18.50,0.00,948,0.24,192,13.68,15.27,3.91,25.00
101366,36.80,3.14,0.00,1.26,3.60,-8.13,6.67,0.00,97,1.60,17.00,0.00,935,0.23,192,13.68,15.27,3.91,25.00
101686,35.14,3.14,0.00,1.26,3.55,-7.98,6.67,0.00,97,1.62,17.50,0.00,950,0.23,192,13.68,15.27,3.91,25.00
102004,36.48,3.14,0.00,1.26,3.55,-8.13,6.67,0.00,97,1.59,17.00,0.00,930,0.22,192,13.76,15.27,3.91,25.00
102323,34.82,3.14,0.00,1.26,3.48,-7.98,6.67,0.00,97,1.59,18.00,0.00,933,0.23,192,13.76,15.27,3.91,25.00
102643,36.37,3.14,0.00,1.26,3.60,-7.98,6.67,0.00,97,1.55,17.50,0.00,898,0.24,192,13.68,15.27,3.91,25.00
102961,34.63,3.14,0.00,1.24,3.39,-7.98,6.67,0.00,97,1.55,18.50,0.00,908,0.23,192,13.68,15.27,3.91,25.00
103279,35.86,3.14,0.00,1.28,3.58,-7.98,6.67,0.00,97,1.52,18.50,0.00,910,0.24,192,13.68,15.39,3.91,25.00
103599,37.00,3.14,0.00,1.24,3.50,-7.98,6.67,0.00,97,1.51,17.50,0.00,887,0.23,192,13.68,15.39,3.91,25.00
103918,35.12,3.14,0.00,1.26,3.48,-7.84,6.82,0.00,97,1.52,18.00,0.00,886,0.24,192,13.76,15.50,3.91,25.00
104236,36.57,3.14,0.00,1.28,3.65,-7.84,6.82,0.00,97,1.45,20.00,0.00,870,0.25,194,13.68,15.50,3.91,25.00
104555,39.20,3.14,0.00,1.26,3.67,-7.69,6.96,0.00,97,1.46,17.50,0.00,856,0.26,194,13.76,15.62,3.91,25.00
104874,38.34,3.14,0.00,1.26,3.60,-7.55,7.11,0.00,97,1.41,20.00,0.00,825,0.26,194,13.76,15.73,3.91,25.00
105192,37.05,3.14,0.00,1.28,3.77,-7.25,7.40,0.00,97,1.45,18.50,0.00,847,0.27,194,13.68,15.96,3.91,25.00
105512,35.52,3.14,0.00,1.28,3.85,-7.25,7.40,0.00,95,1.46,17.00,0.00,855,0.26,194,13.76,16.08,3.91,25.00
105830,38.46,3.53,0.00,1.28,3.93,-7.40,7.25,0.00,95,1.50,16.00,0.00,879,0.26,194,13.60,15.96,3.91,25.00
106149,38.16,3.53,0.00,1.30,3.98,-7.25,7.40,0.00,95,1.48,17.00,0.00,864,0.28,194,13.68,15.96,3.91,25.00
106468,37.76,3.92,0.00,1.34,4.28,-7.11,7.55,0.00,95,1.45,16.50,0.00,884,0.29,194,13.76,15.96,3.91,25.00
106786,39.84,3.92,0.00,1.34,4.22,-6.96,7.69,0.00,95,1.48,16.50,0.00,847,0.30,194,13.68,15.96,3.91,25.00
107106,37.98,3.92,0.00,1.32,4.25,-6.96,7.69,0.00,95,1.54,16.00,0.00,902,0.29,194,13.68,16.08,3.91,25.00
107424,37.04,3.92,0.00,1.34,4.39,-7.11,7.55,0.00,95,1.56,14.50,0.00,913,0.28,194,13.76,15.96,3.91,25.00
107744,40.29,3.92,0.00,1.32,4.25,-7.25,7.40,0.00,95,1.58,16.50,0.00,918,0.28,194,13.68,15.62,3.91,25.00
108063,37.70,3.92,0.00,1.34,4.41,-7.25,7.40,0.00,95,1.61,13.50,0.00,967,0.27,194,13.76,15.62,3.91,25.00
108381,40.38,3.92,0.00,1.34,4.33,-7.40,7.25,0.00,95,1.61,15.50,0.00,939,0.28,194,13.76,15.50,3.91,25.00
108700,38.07,3.92,0.00,1.36,4.44,-7.40,7.25,0.00,95,1.63,15.00,0.00,955,0.27,194,13.76,15.50,3.91,25.00
109018,37.74,3.92,0.00,1.32,4.25,-7.55,7.11,0.00,95,1.68,15.00,0.00,973,0.27,194,13.68,15.39,3.91,25.00
109338,38.74,3.92,0.00,1.34,4.33,-7.69,6.96,0.00,95,1.69,13.50,0.00,978,0.27,194,13.76,15.27,3.91,25.00
109656,38.31,3.92,0.00,1.32,4.25,-7.69,6.96,0.00,95,1.70,15.50,0.00,993,0.26,194,13.68,15.27,3.91,25.00
109976,38.52,3.53,0.00,1.32,4.12,-7.84,6.82,0.00,95,1.69,15.50,0.00,991,0.25,194,13.76,15.16,3.91,25.00
110293,38.15,3.53,0.00,1.32,4.17,-7.98,6.67,0.00,95,1.71,15.50,0.00,992,0.25,194,13.52,15.16,3.91,25.00
110613,37.04,3.53,0.00,1.30,4.06,-7.98,6.67,0.00,93,1.72,16.00,0.00,1010,0.24,194,13.76,15.16,3.91,25.00
110932,38.24,3.53,0.00,1.28,3.98,-8.13,6.53,0.00,93,1.69,17.00,0.00,992,0.23,194,13.68,15.04,3.91,25.00
111251,36.24,3.14,0.00,1.30,3.93,-8.13,6.53,0.00,93,1.68,16.50,0.00,987,0.24,194,13.76,15.04,3.91,25.00
111569,35.39,3.14,0.00,1.28,3.75,-8.13,6.53,0.00,93,1.72,16.50,0.00,995,0.23,194,13.76,15.04,4.69,25.00
111889,37.51,3.14,0.00,1.28,3.80,-8.27,6.53,0.00,93,1.66,17.00,0.00,971,0.23,194,13.76,15.04,4.69,25.00
112207,36.50,3.14,0.00,1.28,3.70,-8.13,6.53,0.00,93,1.61,18.00,0.00,963,0.23,194,13.68,15.16,4.69,25.00
112526,36.17,3.14,0.00,1.26,3.65,-8.13,6.53,0.00,93,1.64,18.50,0.00,958,0.22,194,13.68,15.16,4.69,25.00
112845,35.83,3.14,0.00,1.28,3.75,-8.13,6.53,0.00,93,1.60,18.50,0.00,955,0.24,196,13.68,15.16,4.69,25.00
113163,35.91,3.14,0.00,1.26,3.48,-8.13,6.53,0.00,93,1.62,18.50,0.00,950,0.22,196,13.68,15.16,4.69,25.00
113482,35.42,3.14,0.00,1.26,3.63,-8.13,6.53,0.00,93,1.58,18.50,0.00,945,0.23,196,13.68,15.16,4.69,25.00
113801,36.02,3.14,0.00,1.24,3.51,-8.13,6.53,0.00,93,1.56,19.00,0.00,918,0.22,196,13.76,15.16,4.69,25.00
114118,34.08,2.75,0.00,1.24,3.39,-7.98,6.67,0.00,93,1.57,19.00,0.00,922,0.23,196,13.68,15.27,4.69,25.00
114438,36.52,2.75,0.00,1.26,3.50,-8.13,6.67,0.00,93,1.53,17.00,0.00,898,0.23,196,13.76,15.27,4.69,25.00
114757,35.10,2.75,0.00,1.24,3.37,-7.98,6.67,0.00,93,1.54,19.50,0.00,887,0.23,196,13.60,15.39,4.69,25.00
115076,40.02,7.84,0.00,1.44,2.56,-7.69,6.82,0.00,93,1.66,18.00,0.00,890,0.35,196,13.68,15.39,4.69,25.00
115394,55.58,19.61,0.00,1.98,16.09,-1.02,13.64,2.50,93,4.49,28.00,0.00,1464,0.70,196,13.68,14.24,4.69,16.41
115713,56.83,6.67,0.00,2.26,24.88,-5.08,11.61,0.00,93,4.95,44.50,0.00,2578,0.41,196,13.60,14.13,3.91,12.50
116032,22.96,3.92,0.00,1.28,3.80,-10.59,4.06,0.00,93,1.97,17.00,0.00,2310,0.10,196,13.68,14.01,4.69,0.00
116351,37.24,4.31,0.00,1.42,5.28,-10.16,4.50,0.00,93,1.59,17.00,0.00,1867,0.17,196,13.76,19.75,4.69,0.00
116670,47.99,4.71,0.00,1.46,5.76,-9.72,4.93,0.00,93,2.12,-8.00,0.00,1464,0.24,196,13.60,20.33,5.47,0.00
116989,42.26,4.31,0.00,1.40,5.21,-9.00,5.80,0.00,91,1.94,23.00,0.00,1313,0.23,196,13.76,20.33,7.03,0.00
117307,41.15,3.92,0.00,1.36,4.69,-9.00,5.66,0.00,91,1.84,23.00,0.00,1255,0.23,196,13.68,18.49,4.69,0.00
117626,45.60,4.31,0.00,1.42,5.28,-8.56,6.09,0.00,91,1.67,23.00,0.00,1121,0.28,196,13.76,15.62,4.69,0.00
117945,39.98,3.92,0.00,1.36,4.70,-8.27,6.38,0.00,91,1.63,23.00,0.00,1112,0.25,196,13.76,15.85,4.69,0.00
118263,40.99,3.92,0.00,1.36,4.47,-8.13,6.53,0.00,91,1.53,23.00,0.00,1026,0.26,196,13.76,15.96,4.69,0.00
118583,41.79,4.71,0.00,1.34,4.53,-7.69,6.96,0.00,91,1.63,19.00,0.00,961,0.28,196,13.68,16.08,4.69,0.00
118902,62.81,8.63,0.00,1.66,8.84,-5.37,9.00,0.00,91,2.29,22.00,0.00,974,0.57,196,13.60,16.42,5.47,7.03
119221,50.82,12.94,0.00,1.88,13.66,-4.21,10.59,0.00,91,3.84,29.50,0.00,1609,0.51,196,13.60,15.96,5.47,11.72
119540,61.59,18.82,0.00,2.26,25.05,-3.77,10.74,0.00,91,6.61,42.50,0.00,2321,0.65,196,13.76,15.73,4.69,20.31
119859,64.79,20.00,0.00,2.50,36.34,-4.21,10.45,0.00,91,9.53,45.00,0.00,3380,0.66,196,13.52,14.70,3.91,21.09
120176,25.62,4.31,0.00,1.42,5.47,-10.74,3.77,0.00,91,2.67,17.00,0.00,3162,0.11,196,13.60,12.29,4.69,0.00
120496,39.43,4.71,0.00,1.48,6.31,-11.03,3.63,0.00,91,2.24,17.00,0.00,2660,0.14,196,13.60,14.13,4.69,0.00
120813,40.08,4.31,0.00,1.44,5.69,-10.74,3.92,0.00,91,1.82,17.00,0.00,2168,0.16,196,13.68,20.33,4.69,0.00
121134,39.59,3.92,0.00,1.42,5.37,-10.16,4.50,0.00,91,1.45,17.00,0.00,1740,0.18,196,13.76,20.33,4.69,0.00
121453,51.24,4.71,0.00,1.48,6.25,-9.29,5.37,0.00,91,2.22,17.00,0.00,1330,0.28,196,13.68,20.33,4.69,0.00
121771,40.79,4.31,0.00,1.38,5.06,-8.85,5.95,0.00,91,1.91,23.00,0.00,1267,0.24,198,13.68,20.33,4.69,0.00
122090,42.02,4.31,0.00,1.38,4.94,-8.71,5.95,0.00,91,1.73,23.00,0.00,1191,0.25,198,13.76,17.11,4.69,0.00
122409,43.18,3.92,0.00,1.38,5.03,-8.42,6.24,0.00,91,1.62,23.00,0.00,1084,0.27,198,13.68,16.08,4.69,0.00
122728,41.50,3.92,0.00,1.36,4.58,-8.13,6.53,0.00,91,1.55,23.00,0.00,1039,0.27,198,13.76,16.19,4.69,0.00
123046,41.95,3.92,0.00,1.36,4.55,-7.84,6.82,0.00,91,1.71,23.00,0.00,1002,0.27,198,13.76,16.31,4.69,0.00
123365,39.11,3.92,0.00,1.34,4.42,-7.69,6.96,0.00,91,1.62,23.00,0.00,949,0.28,198,13.68,16.42,4.69,0.00
123685,38.25,3.53,0.00,1.32,4.20,-7.55,6.96,0.00,91,1.41,23.00,0.00,934,0.27,198,13.68,16.65,4.69,0.00
124004,39.37,3.53,0.00,1.34,4.33,-7.40,7.25,0.00,91,1.50,23.00,0.00,881,0.29,198,13.68,16.65,4.69,0.00
124321,44.98,3.53,0.00,1.30,4.12,-7.11,7.40,0.00,90,1.34,23.00,0.00,782,0.31,198,13.76,16.65,4.69,0.00
124639,48.09,3.92,0.00,1.34,4.55,-6.53,8.13,0.00,90,1.22,23.00,0.00,716,0.38,198,13.84,16.77,4.69,0.00
124958,47.33,4.31,0.00,1.38,4.94,-5.51,9.29,0.00,90,1.24,23.00,0.00,646,0.43,198,13.68,17.34,4.69,0.00
125278,42.49,4.71,0.00,1.38,4.62,-4.64,10.01,0.00,90,1.29,23.00,0.00,670,0.43,198,13.68,17.57,4.69,0.00
125596,42.15,4.71,0.00,1.34,4.47,-4.21,10.45,0.00,90,1.17,23.00,0.00,619,0.43,198,13.68,18.26,4.69,0.00
125914,42.52,5.10,0.00,1.36,4.79,-3.19,11.46,0.00,90,1.10,20.00,0.00,603,0.48,198,13.44,18.26,4.69,0.00
126233,36.40,5.10,0.00,1.36,4.25,-3.34,11.32,0.00,90,1.22,15.50,0.00,634,0.42,198,13.60,19.18,4.69,4.69
126552,43.81,5.10,0.00,1.36,4.76,-3.19,11.61,0.00,90,1.41,15.00,0.00,618,0.46,198,13.60,18.49,4.69,10.16
126870,38.15,5.49,0.00,1.38,5.00,-3.63,11.17,0.00,90,1.29,11.00,0.00,671,0.41,198,13.76,18.03,4.69,13.28
127190,40.23,5.88,0.00,1.44,5.34,-3.77,11.03,0.00,90,1.64,11.00,0.00,770,0.44,198,13.68,17.92,4.69,17.97
127507,38.28,5.88,0.00,1.46,5.79,-4.21,10.45,0.00,90,1.74,11.00,0.00,830,0.42,198,13.76,17.34,4.69,21.09
127827,39.05,5.88,0.00,1.44,5.92,-5.08,9.72,0.00,90,1.94,11.00,0.00,985,0.35,198,13.76,16.88,6.25,25.00
128145,39.35,5.88,0.00,1.48,6.25,-6.09,8.71,0.00,90,2.17,11.00,0.00,1128,0.34,198,13.76,15.73,7.03,25.00
128465,40.48,5.49,0.00,1.48,6.31,-6.82,7.98,0.00,90,2.35,11.00,0.00,1221,0.31,198,13.68,14.93,8.59,25.00
128784,40.57,5.49,0.00,1.46,6.05,-7.55,7.11,0.00,90,2.48,11.00,0.00,1278,0.29,198,13.84,14.59,9.38,25.00
129103,41.66,5.10,0.00,1.46,6.02,-7.98,6.67,0.00,90,2.21,11.00,0.00,1280,0.28,198,13.60,14.47,10.16,24.22
129421,43.19,5.10,0.00,1.46,5.79,-8.27,6.38,0.00,90,2.23,11.00,0.00,1292,0.27,198,13.76,14.47,10.94,24.22
129741,42.04,4.71,0.00,1.46,5.76,-8.42,6.38,0.00,90,2.20,11.50,0.00,1290,0.26,198,13.76,14.36,10.94,23.44
130058,42.05,4.71,0.00,1.42,5.41,-8.56,6.09,0.00,90,2.22,12.00,0.00,1299,0.25,198,13.76,14.36,10.94,22.66
130378,40.64,4.31,0.00,1.40,5.15,-8.71,5.95,0.00,90,2.22,14.00,0.00,1316,0.24,198,13.76,14.36,10.16,21.88
130697,40.87,4.31,0.00,1.40,5.06,-8.85,5.80,0.00,90,2.23,14.50,0.00,1318,0.23,198,13.68,14.24,9.38,20.31
131015,39.54,3.92,0.00,1.36,4.69,-9.00,5.66,0.00,90,2.19,16.50,0.00,1300,0.22,198,13.68,14.36,8.59,19.53
131335,39.65,3.92,0.00,1.34,4.56,-9.14,5.51,0.00,90,2.16,17.00,0.00,1278,0.22,198,13.84,14.24,7.81,18.75
131653,38.22,3.53,0.00,1.32,4.25,-9.14,5.51,0.00,90,1.85,20.00,0.00,1232,0.21,198,13.60,14.24,7.81,17.97
131971,37.11,3.53,0.00,1.30,4.06,-9.14,5.51,0.00,90,1.76,20.50,0.00,1202,0.21,198,13.76,14.47,7.03,17.97
132290,38.01,3.53,0.00,1.32,4.12,-8.85,5.66,0.00,90,1.69,22.50,0.00,1150,0.22,198,13.76,14.59,7.03,17.97
132608,35.51,3.14,0.00,1.30,3.93,-8.71,5.95,0.00,90,1.68,21.50,0.00,1145,0.21,198,13.76,14.81,4.69,18.75
132928,34.22,3.14,0.00,1.28,3.68,-8.85,5.80,0.00,90,1.62,21.50,0.00,1111,0.20,199,13.76,14.93,4.69,19.53
133247,37.11,3.14,0.00,1.28,3.75,-8.71,5.95,0.00,90,1.55,22.50,0.00,1037,0.22,199,13.76,15.04,4.69,21.09
133566,35.99,3.14,0.00,1.26,3.58,-8.56,6.09,0.00,90,1.49,22.50,0.00,1009,0.21,199,13.68,15.16,4.69,21.88
133884,34.45,2.75,0.00,1.26,3.56,-8.42,6.24,0.00,90,1.45,22.50,0.00,968,0.22,199,13.68,15.39,4.69,24.22
134202,33.25,2.75,0.00,1.22,3.28,-8.42,6.24,0.00,90,1.44,22.50,0.00,956,0.21,199,13.60,15.39,4.69,25.00
134522,33.43,2.75,0.00,1.24,3.37,-8.42,6.38,0.00,90,1.42,21.00,0.00,943,0.21,199,13.76,15.39,4.69,25.00
134841,32.42,2.75,0.00,1.22,3.14,-8.27,6.38,0.00,90,1.39,22.50,0.00,920,0.21,199,13.76,15.39,4.69,25.00
135159,34.01,2.35,0.00,1.22,3.28,-8.27,6.38,0.00,90,1.34,21.50,0.00,898,0.21,199,13.60,15.50,4.69,25.00
135479,33.60,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,90,1.33,22.50,0.00,891,0.21,199,13.76,15.62,4.69,25.00
135796,33.63,2.35,0.00,1.22,3.12,-8.13,6.53,0.00,90,1.30,22.50,0.00,874,0.22,199,13.76,15.62,4.69,25.00
136117,68.68,10.20,0.00,1.62,7.92,-6.24,7.84,0.00,90,2.12,17.50,0.00,829,0.57,199,13.76,15.73,4.69,25.00
136434,51.54,17.65,0.00,1.96,15.36,-1.74,13.06,-0.50,90,4.44,31.00,-2.00,1514,0.63,199,13.60,14.01,4.69,15.62
136754,56.68,19.22,0.00,2.28,23.14,-3.77,11.17,-2.00,90,6.70,42.50,-2.00,2549,0.62,199,13.60,14.36,3.91,14.06
137073,21.23,3.92,0.00,1.28,3.70,-10.88,3.92,0.00,90,2.27,16.50,0.00,2656,0.08,199,13.76,13.55,4.69,0.00
137391,36.89,3.92,0.00,1.40,5.24,-10.74,3.92,0.00,90,1.86,16.50,0.00,2214,0.14,199,13.76,16.65,4.69,0.00
137710,74.72,22.75,0.00,2.36,30.11,-3.34,10.59,0.00,90,6.57,42.00,0.00,2307,0.81,201,13.76,20.33,4.69,0.00
138028,68.20,26.67,0.00,2.76,48.92,-1.60,12.91,1.00,90,10.95,40.00,0.00,3608,0.88,201,13.68,14.59,3.91,-3.12
138349,24.15,5.10,0.00,1.38,5.09,-11.17,3.48,0.00,90,2.98,16.50,0.00,3520,0.09,201,13.60,12.98,4.69,0.00
138666,31.25,4.31,0.00,1.44,5.60,-11.03,3.63,0.00,88,2.50,16.50,0.00,2966,0.12,201,13.76,16.42,4.69,0.00
138985,35.47,4.31,0.00,1.42,5.31,-11.17,3.48,0.00,88,2.07,16.50,0.00,2468,0.14,201,13.84,20.33,4.69,0.00
139303,39.85,3.92,0.00,1.44,5.63,-10.30,4.21,0.00,88,1.67,16.50,0.00,1999,0.17,201,13.60,20.33,4.69,0.00
139622,42.34,4.31,0.00,1.38,4.97,-10.16,4.50,0.00,88,2.31,16.50,0.00,1588,0.19,201,13.68,20.33,4.69,0.00
139941,48.37,4.31,0.00,1.44,5.70,-9.00,5.66,0.00,88,1.94,22.50,0.00,1286,0.26,201,13.68,20.33,5.47,0.00
140259,41.65,3.92,0.00,1.38,4.81,-9.00,5.66,0.00,88,1.83,22.50,0.00,1249,0.23,201,13.76,20.33,4.69,0.00
140578,42.99,3.92,0.00,1.40,5.00,-8.71,5.95,0.00,88,1.69,22.50,0.00,1129,0.26,201,13.68,16.54,4.69,0.00
140898,41.28,3.92,0.00,1.36,4.72,-8.27,6.38,0.00,88,1.59,22.50,0.00,1068,0.26,201,13.76,16.08,4.69,0.00
141216,39.43,3.92,0.00,1.36,4.50,-7.98,6.67,0.00,88,1.55,22.50,0.00,1039,0.26,201,13.68,16.31,4.69,0.00
141534,40.30,3.92,0.00,1.32,4.25,-7.84,6.82,0.00,88,1.48,22.50,0.00,993,0.26,201,13.76,16.42,4.69,0.00
141853,37.65,3.92,0.00,1.34,4.28,-7.69,6.96,0.00,88,1.39,22.50,0.00,933,0.27,201,13.76,16.65,4.69,0.00
142171,40.89,3.53,0.00,1.32,4.09,-7.55,7.11,0.00,88,1.52,22.50,0.00,884,0.28,201,13.68,16.65,4.69,0.00
142491,39.17,3.53,0.00,1.32,4.12,-7.11,7.55,0.00,88,1.43,22.50,0.00,837,0.30,201,13.68,16.77,4.69,0.00
142810,44.41,3.92,0.00,1.36,4.47,-6.67,7.84,0.00,88,1.29,22.50,0.00,753,0.35,201,13.68,17.11,4.69,0.00
143128,44.42,4.31,0.00,1.38,4.42,-5.66,8.85,0.00,88,1.19,22.50,0.00,700,0.39,201,13.68,17.46,4.69,0.00
143447,46.28,4.71,0.00,1.34,4.45,-4.79,9.87,0.00,88,1.19,22.50,0.00,619,0.42,201,13.60,17.92,4.69,0.00
143766,43.01,4.71,0.00,1.36,4.70,-4.21,10.45,0.00,88,1.09,22.00,0.00,636,0.44,201,13.60,18.26,4.69,0.00
144084,40.89,5.10,0.00,1.36,4.36,-3.34,11.32,0.00,88,1.18,22.50,0.00,614,0.46,201,13.76,18.38,4.69,0.00
144404,43.90,5.10,0.00,1.32,4.34,-3.48,11.17,0.00,88,1.11,19.00,0.00,568,0.46,201,13.52,18.49,4.69,0.00
144722,43.95,5.49,0.00,1.40,4.88,-2.76,11.75,0.00,88,1.24,22.50,0.00,582,0.50,201,13.52,19.18,4.69,4.69
145041,37.09,5.10,0.00,1.34,4.50,-3.19,11.61,0.00,88,1.27,15.50,0.00,663,0.40,201,13.68,18.38,4.69,8.59
145359,42.53,5.49,0.00,1.40,5.37,-3.34,11.32,0.00,88,1.40,13.00,0.00,658,0.46,201,13.68,17.92,4.69,12.50
145680,40.05,5.49,0.00,1.42,5.34,-3.63,11.03,0.00,88,1.52,10.50,0.00,712,0.44,201,13.76,17.92,4.69,17.97
145998,39.79,5.88,0.00,1.46,5.79,-4.35,10.45,0.00,88,1.86,10.50,0.00,841,0.40,201,13.76,17.11,4.69,20.31
146317,37.52,5.88,0.00,1.46,5.76,-5.22,9.58,0.00,88,1.94,10.50,0.00,994,0.36,201,13.68,16.54,5.47,23.44
146635,40.96,5.88,0.00,1.50,6.39,-6.09,8.71,0.00,88,2.18,10.50,0.00,1137,0.34,201,13.68,15.62,7.03,25.00
146954,39.09,5.88,0.00,1.48,6.18,-6.82,7.84,0.00,88,2.39,10.50,0.00,1225,0.30,201,13.60,15.04,7.81,25.00
147272,39.91,5.49,0.00,1.48,6.08,-7.55,7.11,0.00,88,2.53,10.50,0.00,1298,0.28,201,13.68,14.59,9.38,24.22
147590,41.92,5.10,0.00,1.46,6.02,-8.13,6.67,0.00,88,2.31,10.50,0.00,1330,0.27,201,13.60,14.59,10.16,24.22
147910,40.09,5.10,0.00,1.46,5.86,-8.42,6.24,0.00,88,2.44,16.50,0.00,1427,0.25,201,13.60,14.36,10.94,23.44
148228,39.95,5.10,0.00,1.46,5.79,-8.71,5.95,0.00,88,2.50,16.50,0.00,1453,0.24,201,13.60,14.13,11.72,21.88
148547,41.02,4.71,0.00,1.44,5.50,-9.00,5.66,0.00,88,2.47,16.50,0.00,1448,0.23,201,13.60,13.90,10.94,19.53
148866,41.79,4.31,0.00,1.42,5.37,-9.14,5.51,0.00,88,2.41,16.50,0.00,1426,0.23,201,13.68,13.90,10.16,17.19
149184,41.43,4.31,0.00,1.40,5.21,-9.14,5.51,0.00,88,2.36,16.50,0.00,1381,0.22,201,13.52,13.78,9.38,14.84
149502,40.46,4.31,0.00,1.40,2.59,-9.00,5.66,0.00,88,2.27,16.50,0.00,1322,0.23,201,13.68,14.01,8.59,13.28
149821,39.65,3.92,0.00,1.36,4.61,-9.14,5.51,0.00,88,1.95,22.00,0.00,1294,0.21,201,13.68,14.13,7.81,12.50
150140,38.65,3.92,0.00,1.34,4.50,-9.00,5.51,0.00,88,1.85,22.00,0.00,1260,0.22,201,13.76,14.47,7.81,11.72
150459,38.09,3.92,0.00,1.32,4.28,-9.00,5.66,0.00,88,1.78,22.50,0.00,1184,0.22,201,13.76,14.70,7.03,12.50
150778,40.62,3.92,0.00,1.34,4.39,-8.71,5.95,0.00,88,1.65,22.50,0.00,1105,0.24,201,13.68,14.93,7.03,14.06
151097,37.15,3.53,0.00,1.32,4.15,-8.42,6.24,0.00,88,1.82,22.50,0.00,1055,0.23,201,13.68,15.04,4.69,14.84
151416,34.72,3.53,0.00,1.28,3.75,-8.27,6.38,0.00,88,1.52,22.50,0.00,1038,0.22,201,13.68,15.16,4.69,16.41
151734,36.59,3.53,0.00,1.28,3.78,-8.27,6.38,0.00,88,1.70,22.50,0.00,998,0.23,203,13.68,15.39,4.69,17.97
152054,39.59,3.92,0.00,1.32,4.36,-7.84,6.82,0.00,88,1.65,22.50,0.00,957,0.27,203,13.68,15.50,4.69,20.31
152372,34.48,3.53,0.00,1.30,3.88,-7.69,6.96,0.00,88,1.68,22.00,0.00,971,0.24,203,13.68,15.62,4.69,22.66
152691,36.06,3.53,0.00,1.28,3.85,-7.84,6.82,0.00,88,1.67,19.50,0.00,980,0.23,203,13.68,15.62,4.69,24.22
153009,34.85,3.53,0.00,1.28,3.81,-7.84,6.82,0.00,88,1.64,19.00,0.00,989,0.24,203,13.60,15.39,4.69,25.00
153327,35.65,3.14,0.00,1.28,3.73,-7.84,6.82,0.00,88,1.66,19.50,0.00,974,0.23,203,13.68,15.39,4.69,25.00
153645,34.30,3.14,0.00,1.28,3.78,-7.84,6.82,0.00,88,1.59,19.50,0.00,931,0.24,203,13.68,15.39,4.69,25.00
153964,35.43,3.14,0.00,1.26,3.58,-7.84,6.82,0.00,88,1.59,20.00,0.00,936,0.23,203,13.68,15.27,4.69,25.00
154282,34.50,3.14,0.00,1.28,3.65,-7.84,6.82,0.00,88,1.54,19.50,0.00,930,0.24,203,13.68,15.27,4.69,25.00
154600,34.88,3.14,0.00,1.24,3.56,-7.84,6.96,0.00,88,1.53,19.00,0.00,899,0.23,203,13.68,15.27,4.69,25.00
154918,34.31,3.14,0.00,1.26,3.56,-7.69,6.96,0.00,88,1.53,20.00,0.00,891,0.24,203,13.68,15.39,4.69,25.00
155236,36.85,3.14,0.00,1.26,3.73,-7.69,7.11,0.00,88,1.46,20.00,0.00,858,0.25,203,13.68,15.50,4.69,25.00
155556,36.26,3.14,0.00,1.26,3.61,-7.55,7.11,0.00,88,1.47,18.50,0.00,859,0.25,203,13.68,15.50,4.69,25.00
155875,35.32,3.53,0.00,1.28,3.61,-7.40,7.25,0.00,88,1.47,19.50,0.00,855,0.26,203,13.68,15.73,4.69,25.00
156193,37.41,3.53,0.00,1.30,3.86,-7.11,7.55,0.00,88,1.44,20.00,0.00,846,0.28,205,13.60,15.73,4.69,25.00
156512,37.80,3.92,0.00,1.30,4.12,-6.96,7.84,0.00,88,1.39,19.00,0.00,813,0.29,205,13.76,15.85,4.69,25.00
156831,39.96,3.92,0.00,1.30,4.12,-6.67,7.98,0.00,88,1.39,16.50,0.00,812,0.30,205,13.68,16.08,4.69,25.00
157150,38.88,3.92,0.00,1.32,4.23,-6.53,8.13,0.00,88,1.44,18.00,0.00,835,0.30,205,13.76,16.19,4.69,25.00
157468,37.58,3.92,0.00,1.34,4.28,-6.53,8.13,0.00,88,1.47,16.50,0.00,850,0.30,205,13.68,16.19,4.69,25.00
