Time (msec),Volumetric Efficiency 2.5L (Calculated) (%),Throttle Opening Angle (%),Primary Wastegate Duty Cycle (%),Mass Airflow Sensor Voltage (V),Mass Airflow (g/s),Manifold Relative Pressure (psi),Manifold Absolute Pressure (psi),Knock Correction Advance (degrees),Intake Air Temperature (F),Injector Duty Cycle (%),Ignition Total Timing (degrees),Feedback Knock Correction (4-byte)* (degrees),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Coolant Temperature (F),Battery Voltage (V),A/F Sensor #1 (AFR),A/F Learning #1 (%),A/F Correction #1 (%)
57695,32.78,2.75,0.00,1.24,3.24,-8.27,6.53,0.00,82,1.56,16.50,0.00,904,0.21,196,13.76,14.59,14.84,14.84
58013,32.06,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.57,17.00,0.00,910,0.21,196,13.76,14.59,14.84,14.06
58333,32.74,2.75,0.00,1.22,3.28,-8.13,6.53,0.00,82,1.55,17.00,0.00,908,0.21,196,13.76,14.59,14.84,14.06
58650,32.98,2.75,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.57,17.00,0.00,920,0.20,196,13.76,14.59,14.84,14.06
58970,31.86,2.75,0.00,1.24,3.28,-8.13,6.53,0.00,82,1.55,17.00,0.00,929,0.21,196,13.76,14.59,14.84,14.06
59288,32.89,2.75,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.56,17.50,0.00,912,0.21,196,13.76,14.59,14.84,14.06
59607,31.96,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.57,17.00,0.00,917,0.21,196,13.84,14.59,14.84,14.06
59926,32.79,2.35,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.54,17.00,0.00,888,0.22,196,13.76,14.59,14.84,14.06
60244,31.13,2.75,0.00,1.20,3.08,-8.13,6.53,0.00,82,1.57,17.00,0.00,908,0.20,196,13.76,14.59,14.84,14.06
60562,32.13,2.75,0.00,1.24,3.30,-8.13,6.53,0.00,82,1.54,17.00,0.00,901,0.22,196,13.76,14.70,14.84,14.06
60881,32.48,2.75,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.54,17.00,0.00,905,0.21,196,13.76,14.70,14.84,14.06
61199,32.06,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.57,16.50,0.00,920,0.21,196,13.68,14.70,14.84,14.06
61518,33.45,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.55,16.00,0.00,910,0.21,196,13.68,14.70,14.84,14.06
61837,31.78,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.56,17.00,0.00,904,0.21,196,13.84,14.70,14.84,14.06
62156,34.15,2.75,0.00,1.22,3.33,-8.13,6.53,0.00,82,1.50,18.00,0.00,881,0.22,196,13.84,14.70,14.84,14.06
62474,32.66,2.75,0.00,1.22,3.06,-8.13,6.53,0.00,82,1.55,17.00,0.00,911,0.20,196,13.76,14.70,14.84,14.06
62793,32.60,2.75,0.00,1.24,3.19,-8.13,6.53,0.00,82,1.53,17.00,0.00,916,0.22,196,13.60,14.70,14.84,14.06
63112,34.65,2.75,0.00,1.22,3.28,-8.13,6.53,0.00,82,1.54,16.50,0.00,904,0.22,196,13.76,14.70,14.84,14.06
63431,31.54,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.59,16.00,0.00,915,0.21,196,13.76,14.70,14.84,14.06
63749,32.49,2.75,0.00,1.22,3.26,-8.27,6.53,0.00,82,1.57,16.00,0.00,906,0.21,196,13.84,14.70,14.84,14.06
64069,30.55,2.75,0.00,1.20,3.06,-8.27,6.53,0.00,82,1.57,17.00,0.00,919,0.20,196,13.76,14.59,14.84,14.06
64387,31.98,2.75,0.00,1.24,3.28,-8.13,6.53,0.00,82,1.54,17.00,0.00,901,0.21,196,13.76,14.59,14.84,14.06
64706,33.02,2.35,0.00,1.22,3.19,-8.13,6.53,0.00,82,1.54,18.00,0.00,905,0.21,196,13.76,14.70,14.84,14.06
65025,31.78,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.57,16.50,0.00,920,0.21,196,13.76,14.70,14.84,14.06
65343,33.42,2.35,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.56,16.00,0.00,914,0.21,196,13.76,14.70,14.84,14.06
65663,31.43,2.35,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.57,17.00,0.00,906,0.21,196,13.84,14.70,14.84,14.06
65980,32.67,2.35,0.00,1.22,3.24,-8.13,6.53,0.00,82,1.53,17.00,0.00,894,0.21,196,13.60,14.59,14.84,14.06
66300,32.60,2.75,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.55,17.00,0.00,906,0.21,196,13.76,14.70,14.84,14.06
66619,32.20,2.35,0.00,1.24,3.28,-8.13,6.53,0.00,82,1.53,17.00,0.00,918,0.21,196,13.76,14.70,14.84,14.06
66937,33.04,2.75,0.00,1.20,3.19,-8.13,6.53,0.00,82,1.54,16.50,0.00,900,0.21,198,13.76,14.70,14.84,14.06
67256,31.45,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.57,16.50,0.00,918,0.21,198,13.76,14.70,14.84,14.06
67575,33.77,2.75,0.00,1.24,3.33,-8.13,6.53,0.00,82,1.55,17.00,0.00,890,0.22,198,13.76,14.59,14.84,14.06
67894,31.43,2.35,0.00,1.20,3.13,-8.13,6.53,0.00,82,1.56,17.00,0.00,916,0.21,198,13.76,14.70,14.84,14.06
68212,32.04,2.75,0.00,1.24,3.28,-8.13,6.53,0.00,82,1.53,17.00,0.00,894,0.22,198,13.76,14.70,14.84,14.06
68531,33.72,2.35,0.00,1.22,3.24,-8.13,6.53,0.00,82,1.53,18.00,0.00,901,0.21,198,13.68,14.59,14.84,14.06
68850,32.44,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.55,17.00,0.00,911,0.22,198,13.76,14.59,14.84,14.06
69168,33.24,2.35,0.00,1.24,3.26,-8.13,6.53,0.00,82,1.55,16.00,0.00,894,0.22,198,13.76,14.59,14.84,13.28
69487,30.95,2.35,0.00,1.20,3.06,-8.13,6.53,0.00,82,1.56,17.00,0.00,906,0.21,198,13.68,14.59,14.84,13.28
69806,31.91,2.35,0.00,1.24,3.26,-8.13,6.53,0.00,82,1.53,17.00,0.00,898,0.21,198,13.76,14.59,14.84,13.28
70123,32.66,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.55,17.00,0.00,910,0.21,198,13.84,14.59,14.84,13.28
70442,31.38,2.75,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.53,16.50,0.00,915,0.21,198,13.68,14.59,14.84,13.28
70761,33.42,2.75,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.55,16.50,0.00,906,0.22,198,13.84,14.59,14.84,13.28
71080,30.68,2.75,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.59,16.00,0.00,920,0.20,198,13.68,14.70,14.84,13.28
71398,32.11,2.75,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.56,17.00,0.00,902,0.21,198,13.68,14.70,14.84,13.28
71717,32.93,2.75,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.54,17.00,0.00,900,0.21,198,13.84,14.70,14.84,13.28
72035,32.88,2.75,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.52,17.00,0.00,913,0.22,198,13.76,14.70,14.84,13.28
72355,33.11,2.75,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.54,16.00,0.00,902,0.21,198,13.68,14.70,14.84,13.28
72673,32.09,2.35,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.57,17.00,0.00,920,0.21,198,13.76,14.70,14.84,13.28
72992,32.28,2.35,0.00,1.22,3.24,-8.13,6.53,0.00,82,1.57,15.50,0.00,906,0.21,198,13.76,14.70,14.84,13.28
73312,30.86,2.35,0.00,1.20,3.10,-8.27,6.53,0.00,82,1.60,16.00,0.00,924,0.20,198,13.68,14.59,14.84,13.28
73629,32.08,2.35,0.00,1.24,3.30,-8.13,6.53,0.00,82,1.53,17.00,0.00,898,0.22,198,13.76,14.59,14.84,13.28
73949,32.73,2.35,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.56,17.00,0.00,914,0.20,198,13.76,14.59,14.84,13.28
74267,31.99,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.54,17.00,0.00,924,0.21,198,13.52,14.70,14.84,13.28
74586,33.35,2.35,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.55,16.50,0.00,907,0.21,198,13.76,14.70,14.84,13.28
74906,32.60,2.35,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.55,17.00,0.00,894,0.22,198,13.76,14.70,14.84,13.28
75225,32.87,2.75,0.00,1.22,3.26,-8.13,6.53,0.00,82,1.53,17.00,0.00,897,0.21,198,13.68,14.70,14.84,13.28
75542,33.13,2.35,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.53,17.00,0.00,895,0.20,198,13.68,14.70,14.84,13.28
75862,32.53,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.52,17.00,0.00,910,0.22,198,13.60,14.70,14.84,13.28
76181,33.30,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.55,16.50,0.00,906,0.21,198,13.76,14.70,14.84,13.28
76500,32.24,2.75,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.53,17.00,0.00,888,0.21,198,13.76,14.70,14.84,14.06
76819,31.15,2.75,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.53,16.00,0.00,896,0.21,198,13.76,14.70,14.84,14.06
77138,32.58,2.75,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.55,17.00,0.00,910,0.21,198,13.76,14.70,14.84,14.06
77455,32.00,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.57,16.50,0.00,922,0.21,198,13.68,14.70,14.84,14.06
77774,33.61,2.35,0.00,1.22,3.26,-8.13,6.53,0.00,82,1.55,15.00,0.00,910,0.22,198,13.76,14.70,14.84,14.06
78093,32.13,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.54,17.00,0.00,896,0.21,198,13.76,14.70,14.84,14.06
78412,32.98,2.35,0.00,1.22,3.26,-8.13,6.53,0.00,82,1.52,17.00,0.00,892,0.21,198,13.76,14.70,14.84,14.06
78731,32.53,2.35,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.56,17.00,0.00,916,0.20,198,13.76,14.70,14.84,14.06
79050,32.47,2.35,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.52,17.00,0.00,908,0.22,198,13.84,14.70,14.84,14.06
79370,34.51,2.35,0.00,1.22,3.24,-8.13,6.53,0.00,82,1.54,16.50,0.00,900,0.22,199,13.76,14.59,14.84,14.06
79687,31.53,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.57,16.50,0.00,908,0.21,199,13.76,14.59,14.84,14.06
80007,32.78,2.35,0.00,1.22,3.26,-8.13,6.53,0.00,82,1.53,17.00,0.00,897,0.21,199,13.76,14.59,14.84,13.28
80325,33.00,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.52,17.50,0.00,897,0.21,199,13.84,14.59,14.84,13.28
80645,32.67,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.55,17.00,0.00,909,0.22,199,13.68,14.70,14.84,13.28
80964,34.21,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.56,15.50,0.00,911,0.22,199,13.76,14.70,14.84,13.28
81283,31.21,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.58,16.00,0.00,914,0.21,199,13.76,14.70,14.84,13.28
81603,33.86,2.75,0.00,1.24,3.35,-8.13,6.53,0.00,82,1.53,17.00,0.00,894,0.22,199,13.76,14.70,14.84,13.28
81920,31.85,2.75,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.56,17.00,0.00,913,0.20,199,13.76,14.59,14.84,13.28
82239,31.80,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.54,16.50,0.00,922,0.21,199,13.76,14.59,14.84,13.28
82558,33.15,2.75,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.54,16.50,0.00,903,0.21,199,13.68,14.59,14.84,13.28
82878,31.24,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.58,16.00,0.00,924,0.21,199,13.76,14.70,14.84,13.28
83195,33.26,2.35,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.56,16.50,0.00,898,0.21,199,13.84,14.70,14.84,13.28
83516,31.00,2.35,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.58,16.50,0.00,915,0.21,199,13.60,14.70,14.84,13.28
83834,32.68,2.35,0.00,1.22,3.28,-8.13,6.53,0.00,82,1.54,16.50,0.00,904,0.21,199,13.68,14.59,14.84,13.28
84152,32.73,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.53,17.50,0.00,899,0.21,199,13.76,14.59,14.84,13.28
84471,31.86,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.54,16.50,0.00,924,0.21,199,13.76,14.59,14.84,13.28
84791,33.08,2.35,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.55,16.50,0.00,908,0.21,199,13.76,14.70,14.84,13.28
85110,31.99,2.35,0.00,1.24,3.15,-8.13,6.53,0.00,82,1.55,17.00,0.00,898,0.21,199,13.76,14.70,14.84,13.28
85427,33.81,2.35,0.00,1.22,3.33,-8.13,6.53,0.00,82,1.54,16.50,0.00,893,0.22,199,13.68,14.70,14.84,13.28
85748,32.53,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.54,17.00,0.00,901,0.21,199,13.76,14.70,14.84,13.28
86066,32.57,2.75,0.00,1.24,3.30,-8.13,6.53,0.00,82,1.52,16.50,0.00,910,0.22,199,13.68,14.70,14.84,13.28
86385,33.03,2.75,0.00,1.20,3.19,-8.13,6.53,0.00,82,1.53,16.00,0.00,896,0.21,199,13.84,14.70,14.84,13.28
86704,31.38,2.35,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.56,16.50,0.00,902,0.21,199,13.76,14.70,14.84,13.28
87023,33.23,2.75,0.00,1.22,3.28,-8.13,6.53,0.00,82,1.53,16.50,0.00,894,0.22,199,13.68,14.70,14.84,13.28
87341,32.84,2.75,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.54,17.00,0.00,905,0.21,199,13.84,14.70,14.84,13.28
87660,32.18,2.75,0.00,1.24,3.28,-8.13,6.53,0.00,82,1.55,16.00,0.00,928,0.21,199,13.68,14.70,14.84,13.28
87979,33.37,2.75,0.00,1.22,3.24,-8.13,6.53,0.00,82,1.54,15.50,0.00,904,0.21,199,13.60,14.70,14.84,13.28
88298,31.86,2.75,0.00,1.24,3.19,-8.13,6.53,0.00,82,1.57,16.50,0.00,919,0.21,199,13.76,14.70,14.84,13.28
88617,32.99,2.35,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.56,16.00,0.00,898,0.21,199,13.84,14.59,14.84,13.28
88937,31.69,2.35,0.00,1.20,3.13,-8.13,6.53,0.00,82,1.56,17.00,0.00,906,0.21,199,13.68,14.70,14.84,13.28
89255,31.82,2.35,0.00,1.24,3.26,-8.13,6.53,0.00,82,1.53,16.50,0.00,894,0.21,199,13.76,14.70,14.84,13.28
89573,32.80,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.54,17.00,0.00,907,0.21,199,13.76,14.70,14.84,13.28
89893,31.83,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.57,16.50,0.00,922,0.21,199,13.60,14.70,14.84,13.28
90211,33.97,2.35,0.00,1.22,3.24,-8.27,6.53,0.00,82,1.55,16.00,0.00,908,0.22,201,13.76,14.70,14.84,13.28
90530,31.18,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.57,16.50,0.00,906,0.21,201,13.76,14.70,14.84,13.28
90849,33.12,2.35,0.00,1.22,3.28,-8.13,6.53,0.00,82,1.55,16.50,0.00,894,0.21,201,13.60,14.70,14.84,13.28
91169,32.19,2.35,0.00,1.20,3.08,-8.13,6.53,0.00,82,1.54,17.00,0.00,905,0.20,201,13.68,14.70,14.84,13.28
91486,32.48,2.35,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.52,17.00,0.00,910,0.21,201,13.76,14.70,14.84,13.28
91806,32.48,2.35,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.57,15.00,0.00,918,0.20,201,13.68,14.70,14.84,14.06
92124,31.96,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.56,16.50,0.00,914,0.21,201,13.76,14.70,14.84,14.06
92442,33.17,2.75,0.00,1.22,3.26,-8.13,6.53,0.00,82,1.55,16.50,0.00,891,0.21,201,13.60,14.70,14.84,14.06
92761,32.46,2.75,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.54,17.00,0.00,903,0.21,201,13.76,14.70,14.84,14.06
93080,32.22,2.75,0.00,1.24,3.28,-8.13,6.53,0.00,82,1.54,16.50,0.00,920,0.21,201,13.68,14.59,14.84,13.28
93400,32.75,2.35,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.55,16.50,0.00,911,0.21,201,13.68,14.70,14.84,14.06
93717,32.00,2.35,0.00,1.24,3.19,-8.13,6.53,0.00,82,1.57,16.50,0.00,920,0.21,201,13.68,14.70,14.84,14.06
94036,32.79,2.35,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.54,16.00,0.00,892,0.21,201,13.76,14.59,14.84,13.28
94356,31.10,2.35,0.00,1.20,3.10,-8.13,6.53,0.00,82,1.58,16.50,0.00,916,0.21,201,13.68,14.59,14.84,13.28
94674,31.45,2.35,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.55,16.50,0.00,906,0.21,201,13.76,14.59,14.84,13.28
94992,32.79,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.56,17.00,0.00,914,0.21,201,13.76,14.59,14.84,13.28
95312,31.89,2.35,0.00,1.24,3.15,-8.27,6.53,0.00,82,1.54,16.50,0.00,919,0.21,201,13.76,14.70,14.84,13.28
95630,32.47,2.35,0.00,1.20,3.17,-8.27,6.53,0.00,82,1.55,16.00,0.00,906,0.20,201,13.68,14.59,14.84,13.28
95948,32.22,2.35,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.55,17.00,0.00,911,0.21,201,13.76,14.59,14.84,13.28
96267,33.43,2.35,0.00,1.22,3.30,-8.13,6.53,0.00,82,1.54,16.50,0.00,892,0.21,201,13.60,14.70,14.84,13.28
96587,31.91,2.35,0.00,1.20,3.08,-8.13,6.53,0.00,82,1.56,16.50,0.00,916,0.20,201,13.76,14.70,14.84,13.28
96904,32.49,2.35,0.00,1.24,3.28,-8.13,6.53,0.00,82,1.53,17.00,0.00,918,0.21,201,13.68,14.59,14.84,13.28
97224,32.42,2.35,0.00,1.20,3.15,-8.13,6.53,0.00,82,1.54,17.00,0.00,904,0.20,201,13.68,14.59,14.84,13.28
97543,31.45,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.55,16.50,0.00,909,0.21,201,13.68,14.70,14.84,13.28
97861,33.04,2.35,0.00,1.22,3.26,-8.13,6.53,0.00,82,1.54,16.00,0.00,891,0.21,201,13.84,14.70,14.84,13.28
98180,32.82,2.35,0.00,1.20,3.04,-8.13,6.53,0.00,82,1.50,18.00,0.00,880,0.21,201,13.68,14.70,14.84,13.28
98499,32.62,2.75,0.00,1.24,3.19,-7.98,6.67,0.00,82,1.48,17.00,0.00,888,0.22,201,13.68,14.70,14.84,13.28
98818,37.75,3.14,0.00,1.28,3.68,-7.84,6.82,0.00,82,1.46,17.00,0.00,852,0.26,201,13.52,14.70,14.84,13.28
99136,36.18,3.14,0.00,1.26,3.53,-7.55,7.11,0.00,82,1.46,19.50,0.00,857,0.25,201,13.76,14.81,14.84,13.28
99455,34.17,3.14,0.00,1.28,3.68,-7.25,7.40,0.00,82,1.50,17.00,0.00,877,0.26,201,13.68,14.81,14.84,14.06
99774,33.45,3.14,0.00,1.26,3.66,-7.40,7.25,0.00,82,1.55,14.50,0.00,890,0.24,201,13.60,14.93,14.84,14.84
100094,33.60,3.53,0.00,1.26,3.66,-7.55,7.11,0.00,82,1.57,15.00,0.00,922,0.24,201,13.68,14.93,14.84,14.84
100413,33.77,3.53,0.00,1.30,3.94,-7.69,7.11,0.00,82,1.58,14.00,0.00,928,0.25,201,13.76,14.81,14.84,14.84
100731,35.88,3.53,0.00,1.28,3.78,-7.69,6.96,0.00,82,1.59,15.50,0.00,934,0.24,201,13.76,14.59,14.84,14.84
101050,33.93,3.14,0.00,1.30,3.88,-7.69,6.96,0.00,82,1.61,14.00,0.00,943,0.24,201,13.68,14.47,14.84,14.06
101369,34.64,3.53,0.00,1.26,3.68,-7.84,6.82,0.00,82,1.62,15.00,0.00,950,0.23,201,13.76,14.36,14.84,13.28
101687,35.04,3.14,0.00,1.28,3.86,-7.84,6.82,0.00,82,1.63,14.50,0.00,953,0.24,201,13.76,14.36,14.84,12.50
102006,33.78,3.14,0.00,1.26,3.68,-7.84,6.82,0.00,82,1.66,16.00,0.00,964,0.23,201,13.76,14.36,14.84,11.72
102325,35.45,3.14,0.00,1.28,3.78,-7.98,6.67,0.00,82,1.65,14.50,0.00,958,0.24,201,13.76,14.36,14.84,10.94
102643,33.79,3.14,0.00,1.28,3.66,-7.98,6.67,0.00,82,1.67,15.50,0.00,979,0.23,201,13.76,14.36,14.84,10.94
102963,35.19,3.14,0.00,1.26,3.66,-8.13,6.53,0.00,82,1.64,15.00,0.00,964,0.22,203,13.60,14.36,14.84,10.16
103281,33.87,3.14,0.00,1.26,3.56,-7.98,6.67,0.00,82,1.60,17.00,0.00,960,0.23,203,13.76,14.36,14.84,9.38
103600,34.74,3.14,0.00,1.24,3.58,-7.98,6.67,0.00,82,1.61,18.00,0.00,942,0.22,203,13.68,14.36,14.84,8.59
103919,33.46,3.14,0.00,1.26,3.49,-7.98,6.67,0.00,82,1.59,16.50,0.00,953,0.23,203,13.76,14.47,14.84,8.59
104238,34.66,3.14,0.00,1.24,3.54,-7.98,6.67,0.00,82,1.58,18.00,0.00,929,0.22,203,13.68,14.59,14.84,8.59
104558,33.39,2.75,0.00,1.26,3.42,-7.98,6.67,0.00,82,1.58,17.00,0.00,927,0.23,203,13.60,14.59,14.84,8.59
104876,35.12,2.75,0.00,1.24,3.49,-7.98,6.67,0.00,82,1.57,16.50,0.00,921,0.22,203,13.76,14.59,14.84,8.59
105196,33.11,2.75,0.00,1.26,3.42,-7.98,6.67,0.00,82,1.57,17.00,0.00,912,0.23,203,13.76,14.70,14.84,8.59
105514,35.06,2.75,0.00,1.26,3.56,-7.98,6.67,0.00,82,1.55,16.50,0.00,894,0.23,203,13.68,14.70,14.84,8.59
105833,33.29,2.75,0.00,1.24,3.35,-7.98,6.67,0.00,82,1.55,18.00,0.00,906,0.23,203,13.76,14.70,14.84,8.59
106151,34.14,3.14,0.00,1.28,3.58,-7.98,6.67,0.00,82,1.52,17.00,0.00,915,0.23,203,13.68,14.70,14.84,8.59
106470,35.37,2.75,0.00,1.24,3.47,-7.98,6.67,0.00,82,1.53,16.50,0.00,896,0.23,203,13.60,14.70,14.84,8.59
106789,33.68,2.75,0.00,1.26,3.42,-7.84,6.82,0.00,82,1.54,17.00,0.00,900,0.23,203,13.76,14.70,14.84,8.59
107107,34.20,2.75,0.00,1.24,3.49,-7.84,6.82,0.00,82,1.51,17.00,0.00,882,0.23,203,13.60,14.70,14.84,8.59
107426,34.05,2.75,0.00,1.24,3.33,-7.84,6.82,0.00,82,1.52,18.00,0.00,887,0.23,203,13.68,14.70,14.84,8.59
107745,34.72,3.14,0.00,1.26,3.47,-7.84,6.82,0.00,82,1.52,17.00,0.00,891,0.24,203,13.76,14.70,14.84,8.59
108063,34.73,3.14,0.00,1.26,3.54,-7.84,6.82,0.00,82,1.54,15.50,0.00,888,0.24,203,13.76,14.70,14.84,8.59
108382,33.64,3.14,0.00,1.24,3.47,-7.84,6.82,0.00,82,1.55,16.50,0.00,910,0.23,203,13.68,14.81,14.84,9.38
108702,33.24,3.14,0.00,1.26,3.58,-7.84,6.82,0.00,82,1.53,16.00,0.00,898,0.23,203,13.68,14.70,14.84,9.38
109021,34.08,3.14,0.00,1.24,3.42,-7.84,6.82,0.00,82,1.57,16.00,0.00,918,0.22,203,13.76,14.70,14.84,9.38
109339,33.94,3.14,0.00,1.26,3.51,-7.84,6.82,0.00,82,1.55,16.00,0.00,921,0.24,203,13.76,14.59,14.84,9.38
109658,34.70,3.14,0.00,1.26,3.56,-7.98,6.82,0.00,82,1.56,15.50,0.00,915,0.23,203,13.68,14.59,14.84,8.59
109977,33.16,3.14,0.00,1.26,3.49,-7.84,6.82,0.00,82,1.57,16.00,0.00,922,0.23,201,13.68,14.59,14.84,8.59
110295,34.72,2.75,0.00,1.26,3.49,-7.98,6.67,0.00,82,1.57,15.50,0.00,910,0.23,201,13.76,14.59,14.84,8.59
110614,33.26,3.14,0.00,1.24,3.37,-7.98,6.67,0.00,82,1.59,17.00,0.00,917,0.23,201,13.60,14.59,14.84,7.81
110932,35.06,3.14,0.00,1.28,3.66,-7.98,6.67,0.00,82,1.52,17.00,0.00,894,0.24,201,13.76,14.59,14.84,7.81
111252,35.16,2.75,0.00,1.26,3.39,-7.98,6.67,0.00,82,1.55,17.00,0.00,907,0.22,201,13.68,14.59,14.84,7.81
111570,34.59,3.14,0.00,1.26,3.47,-7.98,6.67,0.00,82,1.56,16.50,0.00,915,0.23,201,13.60,14.59,14.84,7.81
111888,36.28,2.75,0.00,1.26,3.44,-7.98,6.67,0.00,82,1.53,16.50,0.00,894,0.23,201,13.60,14.59,14.84,7.81
112207,33.90,2.75,0.00,1.24,3.42,-7.84,6.82,0.00,82,1.54,17.00,0.00,891,0.23,201,13.60,14.70,14.84,7.81
112526,32.94,2.75,0.00,1.26,3.54,-7.84,6.82,0.00,82,1.50,17.00,0.00,903,0.24,201,13.68,14.70,14.84,7.81
112844,33.71,2.75,0.00,1.22,3.37,-7.84,6.82,0.00,82,1.52,16.50,0.00,889,0.22,201,13.60,14.70,14.84,7.81
113163,32.34,2.75,0.00,1.24,3.33,-7.84,6.82,0.00,82,1.51,17.00,0.00,881,0.23,199,13.68,14.81,14.84,7.81
113482,34.46,2.75,0.00,1.26,3.56,-7.84,6.82,0.00,82,1.45,17.50,0.00,850,0.24,199,13.68,14.70,14.84,7.81
113801,34.35,2.75,0.00,1.22,3.37,-7.84,6.96,0.00,82,1.49,16.50,0.00,874,0.23,199,13.68,14.81,14.84,8.59
114120,34.13,3.14,0.00,1.24,3.42,-7.69,6.96,0.00,84,1.50,17.00,0.00,868,0.24,199,13.68,14.81,14.84,8.59
114439,33.75,3.14,0.00,1.26,3.56,-7.69,6.96,0.00,84,1.50,16.50,0.00,895,0.24,199,13.68,14.81,14.84,9.38
114757,34.76,3.14,0.00,1.24,3.54,-7.69,6.96,0.00,84,1.53,15.00,0.00,896,0.23,199,13.68,14.81,14.84,9.38
115076,33.99,3.14,0.00,1.26,3.56,-7.69,6.96,0.00,84,1.54,16.00,0.00,891,0.24,199,13.68,14.81,14.84,9.38
115395,35.15,3.14,0.00,1.26,3.71,-7.69,6.96,0.00,84,1.52,15.50,0.00,892,0.24,199,13.60,14.81,14.84,9.38
115714,35.48,3.14,0.00,1.26,3.61,-7.69,6.96,0.00,84,1.56,16.50,0.00,916,0.24,198,13.68,14.70,14.84,9.38
116033,33.79,3.14,0.00,1.28,3.73,-7.84,6.96,0.00,84,1.57,15.00,0.00,936,0.24,198,13.68,14.70,14.84,9.38
116352,35.21,3.14,0.00,1.26,3.58,-7.84,6.82,0.00,84,1.60,15.50,0.00,937,0.23,198,13.68,14.59,14.84,9.38
