Time (msec),Volumetric Efficiency 2.5L (Calculated) (%),Throttle Opening Angle (%),Primary Wastegate Duty Cycle (%),Mass Airflow Sensor Voltage (V),Mass Airflow (g/s),Manifold Relative Pressure (psi),Manifold Absolute Pressure (psi),Knock Correction Advance (degrees),Intake Air Temperature (F),Injector Duty Cycle (%),Ignition Total Timing (degrees),Feedback Knock Correction (4-byte)* (degrees),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Coolant Temperature (F),Battery Voltage (V),A/F Sensor #1 (AFR),A/F Learning #1 (%),A/F Correction #1 (%)
6053,31.91,2.75,0.00,1.20,3.12,-8.13,6.53,0.00,82,1.53,17.00,0.00,897,0.21,187,13.76,14.70,14.84,15.62
6373,33.17,2.75,0.00,1.24,3.30,-8.13,6.53,0.00,82,1.49,17.50,0.00,894,0.22,187,13.76,14.70,14.84,15.62
6692,33.51,2.75,0.00,1.22,3.24,-8.13,6.53,0.00,82,1.54,16.00,0.00,905,0.21,187,13.76,14.70,14.84,15.62
7010,31.46,2.35,0.00,1.24,3.19,-8.27,6.53,0.00,82,1.59,15.50,0.00,934,0.21,187,13.84,14.70,14.84,15.62
7329,34.22,2.75,0.00,1.24,3.26,-8.27,6.38,0.00,82,1.56,16.00,0.00,906,0.22,187,13.76,14.59,14.84,14.84
7646,32.98,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.58,16.50,0.00,914,0.21,187,13.76,14.59,14.84,14.84
7965,33.92,2.35,0.00,1.24,3.33,-8.27,6.38,0.00,82,1.55,17.00,0.00,908,0.22,187,13.84,14.59,14.84,14.84
8284,32.90,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.56,17.00,0.00,912,0.20,187,13.76,14.59,14.84,14.84
8603,32.97,2.35,0.00,1.24,3.33,-8.27,6.38,0.00,82,1.54,17.00,0.00,922,0.22,187,13.84,14.47,14.84,14.06
8922,34.07,2.75,0.00,1.22,3.26,-8.27,6.38,0.00,82,1.56,17.50,0.00,916,0.21,187,13.68,14.59,14.84,14.06
9241,33.12,2.75,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.57,17.00,0.00,922,0.22,187,13.68,14.59,14.84,14.06
9559,34.20,2.75,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.54,17.00,0.00,905,0.21,187,13.76,14.59,14.84,14.06
9879,31.74,2.75,0.00,1.20,3.10,-8.13,6.53,0.00,82,1.54,17.00,0.00,894,0.21,189,13.60,14.70,14.84,14.06
10197,31.96,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.51,17.50,0.00,884,0.22,189,13.76,14.70,14.84,14.06
10516,33.67,2.75,0.00,1.22,3.24,-8.13,6.53,0.00,82,1.52,17.50,0.00,897,0.21,189,13.68,14.70,14.84,14.06
10835,32.00,2.75,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.54,17.50,0.00,903,0.21,189,13.76,14.81,14.84,14.84
11154,33.32,2.75,0.00,1.22,3.28,-8.13,6.53,0.00,82,1.55,16.50,0.00,893,0.22,189,13.76,14.70,14.84,14.84
11474,33.53,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.52,17.50,0.00,891,0.21,189,13.76,14.70,14.84,14.84
11791,32.92,2.75,0.00,1.24,3.17,-8.13,6.53,0.00,82,1.50,17.00,0.00,896,0.22,189,13.84,14.70,14.84,14.84
12110,34.33,2.35,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.52,17.00,0.00,893,0.22,189,13.76,14.70,14.84,14.84
12430,32.99,2.75,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.56,17.00,0.00,897,0.22,189,13.84,14.81,14.84,15.62
12748,31.93,2.75,0.00,1.24,3.28,-8.13,6.53,0.00,82,1.53,16.50,0.00,896,0.22,189,13.76,14.81,14.84,15.62
13067,33.06,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.54,17.00,0.00,911,0.21,189,13.84,14.70,14.84,15.62
13385,31.49,2.75,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.53,16.50,0.00,915,0.21,189,13.68,14.70,14.84,15.62
13704,33.87,2.75,0.00,1.22,3.24,-8.27,6.53,0.00,82,1.55,16.50,0.00,906,0.22,189,13.84,14.59,14.84,15.62
14023,31.87,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.56,16.50,0.00,902,0.21,189,13.76,14.70,14.84,15.62
14341,32.73,2.75,0.00,1.22,3.26,-8.13,6.53,0.00,82,1.53,16.50,0.00,896,0.21,189,13.76,14.70,14.84,15.62
14660,33.54,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.54,17.50,0.00,905,0.21,189,13.76,14.59,14.84,14.84
14978,32.22,2.75,0.00,1.24,3.17,-8.13,6.53,0.00,82,1.54,17.00,0.00,918,0.21,189,13.76,14.70,14.84,14.84
15297,34.13,2.75,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.54,17.00,0.00,902,0.21,189,13.76,14.59,14.84,14.84
15616,31.33,2.75,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.58,16.00,0.00,916,0.20,189,13.76,14.70,14.84,14.84
15934,33.84,2.35,0.00,1.22,3.28,-8.27,6.38,0.00,82,1.55,16.50,0.00,898,0.21,189,13.68,14.59,14.84,14.84
16253,33.17,2.35,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.53,18.00,0.00,896,0.21,189,13.84,14.70,14.84,14.84
16572,32.34,2.75,0.00,1.24,3.28,-8.13,6.53,0.00,82,1.52,17.00,0.00,914,0.22,189,13.68,14.70,14.84,14.84
16890,32.55,2.75,0.00,1.22,3.17,-8.27,6.53,0.00,82,1.56,16.00,0.00,911,0.21,189,13.68,14.70,14.84,14.84
17208,32.15,2.35,0.00,1.24,3.19,-8.13,6.53,0.00,82,1.57,16.50,0.00,920,0.21,189,13.76,14.70,14.84,15.62
17528,32.89,2.75,0.00,1.22,3.26,-8.27,6.53,0.00,82,1.54,16.50,0.00,896,0.22,189,13.76,14.70,14.84,14.84
17847,32.19,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.53,17.00,0.00,899,0.21,189,13.76,14.70,14.84,14.84
18165,32.28,2.75,0.00,1.24,3.28,-8.13,6.53,0.00,82,1.53,17.00,0.00,910,0.22,189,13.76,14.70,14.84,14.84
18484,33.46,2.75,0.00,1.20,3.19,-8.13,6.53,0.00,82,1.53,17.00,0.00,896,0.21,189,13.76,14.70,14.84,14.84
18803,32.32,2.75,0.00,1.24,3.19,-8.13,6.53,0.00,82,1.55,17.00,0.00,900,0.21,189,13.84,14.70,14.84,14.84
19121,33.36,2.75,0.00,1.22,3.30,-8.27,6.53,0.00,82,1.55,16.50,0.00,898,0.21,189,13.68,14.70,14.84,14.84
19439,33.23,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.52,17.50,0.00,891,0.21,189,13.84,14.70,14.84,14.84
19758,33.44,2.75,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.50,17.50,0.00,900,0.22,190,13.68,14.70,14.84,14.84
20077,34.37,2.75,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.51,17.00,0.00,885,0.22,190,13.76,14.70,14.84,14.84
20396,31.73,2.75,0.00,1.20,3.08,-8.13,6.53,0.00,82,1.53,17.50,0.00,894,0.21,190,13.60,14.70,14.84,15.62
20715,31.89,2.75,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.52,17.00,0.00,890,0.21,190,13.84,14.81,14.84,15.62
21033,32.20,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.56,16.50,0.00,920,0.20,190,13.76,14.70,14.84,15.62
21352,32.50,2.75,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.58,16.00,0.00,926,0.21,190,13.76,14.70,14.84,15.62
21669,33.61,2.75,0.00,1.22,3.19,-8.27,6.53,0.00,82,1.54,16.50,0.00,902,0.21,190,13.84,14.70,14.84,15.62
21988,31.07,2.75,0.00,1.20,3.08,-8.13,6.53,0.00,82,1.58,16.50,0.00,913,0.21,190,13.76,14.70,14.84,15.62
22307,33.51,2.75,0.00,1.24,3.33,-8.27,6.53,0.00,82,1.52,17.00,0.00,892,0.22,190,13.76,14.70,14.84,15.62
22625,33.04,2.75,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.54,17.00,0.00,908,0.20,190,13.76,14.70,14.84,15.62
22944,32.26,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.52,16.50,0.00,914,0.21,190,13.68,14.70,14.84,15.62
23273,33.53,2.75,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.51,17.00,0.00,876,0.22,190,13.76,14.59,14.84,15.62
23591,31.78,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.57,16.00,0.00,911,0.21,190,13.76,14.70,14.84,15.62
23910,34.12,2.75,0.00,1.22,3.35,-8.13,6.53,0.00,82,1.52,17.00,0.00,888,0.22,190,13.68,14.70,14.84,15.62
24229,32.78,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.55,17.00,0.00,908,0.21,190,13.84,14.59,14.84,14.84
24548,32.31,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.53,17.00,0.00,916,0.21,190,13.76,14.70,14.84,14.84
24867,34.04,2.75,0.00,1.22,3.30,-8.27,6.53,0.00,82,1.54,16.50,0.00,902,0.21,190,13.76,14.59,14.84,14.84
25186,31.67,2.75,0.00,1.24,3.19,-8.13,6.53,0.00,82,1.58,16.00,0.00,924,0.21,190,13.76,14.70,14.84,14.84
25505,32.86,2.75,0.00,1.22,3.26,-8.27,6.53,0.00,82,1.55,16.50,0.00,896,0.21,190,13.76,14.59,14.84,14.84
25823,32.12,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.54,17.00,0.00,904,0.21,190,13.76,14.59,14.84,14.84
26143,31.82,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.54,17.00,0.00,919,0.21,190,13.76,14.59,14.84,14.84
26461,32.91,2.75,0.00,1.20,3.21,-8.13,6.53,0.00,82,1.55,17.00,0.00,910,0.20,190,13.76,14.59,14.84,14.84
26780,31.91,2.75,0.00,1.22,3.19,-8.13,6.53,0.00,82,1.57,16.50,0.00,921,0.21,190,13.84,14.59,14.84,14.84
27099,32.86,2.75,0.00,1.24,3.21,-8.27,6.53,0.00,82,1.55,16.50,0.00,897,0.21,190,13.76,14.70,14.84,14.84
27418,31.82,2.75,0.00,1.20,3.13,-8.13,6.53,0.00,82,1.56,17.00,0.00,905,0.21,190,13.68,14.70,14.84,14.84
27736,32.36,2.35,0.00,1.24,3.30,-8.13,6.53,0.00,82,1.52,17.00,0.00,888,0.22,190,13.76,14.70,14.84,14.84
28054,33.65,2.75,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.53,18.50,0.00,892,0.21,190,13.76,14.70,14.84,14.84
28373,31.36,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.58,16.50,0.00,924,0.20,190,13.76,14.70,14.84,14.84
28692,32.86,2.75,0.00,1.24,3.24,-8.27,6.53,0.00,82,1.56,16.50,0.00,900,0.22,190,13.84,14.70,14.84,14.84
29011,32.77,2.35,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.52,18.00,0.00,892,0.22,190,13.76,14.70,14.84,14.84
29329,32.00,2.75,0.00,1.24,3.19,-8.13,6.53,0.00,82,1.52,17.00,0.00,910,0.21,190,13.84,14.70,14.84,14.84
29648,32.94,2.75,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.54,17.00,0.00,910,0.21,190,13.76,14.70,14.84,14.84
29967,31.45,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.57,16.50,0.00,920,0.21,190,13.84,14.70,14.84,14.84
30286,33.63,2.75,0.00,1.24,3.26,-8.27,6.53,0.00,82,1.55,16.50,0.00,898,0.22,190,13.76,14.70,14.84,14.84
30604,32.15,2.75,0.00,1.20,3.15,-8.13,6.53,0.00,82,1.54,17.00,0.00,904,0.21,190,13.60,14.70,14.84,14.84
30923,31.90,2.75,0.00,1.24,3.28,-8.13,6.53,0.00,82,1.53,17.00,0.00,896,0.21,190,13.76,14.70,14.84,14.84
31241,33.37,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.55,17.00,0.00,910,0.21,192,13.84,14.70,14.84,14.84
31560,32.35,2.75,0.00,1.22,3.19,-8.13,6.53,0.00,82,1.54,16.50,0.00,919,0.21,192,13.68,14.70,14.84,14.84
31879,33.75,2.75,0.00,1.24,3.26,-8.27,6.53,0.00,82,1.55,16.50,0.00,911,0.22,192,13.84,14.59,14.84,14.84
32198,31.25,2.75,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.55,17.00,0.00,901,0.21,192,13.76,14.59,14.84,14.06
32516,32.30,2.35,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.54,17.00,0.00,900,0.21,192,13.68,14.59,14.84,14.06
32835,33.32,2.35,0.00,1.22,3.19,-8.13,6.53,0.00,82,1.56,17.00,0.00,911,0.21,192,13.76,14.70,14.84,14.06
33153,32.24,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.54,17.00,0.00,917,0.21,192,13.68,14.70,14.84,14.06
33472,33.84,2.35,0.00,1.22,3.24,-8.13,6.53,0.00,82,1.52,17.00,0.00,892,0.21,192,13.76,14.70,14.84,14.06
33791,32.42,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.53,17.00,0.00,888,0.21,192,13.76,14.70,14.84,14.06
34110,32.14,2.75,0.00,1.22,3.19,-8.13,6.53,0.00,82,1.52,17.00,0.00,893,0.21,192,13.76,14.70,14.84,14.84
34429,32.54,2.75,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.55,17.00,0.00,910,0.20,192,13.76,14.70,14.84,14.84
34748,32.69,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.54,17.00,0.00,905,0.22,192,13.76,14.70,14.84,14.84
35067,33.65,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.52,17.00,0.00,880,0.22,192,13.76,14.70,14.84,14.84
35385,31.89,2.75,0.00,1.20,3.06,-8.13,6.53,0.00,82,1.52,18.00,0.00,889,0.21,192,13.68,14.70,14.84,14.84
35704,32.52,2.75,0.00,1.24,3.26,-8.13,6.53,0.00,82,1.53,17.00,0.00,913,0.21,192,13.84,14.70,14.84,14.84
36022,32.39,2.75,0.00,1.20,3.17,-8.13,6.53,0.00,82,1.54,17.00,0.00,911,0.20,192,13.68,14.70,14.84,14.84
36341,32.63,2.75,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.54,17.00,0.00,902,0.22,192,13.76,14.70,14.84,14.84
36659,32.64,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.56,15.50,0.00,906,0.21,192,13.68,14.70,14.84,14.84
36978,31.55,2.75,0.00,1.20,3.10,-8.13,6.53,0.00,82,1.54,17.00,0.00,901,0.21,192,13.76,14.70,14.84,14.84
37297,31.75,2.75,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.53,17.00,0.00,894,0.21,192,13.76,14.70,14.84,14.84
37616,33.57,2.75,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.52,18.00,0.00,888,0.21,192,13.76,14.59,14.84,14.84
37935,31.87,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.57,16.50,0.00,920,0.21,192,13.76,14.70,14.84,14.84
38253,32.04,2.75,0.00,1.22,3.19,-8.27,6.53,0.00,82,1.57,15.00,0.00,910,0.21,192,13.76,14.70,14.84,14.84
38573,31.50,2.75,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.58,16.50,0.00,912,0.21,192,13.76,14.70,14.84,14.84
38891,32.81,2.75,0.00,1.22,3.26,-8.13,6.53,0.00,82,1.52,16.50,0.00,893,0.22,192,13.68,14.70,14.84,14.84
39209,33.38,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.55,17.50,0.00,909,0.21,192,13.68,14.59,14.84,14.84
39527,32.48,2.75,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.55,17.00,0.00,925,0.22,192,13.76,14.70,14.84,14.84
39846,33.46,2.75,0.00,1.22,3.24,-8.27,6.38,0.00,82,1.58,15.50,0.00,924,0.21,192,13.68,14.59,14.84,14.84
40165,32.20,2.75,0.00,1.24,3.19,-8.27,6.38,0.00,82,1.59,16.50,0.00,932,0.21,192,13.76,14.59,14.84,14.84
40484,33.43,2.75,0.00,1.24,3.24,-8.27,6.38,0.00,82,1.56,16.50,0.00,904,0.22,192,13.76,14.59,14.84,14.84
40802,32.55,2.75,0.00,1.22,3.19,-8.13,6.53,0.00,82,1.57,17.00,0.00,904,0.22,192,13.84,14.59,14.84,14.06
41121,32.36,2.75,0.00,1.22,3.26,-8.13,6.53,0.00,82,1.56,17.00,0.00,911,0.21,192,13.68,14.59,14.84,14.06
41440,32.57,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.55,17.00,0.00,910,0.20,192,13.84,14.59,14.84,14.06
41758,32.63,2.35,0.00,1.24,3.17,-8.13,6.53,0.00,82,1.51,17.50,0.00,902,0.22,192,13.84,14.59,14.84,14.06
42076,32.99,2.35,0.00,1.20,3.13,-8.13,6.53,0.00,82,1.54,17.00,0.00,904,0.20,194,13.84,14.70,14.84,14.06
42395,31.74,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.56,17.00,0.00,903,0.21,194,13.84,14.70,14.84,14.06
42714,32.96,2.35,0.00,1.22,3.26,-8.13,6.53,0.00,82,1.53,17.00,0.00,894,0.21,194,13.68,14.70,14.84,14.06
43032,32.67,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.54,17.00,0.00,902,0.21,194,13.84,14.70,14.84,14.84
43351,32.25,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.52,17.00,0.00,917,0.21,194,13.68,14.81,14.84,14.84
43670,33.72,2.75,0.00,1.22,3.19,-8.13,6.53,0.00,82,1.56,16.50,0.00,912,0.21,194,13.76,14.70,14.84,14.84
43988,32.15,2.75,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.57,17.00,0.00,906,0.21,194,13.76,14.70,14.84,14.84
44307,33.07,2.75,0.00,1.22,3.30,-8.27,6.53,0.00,82,1.57,16.00,0.00,906,0.22,194,13.68,14.70,14.84,14.84
44626,32.02,2.75,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.58,16.50,0.00,924,0.20,194,13.68,14.70,14.84,14.84
44944,32.41,2.75,0.00,1.24,3.28,-8.27,6.38,0.00,82,1.55,16.50,0.00,907,0.21,194,13.84,14.59,14.84,14.84
45262,32.95,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,82,1.57,17.00,0.00,928,0.20,194,13.68,14.59,14.84,14.06
45581,32.94,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.54,17.00,0.00,917,0.21,194,13.76,14.59,14.84,14.06
45899,33.55,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.56,16.50,0.00,915,0.20,194,13.68,14.59,14.84,14.06
46218,31.30,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,82,1.56,17.00,0.00,916,0.20,194,13.84,14.70,14.84,14.06
46536,32.81,2.35,0.00,1.22,3.26,-8.27,6.53,0.00,82,1.55,17.00,0.00,897,0.21,194,13.76,14.70,14.84,14.06
46856,31.89,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.55,17.50,0.00,908,0.21,194,13.68,14.70,14.84,14.06
47174,31.13,2.75,0.00,1.24,3.21,-8.27,6.53,0.00,82,1.57,16.50,0.00,917,0.21,194,13.76,14.70,14.84,14.06
47493,33.40,2.75,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.57,17.00,0.00,920,0.21,194,13.76,14.70,14.84,14.84
47812,32.53,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.53,17.00,0.00,917,0.21,194,13.68,14.70,14.84,14.84
48131,33.87,2.35,0.00,1.22,3.21,-8.27,6.53,0.00,82,1.55,17.00,0.00,908,0.22,194,13.84,14.70,14.84,14.06
48449,31.32,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.56,17.00,0.00,904,0.21,194,13.76,14.70,14.84,14.06
48768,33.18,2.75,0.00,1.22,3.28,-8.13,6.53,0.00,82,1.53,17.00,0.00,894,0.22,194,13.68,14.59,14.84,14.06
49087,33.67,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.52,18.50,0.00,892,0.21,194,13.76,14.59,14.84,14.06
49406,33.30,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.53,17.00,0.00,909,0.22,194,13.60,14.70,14.84,14.06
49725,33.69,2.35,0.00,1.22,3.19,-8.13,6.53,0.00,82,1.53,16.50,0.00,899,0.22,194,13.84,14.70,14.84,14.06
50044,32.29,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.53,17.00,0.00,886,0.21,194,13.84,14.59,14.84,14.06
50362,33.20,2.35,0.00,1.24,3.30,-8.13,6.53,0.00,82,1.48,18.00,0.00,865,0.22,194,13.76,14.70,14.84,14.06
50682,33.85,2.35,0.00,1.20,3.21,-8.13,6.53,0.00,82,1.51,17.00,0.00,883,0.21,194,13.60,14.70,14.84,14.06
51000,32.92,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.54,17.00,0.00,889,0.22,194,13.68,14.70,14.84,14.06
51319,33.56,2.75,0.00,1.22,3.28,-8.13,6.53,0.00,82,1.50,17.00,0.00,882,0.22,194,13.76,14.70,14.84,14.06
51638,32.86,2.75,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.53,17.00,0.00,896,0.21,194,13.68,14.70,14.84,14.06
51956,32.60,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.55,16.50,0.00,906,0.22,194,13.68,14.70,14.84,14.06
52275,34.88,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.53,16.50,0.00,896,0.22,194,13.76,14.70,14.84,14.84
52594,32.37,2.75,0.00,1.20,3.10,-8.13,6.53,0.00,82,1.50,18.00,0.00,879,0.22,194,13.76,14.70,14.84,14.84
52913,32.31,2.75,0.00,1.24,3.26,-8.13,6.53,0.00,82,1.52,16.50,0.00,911,0.21,194,13.68,14.70,14.84,14.84
53232,33.83,2.75,0.00,1.22,3.24,-8.13,6.53,0.00,82,1.54,17.00,0.00,898,0.21,194,13.60,14.70,14.84,14.84
53551,31.56,2.75,0.00,1.24,3.15,-8.13,6.53,0.00,82,1.57,16.00,0.00,922,0.21,194,13.76,14.70,14.84,14.84
53869,33.03,2.75,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.57,15.50,0.00,903,0.21,194,13.76,14.70,14.84,14.84
54188,31.42,2.75,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.57,16.50,0.00,908,0.21,194,13.68,14.59,14.84,14.84
54507,32.01,2.35,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.54,17.00,0.00,902,0.21,194,13.84,14.59,14.84,14.84
54825,32.02,2.75,0.00,1.22,3.06,-8.13,6.53,0.00,82,1.55,17.00,0.00,911,0.20,194,13.68,14.59,14.84,14.84
55144,32.53,2.75,0.00,1.22,3.19,-8.13,6.53,0.00,82,1.52,17.00,0.00,911,0.22,194,13.68,14.59,14.84,14.84
55463,33.40,2.75,0.00,1.24,3.19,-8.13,6.53,0.00,82,1.53,17.00,0.00,883,0.22,196,13.76,14.70,14.84,14.84
55782,30.78,2.75,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.56,15.50,0.00,910,0.20,196,13.84,14.70,14.84,14.84
56100,32.78,2.75,0.00,1.22,3.26,-8.13,6.53,0.00,82,1.52,16.50,0.00,893,0.22,196,13.68,14.70,14.84,14.84
56420,32.04,2.75,0.00,1.22,3.06,-8.13,6.53,0.00,82,1.56,17.00,0.00,915,0.20,196,13.76,14.70,14.84,14.84
56739,32.64,2.75,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.53,17.00,0.00,917,0.22,196,13.68,14.70,14.84,14.84
57057,32.61,2.75,0.00,1.20,3.21,-8.27,6.53,0.00,82,1.56,16.00,0.00,918,0.20,196,13.68,14.70,14.84,14.84
57377,31.41,2.75,0.00,1.24,3.17,-8.13,6.53,0.00,82,1.59,16.50,0.00,930,0.21,196,13.68,14.70,14.84,14.84
