Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Volumetric Efficiency 2.5L (Calculated) (%)
50376,-5.47,0.78,14.59,13.92,185,0.90,2490,0.00,34.50,6.96,113,1.50,12.91,-1.74,37.82,2.50,0.00,21.96,74.83
50695,-4.69,0.78,14.70,13.84,185,0.86,2514,0.00,35.00,6.89,113,1.50,12.48,-2.18,36.00,2.46,0.00,20.78,71.59
51013,-3.91,0.78,14.70,13.76,185,0.84,2506,0.00,35.50,6.95,113,1.50,12.04,-2.61,35.18,2.44,0.00,20.00,73.37
51332,-3.12,0.78,14.70,13.76,185,0.79,2530,0.00,36.00,6.48,113,1.00,11.75,-3.05,33.40,2.40,0.00,19.22,73.25
51651,-1.56,0.78,14.81,13.84,185,0.79,2536,0.00,36.50,6.41,113,1.00,11.61,-3.05,33.86,2.42,0.00,19.22,73.37
51970,0.00,0.78,14.70,13.84,185,0.79,2526,0.00,36.50,6.54,113,1.00,11.61,-3.19,33.65,2.42,0.00,19.22,73.29
52289,0.00,0.78,14.70,13.92,185,0.81,2541,0.00,36.50,7.00,113,1.00,11.46,-3.19,33.42,2.40,0.00,19.61,72.41
52608,0.00,0.78,14.70,13.68,185,0.79,2508,0.00,36.50,7.02,113,1.00,11.46,-3.19,33.88,2.42,0.00,19.22,74.15
52926,0.00,0.78,14.70,13.76,185,0.80,2544,0.00,36.50,6.97,113,1.00,11.46,-3.34,33.42,2.40,0.00,19.22,74.44
53244,-0.78,0.78,14.59,13.68,185,0.80,2520,0.00,36.50,6.52,111,1.00,11.46,-3.19,33.65,2.40,0.00,19.22,73.51
53563,0.78,0.78,14.70,13.92,185,0.77,2548,0.00,37.00,6.52,111,1.00,11.32,-3.48,32.53,2.40,0.00,18.82,72.79
53882,0.00,0.78,14.70,13.84,185,0.78,2524,0.00,37.00,6.46,111,1.00,11.17,-3.48,32.77,2.40,0.00,18.82,73.49
54201,0.00,0.78,14.70,13.76,185,0.76,2558,0.00,37.00,6.55,111,1.00,11.17,-3.63,32.53,2.40,0.00,18.43,72.79
54519,-0.78,0.78,14.59,13.76,185,0.70,2540,0.00,39.00,6.03,111,0.00,10.30,-4.50,29.27,2.32,0.00,16.86,69.96
54838,2.34,0.78,14.93,13.92,185,0.69,2549,0.00,39.00,5.93,111,0.00,10.16,-4.50,29.59,2.32,0.00,16.86,72.52
55158,3.91,0.78,14.70,13.76,185,0.70,2525,0.00,39.00,6.53,111,0.00,10.16,-4.50,29.27,2.32,0.00,16.86,71.91
55476,4.69,0.78,14.59,13.76,185,0.68,2555,0.00,39.50,6.47,111,0.00,10.16,-4.64,29.06,2.30,0.00,16.86,71.68
55795,4.69,0.78,14.59,13.76,185,0.70,2531,0.00,39.00,6.55,111,0.00,10.16,-4.64,29.49,2.32,0.00,16.86,71.11
56114,4.69,0.78,14.59,13.84,185,0.69,2548,0.00,39.00,5.94,111,0.00,10.16,-4.64,29.28,2.32,0.00,16.86,72.86
56432,4.69,0.78,14.59,13.68,185,0.69,2528,0.00,39.00,6.51,111,0.00,10.01,-4.64,29.06,2.32,0.00,16.86,71.44
56751,4.69,0.78,14.59,13.68,185,0.69,2544,0.00,39.00,6.45,111,0.00,10.16,-4.64,29.28,2.32,0.00,16.86,72.05
57070,3.91,0.78,14.59,13.76,185,0.69,2533,0.00,39.00,6.54,111,0.00,10.16,-4.64,29.49,2.30,0.00,16.86,71.96
57389,3.91,0.78,14.59,13.84,185,0.68,2544,0.00,39.00,5.91,111,0.00,10.16,-4.64,28.85,2.30,0.00,16.86,72.47
57708,4.69,0.78,14.70,13.76,185,0.70,2524,0.00,39.00,6.46,111,0.00,10.01,-4.64,29.17,2.32,0.00,16.86,71.74
58027,3.91,0.78,14.59,13.84,185,0.69,2549,0.00,39.00,5.98,111,0.00,10.16,-4.64,28.74,2.30,0.00,16.86,71.77
58346,4.69,0.78,14.70,13.84,185,0.70,2517,0.00,39.00,6.44,111,0.00,10.16,-4.64,29.17,2.32,0.00,16.86,71.42
58665,4.69,0.78,14.47,13.84,185,0.68,2538,0.00,39.00,5.96,111,0.00,10.16,-4.64,28.96,2.30,0.00,16.86,72.73
58983,3.91,0.78,14.59,13.84,185,0.69,2535,0.00,39.00,5.89,111,0.00,10.16,-4.50,29.49,2.32,0.00,16.86,71.85
59302,3.91,0.78,14.59,13.92,185,0.69,2518,0.00,39.00,6.51,111,0.00,10.16,-4.50,29.38,2.30,0.00,16.86,72.53
59622,4.69,0.78,14.70,13.84,185,0.69,2526,0.00,39.00,6.42,111,0.00,10.16,-4.50,28.74,2.30,0.00,16.86,72.39
59940,4.69,0.78,14.70,13.60,185,0.70,2510,0.00,39.00,6.48,111,0.00,10.16,-4.50,29.49,2.32,0.00,16.86,72.49
60259,4.69,0.78,14.70,13.68,185,0.69,2541,0.00,39.00,6.44,111,0.00,10.16,-4.50,29.17,2.32,0.00,16.86,72.19
60578,5.47,0.78,14.70,13.84,185,0.69,2513,0.00,39.00,5.90,111,0.00,10.16,-4.64,28.85,2.30,0.00,16.86,71.85
60896,5.47,0.78,14.59,13.84,185,0.68,2536,0.00,39.00,5.95,111,0.00,10.16,-4.64,28.53,2.30,0.00,16.86,72.63
61214,5.47,0.78,14.70,13.92,185,0.70,2536,0.00,39.00,6.42,111,0.00,10.16,-4.50,29.06,2.32,0.00,16.86,72.06
61533,5.47,0.78,14.59,13.92,185,0.70,2504,0.00,38.50,6.48,111,0.00,10.16,-4.50,29.48,2.32,0.00,17.25,72.49
61851,5.47,0.78,14.59,13.92,185,0.71,2542,0.00,38.50,6.45,111,0.00,10.30,-4.35,29.59,2.32,0.00,17.25,73.10
62169,4.69,0.78,14.59,13.84,183,0.70,2511,0.00,38.50,6.43,111,0.00,10.30,-4.35,29.37,2.32,0.00,17.65,71.47
62489,5.47,0.78,14.70,13.84,183,0.72,2512,0.00,38.00,6.50,111,0.00,10.45,-4.21,30.65,2.34,0.00,17.65,71.71
62807,4.69,0.78,14.59,13.84,183,0.73,2534,0.00,38.00,6.43,111,0.50,10.59,-4.21,30.21,2.34,0.00,17.65,71.15
63126,3.91,0.78,14.59,13.76,183,0.71,2503,0.00,38.00,6.47,111,0.00,10.59,-4.06,30.21,2.34,0.00,17.65,73.34
63445,3.12,0.78,14.47,13.84,183,0.71,2525,0.00,38.00,6.46,111,0.00,10.59,-4.21,30.00,2.32,0.00,17.65,72.09
63763,3.91,0.78,14.59,13.92,183,0.73,2525,0.00,38.00,6.42,111,0.00,10.59,-4.21,30.32,2.34,0.00,17.65,71.53
64082,3.91,0.78,14.59,13.84,183,0.73,2500,0.00,38.00,6.46,111,0.50,10.59,-4.06,30.32,2.36,0.00,17.65,71.59
64400,3.91,0.78,14.59,13.68,183,0.72,2536,0.00,38.50,6.40,111,0.00,10.59,-4.21,30.32,2.34,0.00,17.65,72.42
64719,3.91,0.78,14.59,13.76,183,0.73,2509,0.00,38.00,6.42,111,0.00,10.59,-4.21,30.21,2.34,0.00,17.65,72.33
65038,3.91,0.78,14.70,13.92,183,0.73,2504,0.00,38.00,6.47,111,0.50,10.59,-4.06,30.65,2.36,0.00,18.04,73.92
65357,3.12,0.78,14.59,13.92,183,0.75,2537,0.00,38.00,6.42,111,0.50,10.74,-4.06,30.42,2.36,0.00,18.04,71.82
65676,3.12,0.78,14.70,13.76,183,0.74,2511,0.00,37.50,6.50,111,0.50,10.74,-3.92,31.20,2.36,0.00,18.04,73.08
65995,3.12,0.78,14.59,13.76,183,0.73,2524,0.00,38.00,6.41,111,0.50,10.74,-3.92,31.21,2.36,0.00,18.04,74.56
66313,2.34,0.78,14.59,13.92,183,0.75,2503,0.00,37.50,6.41,111,0.50,10.74,-3.92,31.20,2.36,0.00,18.04,72.64
66632,2.34,0.78,14.59,13.92,183,0.72,2516,0.00,37.50,6.50,111,0.50,10.74,-3.92,31.09,2.34,0.00,18.04,72.93
66952,3.12,0.78,14.59,13.92,183,0.73,2528,0.00,38.00,6.42,111,0.50,10.74,-3.92,30.98,2.36,0.00,18.04,72.88
67270,3.12,0.78,14.59,13.68,183,0.73,2509,0.00,37.50,6.48,111,0.50,10.74,-3.92,30.98,2.36,0.00,18.04,72.30
67589,3.12,0.78,14.70,13.76,183,0.73,2537,0.00,38.00,6.49,111,0.50,10.74,-3.92,31.10,2.36,0.00,18.04,73.73
67908,2.34,0.78,14.59,13.84,183,0.74,2508,0.00,37.50,6.42,113,0.50,10.74,-3.92,31.21,2.36,0.00,18.04,72.15
68226,2.34,0.78,14.59,13.92,183,0.74,2504,0.00,37.50,6.47,113,0.50,10.74,-3.92,31.21,2.36,0.00,18.04,73.84
68545,2.34,0.78,14.70,13.92,183,0.74,2542,0.00,38.00,6.41,113,0.50,10.74,-3.92,31.10,2.36,0.00,18.04,73.21
68864,2.34,0.78,14.70,13.92,183,0.73,2516,0.00,38.00,6.51,113,0.50,10.74,-3.92,30.87,2.36,0.00,18.04,73.26
69183,3.12,0.78,14.59,13.76,183,0.74,2540,0.00,38.00,6.45,113,0.50,10.74,-3.92,31.21,2.36,0.00,18.04,72.99
69502,3.12,0.78,14.70,13.84,181,0.73,2519,0.00,38.00,6.52,113,0.50,10.74,-3.92,31.21,2.36,0.00,18.04,72.31
69821,2.34,0.78,14.70,13.76,181,0.74,2546,0.00,38.00,6.52,113,0.50,10.74,-4.06,31.56,2.36,0.00,18.04,73.84
70140,2.34,0.78,14.59,13.76,181,0.74,2527,0.00,38.00,6.47,113,0.50,10.74,-4.06,30.98,2.36,0.00,18.04,72.98
70458,2.34,0.78,14.70,13.84,181,0.74,2536,0.00,37.50,6.49,113,0.50,10.74,-4.06,31.67,2.38,0.00,18.04,73.85
70777,1.56,0.78,14.59,13.84,181,0.74,2527,0.00,37.50,6.47,113,0.50,10.74,-4.06,31.21,2.36,0.00,18.04,72.78
71096,2.34,0.78,14.70,13.84,181,0.74,2524,0.00,37.50,6.54,113,0.50,10.74,-4.06,31.21,2.36,0.00,18.04,73.18
71414,2.34,0.78,14.70,13.92,181,0.75,2525,0.00,38.00,6.42,113,0.50,10.74,-3.92,31.33,2.36,0.00,18.04,72.05
71733,2.34,0.78,14.70,13.92,181,0.73,2531,0.00,38.00,6.51,113,0.50,10.74,-4.06,30.65,2.36,0.00,18.04,73.23
72051,3.12,0.78,14.70,13.84,181,0.75,2557,0.00,38.00,6.47,113,0.50,10.74,-4.06,30.89,2.36,0.00,18.04,72.36
72371,2.34,0.78,14.59,13.84,181,0.73,2525,0.00,38.00,6.53,113,0.50,10.74,-4.06,31.32,2.36,0.00,18.04,73.73
72689,2.34,0.78,14.59,13.92,181,0.75,2543,0.00,38.00,6.46,113,0.50,10.74,-3.92,31.33,2.36,0.00,18.04,73.06
73009,3.12,0.78,14.70,13.92,181,0.72,2534,0.00,38.00,6.54,113,0.50,10.74,-3.92,30.75,2.36,0.00,18.04,73.53
73327,2.34,0.78,14.59,13.84,181,0.74,2560,0.00,38.00,6.49,113,0.50,10.74,-3.92,31.44,2.36,0.00,18.04,72.13
73645,3.12,0.78,14.70,13.92,181,0.74,2527,0.00,37.50,6.53,113,0.50,10.74,-3.92,31.78,2.38,0.00,18.04,73.55
73963,2.34,0.78,14.59,13.84,181,0.75,2553,0.00,38.00,6.49,113,0.50,10.74,-3.92,31.44,2.36,0.00,18.04,72.74
74283,3.12,0.78,14.70,13.84,181,0.75,2533,0.00,38.00,6.54,113,0.50,10.74,-3.92,31.32,2.36,0.00,18.04,73.03
74602,2.34,0.78,14.70,13.84,181,0.73,2536,0.00,38.00,6.49,113,0.50,10.74,-3.92,31.21,2.36,0.00,18.04,72.27
74920,3.12,0.78,14.70,13.84,181,0.73,2561,0.00,38.00,6.56,113,0.50,10.74,-4.06,30.87,2.36,0.00,18.04,72.80
75239,3.12,0.78,14.59,13.84,181,0.74,2544,0.00,38.00,6.51,113,0.50,10.74,-4.06,31.44,2.36,0.00,18.04,72.12
75558,3.12,0.78,14.70,13.76,181,0.73,2560,0.00,38.00,6.50,113,0.50,10.74,-4.06,30.65,2.36,0.00,18.04,74.02
75876,2.34,0.78,14.59,13.92,181,0.74,2533,0.00,38.00,6.55,113,0.50,10.74,-4.06,31.56,2.38,0.00,18.04,74.28
76195,3.12,0.78,14.70,13.76,181,0.74,2561,0.00,38.00,6.49,113,0.50,10.59,-4.06,31.33,2.36,0.00,18.04,71.93
76514,2.34,0.78,14.59,13.92,181,0.73,2539,0.00,38.00,6.56,113,0.50,10.74,-4.06,31.10,2.36,0.00,18.04,72.31
76833,2.34,0.78,14.59,13.92,181,0.75,2560,0.00,38.00,6.50,113,0.50,10.74,-4.06,31.33,2.38,0.00,18.04,72.47
77151,3.12,0.78,14.70,13.84,181,0.73,2561,0.00,38.00,6.56,113,0.50,10.74,-4.06,31.33,2.36,0.00,18.04,73.68
77470,2.34,0.78,14.59,13.92,181,0.74,2546,0.00,38.00,6.52,113,0.50,10.74,-4.06,31.33,2.36,0.00,18.04,73.40
77789,2.34,0.78,14.59,13.68,181,0.72,2571,0.00,38.50,6.51,113,0.50,10.59,-4.21,30.77,2.36,0.00,18.04,73.11
78107,2.34,0.78,14.70,13.92,181,0.73,2541,0.00,38.00,6.57,113,0.50,10.59,-4.21,31.11,2.36,0.00,18.04,72.50
78426,3.91,0.78,14.70,13.92,181,0.73,2564,0.00,38.50,6.51,113,0.50,10.59,-4.21,31.11,2.36,0.00,18.04,72.81
78745,3.91,0.78,14.70,13.84,181,0.72,2567,0.00,38.00,6.57,113,0.50,10.59,-4.21,31.00,2.36,0.00,18.04,72.20
79064,3.12,0.78,14.59,13.76,181,0.73,2548,0.00,38.00,6.52,113,0.50,10.59,-4.21,30.77,2.36,0.00,18.04,71.78
79383,3.12,0.78,14.59,13.92,181,0.73,2582,0.00,38.50,6.53,113,0.50,10.45,-4.21,30.88,2.36,0.00,18.04,74.23
79701,3.12,0.78,14.59,13.84,181,0.73,2549,0.00,38.00,6.59,113,0.50,10.45,-4.21,31.22,2.36,0.00,18.04,72.49
80020,3.12,0.78,14.70,13.84,181,0.74,2576,0.00,38.50,6.55,113,0.50,10.59,-4.21,31.00,2.36,0.00,18.04,71.96
80338,3.12,0.78,14.59,13.76,181,0.72,2561,0.00,38.50,6.56,113,0.00,10.59,-4.21,31.00,2.36,0.00,18.04,72.61
80657,3.12,0.78,14.70,13.84,181,0.72,2556,0.00,38.50,6.60,113,0.50,10.59,-4.21,31.00,2.34,0.00,18.04,73.13
80977,3.91,0.78,14.70,13.76,181,0.73,2564,0.00,38.00,6.49,113,0.50,10.45,-4.21,31.00,2.36,0.00,18.04,71.58
81295,3.12,0.78,14.59,13.92,181,0.71,2554,0.00,38.00,6.58,113,0.50,10.45,-4.21,31.00,2.36,0.00,18.04,73.20
81613,3.12,0.78,14.59,13.84,181,0.73,2568,0.00,38.50,6.52,113,0.50,10.59,-4.21,30.77,2.34,0.00,18.04,71.95
81932,3.12,0.78,14.59,13.92,181,0.72,2567,0.00,38.50,6.57,113,0.50,10.59,-4.21,31.00,2.36,0.00,18.04,73.02
82250,3.12,0.78,14.70,13.68,181,0.73,2542,0.00,38.00,6.51,113,0.50,10.45,-4.21,30.66,2.36,0.00,18.04,72.42
82568,3.91,0.78,14.70,13.84,181,0.72,2568,0.00,38.50,6.50,113,0.00,10.45,-4.21,30.88,2.36,0.00,18.04,73.40
82887,3.12,0.78,14.59,13.84,181,0.73,2551,0.00,38.00,6.60,113,0.50,10.45,-4.21,31.23,2.36,0.00,18.04,73.00
83206,3.12,0.78,14.59,13.92,181,0.73,2571,0.00,38.50,6.52,113,0.50,10.59,-4.21,30.88,2.34,0.00,18.04,72.68
83525,3.91,0.78,14.70,13.84,181,0.72,2579,0.00,38.50,6.60,113,0.00,10.59,-4.21,30.89,2.36,0.00,18.04,74.28
83843,3.12,0.78,14.59,13.84,181,0.73,2548,0.00,38.00,6.59,113,0.50,10.59,-4.21,30.99,2.36,0.00,18.04,72.35
84162,3.91,0.78,14.70,13.92,181,0.73,2582,0.00,38.50,6.52,113,0.50,10.45,-4.21,31.34,2.36,0.00,18.04,73.36
84481,3.12,0.78,14.59,13.84,181,0.73,2551,0.00,38.00,6.60,113,0.50,10.45,-4.21,31.34,2.36,0.00,18.04,73.57
84800,3.12,0.78,14.59,13.76,181,0.74,2552,0.00,38.00,6.53,113,0.00,10.45,-4.21,31.23,2.36,0.00,18.04,71.49
85119,3.12,0.78,14.59,13.76,181,0.73,2582,0.00,38.50,6.56,113,0.50,10.59,-4.21,30.88,2.34,0.00,18.04,72.02
85438,3.12,0.78,14.59,13.92,181,0.71,2559,0.00,38.50,6.61,113,0.50,10.45,-4.21,30.66,2.36,0.00,18.04,75.45
85756,3.12,0.78,14.70,13.92,181,0.74,2560,0.00,38.00,6.55,113,0.50,10.45,-4.21,31.34,2.36,0.00,18.04,72.91
86075,3.12,0.78,14.70,13.92,181,0.72,2577,0.00,38.50,6.52,113,0.50,10.45,-4.21,31.00,2.34,0.00,18.04,72.28
86394,3.91,0.78,14.70,13.92,181,0.72,2564,0.00,38.50,6.62,113,0.00,10.45,-4.21,31.22,2.36,0.00,18.04,73.59
86721,3.91,0.78,14.70,13.92,181,0.73,2558,0.00,38.00,6.61,113,0.50,10.45,-4.21,31.34,2.36,0.00,18.04,73.96
87040,3.12,0.78,14.59,13.92,181,0.73,2558,0.00,38.50,6.55,113,0.00,10.59,-4.21,31.00,2.34,0.00,18.04,72.69
87359,3.12,0.78,14.59,13.76,181,0.70,2575,0.00,38.50,6.54,113,0.00,10.30,-4.35,28.95,2.32,0.00,16.86,71.00
87678,2.34,0.78,14.47,13.84,181,0.62,2549,0.00,40.50,6.04,113,0.00,9.58,-5.22,26.46,2.26,0.00,15.69,68.36
87996,3.91,0.78,14.81,13.92,181,0.62,2575,0.00,41.50,5.98,113,0.00,9.29,-5.37,26.32,2.24,0.00,15.29,69.86
88315,6.25,0.78,14.81,13.92,181,0.62,2576,0.00,41.50,6.05,113,0.00,9.14,-5.66,26.43,2.24,0.00,15.29,71.74
88634,7.03,0.78,14.70,13.76,181,0.62,2538,0.00,41.50,5.95,113,0.00,9.14,-5.51,26.33,2.24,0.00,15.29,71.18
88952,8.59,0.78,14.59,13.84,181,0.61,2562,0.00,41.50,5.96,113,0.00,9.14,-5.51,25.96,2.24,0.00,15.29,71.36
89270,10.16,0.78,14.70,13.76,181,0.62,2535,0.00,41.50,6.00,113,0.00,9.14,-5.51,26.04,2.24,0.00,15.29,70.97
89590,8.59,0.78,14.59,13.92,181,0.62,2562,0.00,41.50,5.94,113,0.00,9.14,-5.66,25.85,2.24,0.00,15.29,70.62
89909,7.81,0.78,14.59,13.76,181,0.61,2521,0.00,41.50,5.97,113,0.00,9.14,-5.51,26.04,2.24,0.00,15.29,71.15
90227,7.03,0.78,14.59,13.76,181,0.62,2552,0.00,42.00,5.94,113,0.00,9.14,-5.51,25.65,2.24,0.00,15.29,71.48
90546,7.03,0.78,14.70,13.84,181,0.62,2517,0.00,41.50,5.96,113,0.00,9.29,-5.37,26.61,2.26,0.00,16.08,72.09
90865,7.03,0.78,14.59,13.84,181,0.67,2541,0.00,40.00,6.43,113,0.00,9.72,-4.93,28.55,2.30,0.00,16.86,72.62
91184,4.69,0.78,14.47,13.92,181,0.68,2514,0.00,39.50,6.44,113,0.00,9.87,-4.79,28.65,2.30,0.00,16.86,72.02
91503,3.12,0.78,14.47,13.92,181,0.68,2536,0.00,39.50,5.95,113,0.00,10.01,-4.79,28.21,2.30,0.00,16.86,72.54
91821,2.34,0.78,14.47,13.84,181,0.68,2537,0.00,39.50,5.89,113,0.00,10.01,-4.64,28.54,2.30,0.00,16.86,70.77
92140,2.34,0.78,14.59,13.92,181,0.67,2515,0.00,39.50,5.96,113,0.00,10.01,-4.79,28.85,2.30,0.00,16.86,72.16
92459,2.34,0.78,14.70,13.76,181,0.67,2529,0.00,39.50,6.44,113,0.00,10.01,-4.64,28.32,2.30,0.00,16.86,71.90
92777,0.78,0.78,14.59,13.84,181,0.63,2497,0.00,40.50,5.86,113,0.00,9.58,-5.08,26.30,2.26,0.00,15.69,70.07
93096,1.56,0.78,14.70,13.92,181,0.62,2513,0.00,41.00,5.94,113,0.00,9.29,-5.37,26.12,2.24,0.00,15.69,70.26
93415,3.12,0.78,14.81,13.76,181,0.64,2520,0.00,41.00,5.87,113,0.00,9.43,-5.37,26.60,2.24,0.00,15.69,70.84
93733,3.12,0.78,14.70,13.76,181,0.65,2504,0.00,40.50,5.92,113,0.00,9.58,-5.08,27.30,2.28,0.00,16.08,71.04
94052,3.91,0.78,14.59,13.84,181,0.65,2530,0.00,40.00,5.94,113,0.00,9.58,-5.08,27.07,2.26,0.00,16.08,70.89
94371,3.91,0.78,14.59,13.92,181,0.66,2525,0.00,40.50,5.88,113,0.00,9.72,-5.08,27.28,2.28,0.00,16.08,70.74
94690,3.91,0.78,14.59,13.76,181,0.65,2492,0.00,40.00,5.91,113,0.00,9.72,-4.93,27.18,2.28,0.00,16.08,69.20
95009,3.12,0.78,14.59,13.92,181,0.64,2526,0.00,40.50,5.93,113,0.00,9.58,-5.08,27.17,2.26,0.00,16.08,70.84
95328,2.34,0.78,14.59,13.92,181,0.55,2504,0.00,41.00,5.30,113,0.00,9.00,-5.80,21.79,2.14,0.00,12.55,61.74
95646,-3.12,0.78,14.47,13.76,181,0.28,2474,0.00,42.00,4.22,113,0.00,6.09,-8.71,11.26,1.72,0.00,7.84,49.47
95965,-14.06,0.78,13.67,13.92,181,0.27,2482,0.00,37.50,3.74,113,0.00,4.93,-9.72,11.48,1.72,0.00,7.84,60.82
96285,-16.41,0.78,14.36,13.92,181,0.28,2491,0.00,38.00,3.72,113,0.00,4.93,-9.72,12.18,1.74,0.00,8.24,63.16
96603,-10.94,0.78,14.24,13.92,181,0.52,2474,0.00,43.50,4.65,113,0.00,7.40,-7.25,21.63,2.12,0.00,13.73,75.06
96922,3.91,0.78,16.08,13.92,181,0.60,2477,0.00,42.00,5.77,113,0.00,8.85,-5.80,25.00,2.20,0.00,15.29,71.19
97241,7.81,0.78,15.16,13.92,181,0.63,2464,0.00,41.00,5.72,113,0.00,9.29,-5.22,26.13,2.24,0.00,16.47,72.31
97559,7.81,0.78,14.70,13.84,181,0.66,2466,0.00,40.00,6.26,113,0.00,9.87,-4.93,26.77,2.26,0.00,16.47,70.09
97878,7.81,0.78,14.47,13.92,181,0.66,2438,0.00,40.00,6.24,113,0.00,9.72,-4.93,26.58,2.26,0.00,16.47,69.71
98198,5.47,0.78,14.47,13.76,181,0.65,2448,0.00,40.00,5.74,113,0.00,9.87,-4.79,26.58,2.24,0.00,16.47,69.93
98516,4.69,0.78,14.59,13.92,181,0.66,2448,0.00,39.50,5.75,113,0.00,9.87,-4.79,26.67,2.26,0.00,16.47,70.55
98835,4.69,0.78,14.47,13.76,181,0.66,2448,0.00,39.50,5.80,113,0.00,9.87,-4.79,26.77,2.26,0.00,16.47,70.61
99153,3.12,0.78,14.59,13.92,181,0.65,2425,0.00,39.50,5.75,113,0.00,9.87,-4.79,26.48,2.26,0.00,16.47,70.20
99473,3.91,0.78,14.70,14.00,181,0.66,2448,0.00,39.50,5.79,113,0.00,9.87,-4.79,27.16,2.26,0.00,16.47,71.44
99791,4.69,0.78,14.81,13.92,181,0.69,2446,0.00,38.50,6.34,113,0.00,10.30,-4.35,28.41,2.30,0.00,17.25,72.25
100110,3.12,0.78,14.47,13.92,181,0.69,2446,0.00,38.50,6.31,113,0.00,10.45,-4.35,29.16,2.30,0.00,17.25,71.92
100429,3.12,0.78,14.59,13.84,181,0.70,2438,0.00,38.00,6.30,113,0.00,10.45,-4.21,28.51,2.30,0.00,17.25,71.00
100748,1.56,0.78,14.47,13.92,181,0.71,2432,0.00,38.00,6.30,113,0.00,10.45,-4.21,29.04,2.30,0.00,17.25,71.68
101067,1.56,0.78,14.47,13.84,181,0.71,2446,0.00,38.00,6.26,113,0.00,10.59,-4.06,29.14,2.32,0.00,17.65,71.60
101385,1.56,0.78,14.59,13.92,181,0.71,2473,0.00,38.00,6.33,113,0.00,10.59,-4.06,29.36,2.32,0.00,17.65,72.33
101704,1.56,0.78,14.59,13.76,181,0.71,2462,0.00,38.00,6.30,111,0.00,10.59,-4.06,29.35,2.30,0.00,17.65,71.96
102023,0.00,0.78,14.59,13.76,181,0.71,2460,0.00,38.00,6.30,111,0.00,10.59,-4.06,29.57,2.32,0.00,17.65,71.55
102342,0.78,0.78,14.59,13.84,181,0.71,2450,0.00,38.00,6.27,111,0.00,10.74,-4.06,28.93,2.32,0.00,17.65,72.11
102661,0.78,0.78,14.59,13.76,181,0.72,2464,0.00,38.00,6.23,111,0.00,10.59,-4.06,28.93,2.30,0.00,17.65,71.33
102980,0.78,0.78,14.70,13.84,181,0.73,2456,0.00,38.00,6.24,111,0.00,10.59,-4.06,29.67,2.32,0.00,17.65,72.45
103298,0.78,0.78,14.70,13.92,181,0.72,2478,0.00,38.00,6.25,111,0.50,10.74,-3.92,29.67,2.32,0.00,17.65,71.82
103617,0.00,0.78,14.59,13.84,181,0.73,2465,0.00,38.00,6.26,111,0.50,10.74,-3.92,29.56,2.32,0.00,17.65,70.54
103936,0.78,0.78,14.70,13.92,181,0.74,2471,0.00,38.00,6.26,111,0.00,10.74,-3.92,29.45,2.32,0.00,17.65,70.61
104254,0.78,0.78,14.59,13.76,181,0.73,2468,0.00,38.00,6.26,111,0.00,10.74,-4.06,29.67,2.32,0.00,17.65,71.29
104573,0.00,0.78,14.59,13.92,181,0.72,2478,0.00,38.00,6.28,111,0.00,10.74,-4.06,29.78,2.32,0.00,17.65,70.10
104892,-0.78,0.78,14.59,13.92,181,0.73,2456,0.00,37.50,6.29,111,0.50,10.74,-4.06,29.78,2.34,0.00,17.65,71.34
105210,0.00,0.78,14.70,13.76,181,0.73,2452,0.00,37.50,6.34,111,0.00,10.74,-3.92,29.99,2.32,0.00,17.65,70.78
105529,0.78,0.78,14.70,13.92,181,0.72,2449,0.00,38.00,6.33,111,0.00,10.74,-4.06,29.67,2.32,0.00,17.65,71.05
105847,0.00,0.78,14.70,14.00,181,0.72,2450,0.00,38.00,6.34,111,0.00,10.74,-3.92,29.24,2.32,0.00,17.65,71.72
106166,0.00,0.78,14.59,13.84,181,0.71,2458,-2.00,38.00,6.34,111,0.00,10.74,-4.06,29.56,2.32,0.00,17.65,70.59
106485,0.00,0.78,14.70,13.84,181,0.73,2479,-2.00,36.00,6.35,111,-2.00,10.74,-3.92,29.67,2.34,0.00,17.65,70.90
106804,0.00,0.78,14.70,13.84,181,0.72,2472,-2.00,36.00,6.26,111,-1.50,10.74,-4.06,30.09,2.34,0.00,17.65,71.05
107122,0.00,0.78,14.59,13.84,181,0.73,2470,-2.00,36.00,6.28,111,-1.50,10.74,-3.92,29.35,2.32,0.00,17.65,71.22
107441,0.00,0.78,14.70,13.92,181,0.73,2482,-2.00,36.00,6.25,111,-2.00,10.74,-3.92,29.88,2.34,0.00,17.65,70.25
107760,0.00,0.78,14.70,13.92,181,0.72,2482,-2.00,36.00,6.30,111,-1.50,10.74,-4.06,29.24,2.32,0.00,17.25,71.33
108079,-0.78,0.78,14.59,13.84,181,0.71,2447,-2.00,36.00,6.26,111,-2.00,10.59,-4.21,28.82,2.30,0.00,17.25,70.81
