Time (msec),Volumetric Efficiency 2.5L (Calculated) (%),Throttle Opening Angle (%),Primary Wastegate Duty Cycle (%),Mass Airflow Sensor Voltage (V),Mass Airflow (g/s),Manifold Relative Pressure (psi),Manifold Absolute Pressure (psi),Knock Correction Advance (degrees),Intake Air Temperature (F),Injector Duty Cycle (%),Ignition Total Timing (degrees),Feedback Knock Correction (4-byte)* (degrees),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Coolant Temperature (F),Battery Voltage (V),A/F Sensor #1 (AFR),A/F Learning #1 (%),A/F Correction #1 (%)
57049,44.63,6.67,0.00,1.56,7.30,-6.82,7.98,0.00,79,2.38,11.00,0.00,1238,0.35,153,14.00,15.27,10.94,25.00
57367,44.37,6.27,0.00,1.52,7.01,-7.25,7.40,0.00,79,2.47,11.00,0.00,1268,0.33,153,14.00,15.04,11.72,25.00
57685,45.48,6.27,0.00,1.54,7.08,-7.55,7.11,0.00,79,2.44,11.00,0.00,1260,0.33,153,14.08,14.93,11.72,25.00
58004,47.11,5.88,0.00,1.52,6.86,-7.69,6.96,0.00,79,2.41,11.00,0.00,1262,0.33,153,13.84,14.93,12.50,24.22
58323,44.51,5.88,0.00,1.50,6.54,-7.84,6.82,0.00,79,2.44,12.50,0.00,1286,0.31,153,14.00,14.81,12.50,24.22
58642,43.94,5.49,0.00,1.48,6.35,-7.98,6.67,0.00,79,2.47,14.00,0.00,1275,0.30,153,14.08,14.81,14.84,24.22
58961,43.09,5.49,0.00,1.46,6.05,-8.13,6.53,0.00,79,2.23,15.00,0.00,1291,0.28,153,14.08,14.70,14.84,24.22
59280,42.24,5.10,0.00,1.46,5.92,-8.42,6.38,0.00,79,2.25,14.50,0.00,1304,0.27,153,14.00,14.59,14.84,24.22
59598,42.76,5.10,0.00,1.44,5.63,-8.56,6.09,0.00,79,2.26,16.00,0.00,1310,0.26,153,13.92,14.59,14.84,24.22
59918,41.99,4.71,0.00,1.44,5.54,-8.71,6.09,0.00,79,2.22,17.00,0.00,1292,0.26,153,14.00,14.59,14.84,24.22
60236,42.78,4.71,0.00,1.42,5.34,-8.71,5.95,0.00,79,2.18,17.00,0.00,1278,0.25,153,14.00,14.47,12.50,23.44
60555,41.15,4.31,0.00,1.40,5.15,-8.71,5.95,0.00,79,2.13,18.50,0.00,1264,0.24,153,13.92,14.59,10.94,23.44
60873,40.34,4.31,0.00,1.40,5.00,-8.85,5.95,0.00,79,2.12,20.00,0.00,1230,0.25,153,14.08,14.59,9.38,23.44
61192,41.01,4.31,0.00,1.36,4.82,-8.85,5.80,0.00,79,2.06,19.00,0.00,1218,0.23,153,13.92,14.70,8.59,23.44
61511,39.66,3.92,0.00,1.34,4.48,-8.85,5.80,0.00,79,2.02,20.50,0.00,1178,0.23,153,13.92,14.70,7.03,24.22
61830,38.92,3.92,0.00,1.34,4.48,-8.71,5.95,0.00,79,1.97,22.50,0.00,1144,0.24,153,14.00,14.93,6.25,25.00
62147,38.61,3.92,0.00,1.34,4.45,-8.56,6.09,0.00,79,1.94,22.50,0.00,1125,0.24,153,14.00,14.93,5.47,25.00
62466,37.02,3.92,0.00,1.32,4.20,-8.56,6.09,0.00,79,1.92,22.00,0.00,1110,0.23,153,13.92,15.04,4.69,25.00
62785,37.77,3.92,0.00,1.30,4.02,-8.56,6.09,0.00,79,1.59,23.00,0.00,1062,0.23,153,14.08,15.16,3.91,25.00
63104,37.99,3.53,0.00,1.30,4.07,-8.42,6.24,0.00,79,1.55,22.50,0.00,1040,0.23,153,14.00,15.16,3.91,25.00
63423,35.91,3.53,0.00,1.30,3.93,-8.42,6.24,0.00,79,1.49,23.00,0.00,1000,0.24,153,14.00,15.27,3.12,25.00
63742,37.45,3.53,0.00,1.28,3.86,-8.27,6.38,0.00,79,1.66,23.00,0.00,962,0.24,154,14.00,15.50,3.12,25.00
64060,38.15,3.53,0.00,1.30,3.91,-8.13,6.53,0.00,79,1.57,23.00,0.00,920,0.26,154,14.00,15.73,0.78,25.00
64379,42.87,3.92,0.00,1.32,4.31,-7.69,6.96,0.00,79,1.47,23.00,0.00,864,0.31,154,13.92,15.85,0.78,25.00
64698,43.03,3.92,0.00,1.34,4.53,-6.96,7.55,0.00,79,1.41,23.00,0.00,825,0.33,154,14.08,16.19,0.78,25.00
65017,46.90,4.31,0.00,1.38,4.76,-6.38,8.27,0.00,79,1.37,23.00,0.00,714,0.41,154,13.92,16.65,0.78,25.00
65334,40.58,4.31,0.00,1.36,4.65,-5.66,9.00,0.00,79,1.43,18.50,0.00,746,0.37,154,14.00,17.23,0.78,25.00
65654,44.28,4.71,0.00,1.40,4.97,-5.08,9.43,0.00,79,1.39,23.00,0.00,712,0.42,154,13.92,17.92,0.78,25.00
65972,42.65,5.10,0.00,1.40,4.85,-4.93,9.72,0.00,79,1.36,22.50,0.00,706,0.42,154,14.00,17.69,0.78,25.00
66291,43.40,5.10,0.00,1.38,7.50,-4.50,10.16,0.00,79,1.60,21.00,0.00,750,0.40,154,13.92,17.92,0.78,25.00
66610,41.72,5.10,0.00,1.42,5.41,-4.50,10.16,0.00,79,1.67,16.00,0.00,782,0.40,154,14.00,17.80,0.78,25.00
66929,43.85,5.49,0.00,1.44,5.67,-4.50,10.30,0.00,79,1.64,16.00,0.00,770,0.43,154,13.92,17.69,1.56,25.00
67247,43.44,5.88,0.00,1.42,5.63,-4.35,10.30,0.00,79,1.65,15.50,0.00,773,0.45,154,14.00,18.03,0.78,25.00
67565,43.62,5.88,0.00,1.46,5.83,-4.64,10.01,0.00,79,1.68,13.50,0.00,788,0.44,154,13.92,17.57,2.34,25.00
67885,44.88,5.88,0.00,1.46,5.96,-4.35,10.30,0.00,79,1.75,13.50,0.00,814,0.44,154,14.00,17.34,3.91,25.00
68203,42.16,6.27,0.00,1.48,6.05,-4.64,10.01,0.00,79,1.87,11.00,0.00,868,0.43,154,14.00,17.46,5.47,25.00
68522,43.18,6.27,0.00,1.52,6.68,-4.93,9.72,0.00,79,1.90,11.00,0.00,892,0.44,154,14.00,16.88,7.03,25.00
68841,43.95,6.27,0.00,1.50,6.50,-5.22,9.43,0.00,79,2.10,11.00,0.00,984,0.40,154,13.92,16.54,8.59,25.00
69159,43.40,6.27,0.00,1.52,6.72,-5.80,8.85,0.00,79,2.22,11.00,0.00,1042,0.39,154,14.00,15.96,9.38,25.00
69478,43.99,6.27,0.00,1.54,7.01,-6.09,8.56,0.00,79,2.12,11.00,0.00,1091,0.39,154,14.00,15.73,10.16,25.00
69797,44.83,6.27,0.00,1.54,7.15,-6.53,8.27,0.00,79,2.26,11.00,0.00,1160,0.37,154,13.92,15.50,10.94,25.00
70115,43.68,6.27,0.00,1.52,6.90,-6.96,7.69,0.00,79,2.37,11.00,0.00,1236,0.33,154,14.00,15.04,11.72,25.00
70435,44.13,5.88,0.00,1.52,6.75,-7.55,7.25,0.00,79,2.42,11.00,0.00,1248,0.32,154,13.92,14.93,11.72,25.00
70752,43.20,5.88,0.00,1.50,6.61,-7.84,6.96,0.00,79,2.47,11.00,0.00,1275,0.31,154,14.00,14.93,12.50,25.00
71071,45.63,5.49,0.00,1.50,6.43,-7.98,6.67,0.00,79,2.16,11.50,0.00,1273,0.30,154,13.84,14.70,12.50,25.00
71389,43.56,5.49,0.00,1.46,5.99,-8.13,6.53,0.00,79,2.16,14.00,0.00,1278,0.28,156,14.08,14.59,14.84,24.22
71707,42.90,5.10,0.00,1.46,5.92,-8.27,6.38,0.00,79,2.19,15.00,0.00,1272,0.28,156,14.00,14.70,14.84,25.00
72026,42.20,5.10,0.00,1.44,5.51,-8.42,6.24,0.00,79,2.20,16.00,0.00,1280,0.26,156,14.00,14.59,14.84,24.22
72345,40.55,4.71,0.00,1.42,5.47,-8.56,6.24,0.00,79,2.16,16.00,0.00,1268,0.26,156,14.00,14.70,14.84,25.00
72664,41.59,4.31,0.00,1.42,5.34,-8.71,6.09,0.00,79,2.15,16.00,0.00,1271,0.24,156,14.00,14.59,12.50,24.22
72983,40.57,4.31,0.00,1.38,5.09,-8.71,5.95,0.00,79,2.17,17.50,0.00,1269,0.24,156,14.00,14.59,10.94,24.22
73302,39.90,4.31,0.00,1.38,4.82,-8.85,5.80,0.00,79,2.08,19.00,0.00,1219,0.23,156,14.00,14.59,9.38,24.22
73620,39.97,3.92,0.00,1.36,4.70,-8.85,5.80,0.00,79,2.05,19.50,0.00,1198,0.24,156,14.00,14.70,7.81,24.22
73939,40.47,3.92,0.00,1.36,4.67,-8.71,5.95,0.00,79,2.00,21.00,0.00,1177,0.23,156,13.92,14.70,7.03,24.22
74258,38.38,3.92,0.00,1.32,4.34,-8.71,5.95,0.00,79,1.95,21.00,0.00,1147,0.22,156,14.00,14.81,6.25,25.00
74577,38.13,3.92,0.00,1.32,4.29,-8.56,6.09,0.00,79,1.88,23.00,0.00,1111,0.23,156,14.08,14.81,5.47,25.00
74896,38.72,3.53,0.00,1.32,4.23,-8.56,6.09,0.00,79,1.84,22.00,0.00,1083,0.23,156,13.92,14.93,4.69,25.00
75216,37.14,3.53,0.00,1.30,4.02,-8.56,6.09,0.00,79,1.56,22.00,0.00,1036,0.24,156,14.00,15.16,3.91,25.00
75533,36.89,3.53,0.00,1.30,3.88,-8.42,6.24,0.00,79,1.49,23.00,0.00,1022,0.23,156,14.00,15.16,3.91,25.00
75851,38.62,3.53,0.00,1.28,3.78,-8.27,6.38,0.00,79,1.41,23.00,0.00,954,0.24,156,13.92,15.39,3.12,25.00
76169,37.31,3.53,0.00,1.30,3.86,-8.13,6.53,0.00,79,1.55,23.00,0.00,932,0.25,156,14.00,15.62,3.12,25.00
76488,40.02,3.53,0.00,1.28,4.02,-7.84,6.82,0.00,79,1.51,23.00,0.00,882,0.27,156,14.00,15.73,0.78,25.00
76807,46.17,3.92,0.00,1.34,4.42,-7.40,7.25,0.00,79,1.34,23.00,0.00,783,0.35,156,13.92,15.96,0.78,25.00
77125,42.30,4.31,0.00,1.36,4.42,-6.53,8.13,0.00,79,1.30,23.00,0.00,761,0.36,156,14.00,16.88,0.78,25.00
77444,40.19,4.31,0.00,1.36,4.45,-5.80,8.71,0.00,79,1.44,22.50,0.00,751,0.36,158,14.00,17.23,0.78,25.00
77763,46.86,4.71,0.00,1.38,4.88,-5.37,9.29,0.00,79,1.41,23.00,0.00,683,0.43,158,13.92,17.46,0.78,25.00
78082,39.30,4.71,0.00,1.36,4.88,-4.79,9.87,0.00,79,1.45,17.00,0.00,756,0.37,158,13.84,17.80,0.78,25.00
78401,44.97,5.10,0.00,1.40,5.09,-5.08,9.58,0.00,79,1.49,17.00,0.00,697,0.43,158,14.00,17.69,0.78,25.00
78719,45.47,5.10,0.00,1.38,5.13,-4.79,9.87,0.00,79,1.45,17.00,0.00,721,0.43,158,13.92,17.57,0.78,25.00
79037,46.71,5.49,0.00,1.42,5.51,-4.93,9.72,0.00,79,1.44,17.00,0.00,752,0.46,158,14.08,17.46,0.78,25.00
79356,46.80,5.49,0.00,1.42,5.63,-4.79,9.87,0.00,79,1.62,17.50,0.00,761,0.46,158,14.08,17.34,2.34,25.00
79675,42.75,5.49,0.00,1.44,5.70,-4.79,9.87,0.00,79,1.78,13.50,0.00,829,0.40,158,14.08,17.57,2.34,25.00
79994,43.38,5.88,0.00,1.48,6.09,-4.93,9.72,0.00,79,1.83,11.00,0.00,865,0.43,158,13.84,17.34,2.34,25.00
80312,43.88,5.88,0.00,1.50,6.23,-5.08,9.72,0.00,79,1.83,11.00,0.00,882,0.44,158,14.00,17.00,4.69,25.00
80631,45.97,6.27,0.00,1.52,6.65,-5.22,9.43,0.00,79,1.97,11.00,0.00,922,0.44,158,13.92,16.77,5.47,25.00
80950,42.75,5.88,0.00,1.50,6.54,-5.37,9.29,0.00,79,2.16,11.00,0.00,1012,0.40,158,14.00,16.54,7.03,25.00
81268,43.55,6.27,0.00,1.52,6.68,-5.95,8.71,0.00,79,2.06,11.00,0.00,1072,0.38,158,13.92,15.96,8.59,25.00
81587,43.89,6.27,0.00,1.52,6.75,-6.53,8.27,0.00,79,2.21,11.00,0.00,1153,0.35,158,14.00,15.62,9.38,25.00
81906,43.28,5.88,0.00,1.52,6.57,-6.96,7.84,0.00,79,2.32,11.00,0.00,1189,0.34,158,13.92,15.27,10.16,25.00
82225,41.86,5.88,0.00,1.50,6.43,-7.40,7.40,0.00,79,2.35,11.00,0.00,1248,0.31,158,14.00,15.04,10.94,25.00
82543,42.68,5.49,0.00,1.50,6.39,-7.69,7.11,0.00,79,2.35,11.00,0.00,1212,0.31,158,13.92,15.04,11.72,25.00
82863,46.41,5.49,0.00,1.50,6.39,-7.69,6.96,0.00,79,2.32,13.00,0.00,1210,0.31,158,13.92,14.93,11.72,25.00
83181,44.52,5.10,0.00,1.46,6.05,-7.84,6.82,0.00,79,2.11,15.50,0.00,1217,0.30,158,14.00,14.93,12.50,25.00
83500,42.80,5.10,0.00,1.46,5.83,-7.98,6.67,0.00,79,2.10,15.00,0.00,1244,0.28,158,14.00,14.93,12.50,25.00
83819,41.49,5.10,0.00,1.44,5.63,-8.13,6.53,0.00,79,2.10,15.50,0.00,1223,0.28,158,13.92,14.81,14.84,25.00
84138,42.85,4.71,0.00,1.42,5.47,-8.27,6.38,0.00,79,2.08,15.50,0.00,1228,0.26,158,13.92,14.81,14.84,25.00
84457,41.28,4.31,0.00,1.40,5.15,-8.42,6.24,0.00,79,2.10,17.00,0.00,1218,0.25,158,13.84,14.70,12.50,25.00
84775,41.33,4.31,0.00,1.40,5.03,-8.56,6.09,0.00,79,2.06,17.00,0.00,1226,0.25,158,14.08,14.81,10.94,25.00
85094,38.18,4.31,0.00,1.38,4.82,-8.56,6.09,0.00,79,2.05,18.00,0.00,1188,0.24,160,14.00,14.70,9.38,25.00
85412,38.47,3.92,0.00,1.36,4.64,-8.71,6.09,0.00,79,2.00,19.50,0.00,1162,0.24,160,14.00,14.70,8.59,25.00
85731,38.44,3.92,0.00,1.34,4.56,-8.71,6.09,0.00,79,1.97,19.00,0.00,1152,0.24,160,13.92,14.81,7.03,25.00
86049,39.07,3.92,0.00,1.34,4.42,-8.56,6.09,0.00,79,1.91,20.00,0.00,1122,0.24,160,13.92,14.81,6.25,25.00
86366,37.39,3.53,0.00,1.32,4.20,-8.56,6.09,0.00,79,1.87,20.50,0.00,1088,0.23,160,14.00,14.93,5.47,25.00
86685,36.81,3.53,0.00,1.32,4.07,-8.56,6.09,0.00,79,1.56,23.00,0.00,1044,0.23,160,14.00,15.04,4.69,25.00
87004,36.38,3.53,0.00,1.28,3.76,-8.56,6.09,0.00,79,1.53,23.00,0.00,1028,0.22,160,14.00,15.16,3.91,25.00
87323,37.88,3.14,0.00,1.26,3.78,-8.42,6.24,0.00,79,1.62,23.00,0.00,957,0.23,160,14.00,15.27,3.91,25.00
87642,36.17,3.14,0.00,1.28,3.63,-8.13,6.53,0.00,79,1.52,23.00,0.00,920,0.24,160,14.00,15.50,3.12,25.00
87961,38.43,3.14,0.00,1.26,3.66,-7.98,6.67,0.00,79,1.47,23.00,0.00,860,0.26,160,14.08,15.73,3.12,25.00
88280,44.11,3.92,0.00,1.32,4.20,-7.55,7.11,0.00,79,1.36,23.50,0.00,806,0.31,160,14.00,15.96,0.78,25.00
88599,42.84,3.92,0.00,1.30,4.02,-6.82,7.84,0.00,79,1.21,23.00,0.00,739,0.33,160,14.00,16.31,0.78,25.00
88917,51.79,4.31,0.00,1.34,4.48,-5.66,8.71,0.00,79,1.31,23.00,0.00,582,0.46,160,13.60,16.65,0.78,25.00
89236,39.27,4.31,0.00,1.36,4.51,-4.79,9.87,0.00,79,1.33,18.00,0.00,691,0.39,160,13.84,17.23,0.78,25.00
89554,40.62,4.71,0.00,1.38,4.71,-4.79,9.87,0.00,79,1.31,21.00,0.00,668,0.42,160,13.92,17.46,0.78,25.00
89873,43.86,4.71,0.00,1.34,4.71,-4.35,10.30,0.00,79,1.26,21.50,0.00,654,0.41,160,13.92,17.46,0.78,25.00
90192,40.54,5.10,0.00,1.38,4.88,-4.21,10.45,0.00,79,1.38,16.00,0.00,648,0.44,160,13.84,17.69,0.78,25.00
90511,40.41,5.10,0.00,1.40,5.09,-4.21,10.45,0.00,79,1.35,16.00,0.00,674,0.45,160,13.84,17.69,0.78,25.00
90829,42.14,5.10,0.00,1.42,5.22,-4.06,10.59,0.00,79,1.47,16.00,0.00,688,0.45,160,14.00,17.57,0.78,25.00
91148,42.90,5.49,0.00,1.44,5.34,-4.06,10.59,0.00,79,1.53,15.50,0.00,716,0.46,160,13.92,17.80,0.78,25.00
91466,43.91,5.49,0.00,1.42,5.41,-4.06,10.59,0.00,79,1.58,16.00,0.00,712,0.46,160,14.00,17.92,0.78,25.00
91785,41.07,5.88,0.00,1.42,5.41,-4.21,10.45,0.00,79,1.70,12.00,0.00,772,0.42,160,14.00,17.69,0.78,25.00
92104,44.68,5.88,0.00,1.48,6.05,-4.50,10.16,0.00,79,1.73,11.00,0.00,811,0.46,160,13.92,17.34,2.34,25.00
92423,43.82,6.27,0.00,1.48,6.33,-4.50,10.16,0.00,79,1.76,11.00,0.00,825,0.46,160,14.00,17.00,4.69,25.00
92742,43.11,6.27,0.00,1.52,6.68,-4.64,10.01,0.00,79,1.87,11.00,0.00,876,0.45,162,14.00,16.88,5.47,25.00
93060,40.32,6.27,0.00,1.50,6.39,-5.37,9.43,0.00,79,2.03,11.00,0.00,1042,0.38,162,13.92,16.54,7.03,25.00
93380,42.98,6.27,0.00,1.52,6.72,-6.09,8.56,0.00,79,2.18,11.00,0.00,1132,0.36,162,14.00,15.85,8.59,25.00
93698,43.98,6.27,0.00,1.52,6.79,-6.67,7.98,0.00,79,2.32,11.00,0.00,1189,0.34,162,14.00,15.39,9.38,25.00
94017,43.01,5.88,0.00,1.52,6.72,-7.25,7.55,0.00,79,2.35,11.00,0.00,1252,0.33,162,13.92,15.04,10.16,25.00
94335,44.14,5.88,0.00,1.52,6.79,-7.40,7.25,0.00,79,2.38,11.00,0.00,1224,0.33,162,13.92,14.93,10.94,25.00
94654,43.95,5.88,0.00,1.48,6.35,-7.69,6.96,0.00,79,2.38,11.00,0.00,1248,0.30,162,14.00,14.81,11.72,25.00
94974,43.70,5.49,0.00,1.48,6.25,-7.84,6.82,0.00,79,2.43,13.50,0.00,1254,0.30,162,14.00,14.93,11.72,25.00
95293,43.78,5.49,0.00,1.48,6.18,-7.98,6.67,0.00,79,2.13,14.00,0.00,1250,0.29,162,14.00,14.81,12.50,25.00
95610,43.49,5.10,0.00,1.46,5.92,-8.27,6.53,0.00,79,2.19,13.00,0.00,1284,0.27,162,13.92,14.70,12.50,25.00
95929,41.71,5.10,0.00,1.44,5.60,-8.42,6.24,0.00,79,2.15,14.50,0.00,1281,0.27,162,14.00,14.70,14.84,25.00
96247,42.11,4.71,0.00,1.44,5.63,-8.42,6.24,0.00,79,2.17,16.00,0.00,1260,0.27,162,13.92,14.70,14.84,25.00
96566,41.88,4.71,0.00,1.42,5.31,-8.56,6.09,0.00,79,2.18,17.00,0.00,1264,0.25,162,14.00,14.59,13.28,25.00
96884,39.54,4.31,0.00,1.40,5.00,-8.71,5.95,0.00,79,2.12,17.00,0.00,1263,0.24,162,13.84,14.59,11.72,25.00
97203,39.22,4.31,0.00,1.38,4.85,-8.85,5.95,0.00,79,2.10,18.50,0.00,1222,0.23,162,14.00,14.59,10.16,24.22
97522,39.95,3.92,0.00,1.36,4.62,-8.85,5.80,0.00,79,2.03,19.50,0.00,1200,0.23,162,14.00,14.59,8.59,24.22
97841,38.25,3.92,0.00,1.34,4.37,-8.85,5.95,0.00,79,2.02,21.50,0.00,1170,0.22,162,14.00,14.70,7.81,25.00
98160,37.50,3.92,0.00,1.32,4.26,-8.71,5.95,0.00,79,1.96,22.50,0.00,1135,0.23,162,13.92,14.81,6.25,25.00
98478,36.89,3.53,0.00,1.30,4.07,-8.71,5.95,0.00,79,1.65,23.00,0.00,1098,0.22,162,13.92,14.93,5.47,25.00
98797,37.57,3.53,0.00,1.28,3.94,-8.56,6.09,0.00,79,1.57,23.00,0.00,1054,0.22,162,13.92,14.93,4.69,25.00
99116,37.10,3.53,0.00,1.30,3.91,-8.56,6.09,0.00,79,1.53,23.00,0.00,1022,0.23,163,14.00,15.04,4.69,25.00
99435,37.37,3.14,0.00,1.28,3.81,-8.42,6.24,0.00,79,1.45,23.00,0.00,988,0.24,163,13.92,15.16,3.91,25.00
99754,36.95,3.14,0.00,1.26,3.66,-8.27,6.38,0.00,79,1.59,23.00,0.00,936,0.23,163,14.00,15.39,3.12,25.00
100073,36.31,3.14,0.00,1.26,3.61,-7.98,6.53,0.00,79,1.53,23.00,0.00,894,0.25,163,13.84,15.62,3.12,25.00
100392,41.01,3.53,0.00,1.30,3.99,-7.69,6.82,0.00,79,1.40,23.00,0.00,820,0.29,163,14.00,15.73,0.78,25.00
100710,45.92,3.92,0.00,1.34,4.29,-6.96,7.69,0.00,79,1.28,23.00,0.00,737,0.35,163,13.92,15.96,0.78,25.00
101029,42.58,3.92,0.00,1.34,4.34,-6.38,8.27,0.00,79,1.31,23.00,0.00,682,0.38,163,13.92,16.65,0.78,25.00
101348,41.87,4.31,0.00,1.36,4.70,-5.51,9.14,0.00,79,1.31,23.00,0.00,700,0.40,163,13.92,17.11,0.78,25.00
101667,44.98,4.31,0.00,1.38,4.59,-4.93,9.43,0.00,79,1.33,23.00,0.00,604,0.46,163,13.76,17.69,0.78,25.00
101985,41.71,4.31,0.00,1.34,4.56,-4.35,10.30,0.00,79,1.29,22.50,0.00,671,0.39,163,13.92,18.15,0.78,25.00
102304,47.88,5.10,0.00,1.38,4.91,-4.50,10.01,0.00,79,1.40,18.00,0.00,628,0.47,163,13.76,17.57,0.78,25.00
102621,43.10,5.10,0.00,1.38,5.03,-4.21,10.45,0.00,79,1.37,18.00,0.00,668,0.45,163,13.92,18.03,0.78,25.00
102940,42.05,5.10,0.00,1.42,5.10,-4.21,10.59,0.00,79,1.47,17.00,0.00,688,0.44,163,14.00,18.15,0.78,25.00
103259,41.25,5.10,0.00,1.42,2.72,-4.21,10.45,0.00,79,1.57,16.00,0.00,743,0.43,163,13.84,17.92,0.78,25.00
103578,40.91,5.49,0.00,1.44,5.31,-4.35,10.45,0.00,79,1.66,14.00,0.00,776,0.42,163,13.92,17.80,0.78,25.00
103897,42.76,5.88,0.00,1.46,5.67,-4.50,10.16,0.00,79,1.69,11.50,0.00,794,0.43,163,13.92,17.57,1.56,25.00
104215,43.22,5.88,0.00,1.46,5.99,-4.50,10.16,0.00,79,1.73,11.50,0.00,806,0.45,163,14.08,17.23,3.91,25.00
104535,43.71,5.88,0.00,1.48,6.12,-4.50,10.16,0.00,79,1.77,11.00,0.00,831,0.45,163,13.92,17.46,5.47,25.00
104853,43.37,5.88,0.00,1.50,6.40,-4.93,9.72,0.00,79,1.96,11.00,0.00,890,0.42,163,14.00,16.77,7.03,25.00
105172,40.95,5.88,0.00,1.50,6.32,-5.51,9.29,0.00,79,2.22,11.00,0.00,1039,0.37,163,13.92,16.31,7.81,25.00
105491,43.53,6.27,0.00,1.52,6.72,-6.09,8.56,0.00,79,2.07,11.00,0.00,1080,0.38,163,13.92,15.85,8.59,25.00
105810,44.65,6.27,0.00,1.52,6.75,-6.38,8.27,0.00,79,2.19,11.00,0.00,1142,0.36,163,13.84,15.50,10.16,25.00
106128,42.06,5.88,0.00,1.52,6.72,-6.96,7.84,0.00,79,2.36,11.00,0.00,1208,0.33,165,13.92,15.04,10.94,25.00
106447,44.06,5.88,0.00,1.50,6.61,-7.55,7.25,0.00,79,2.37,11.00,0.00,1251,0.32,165,13.84,14.93,10.94,25.00
106767,43.95,5.49,0.00,1.50,6.39,-7.84,6.96,0.00,79,2.39,11.00,0.00,1244,0.31,165,14.08,14.81,11.72,25.00
107085,46.03,5.49,0.00,1.48,6.19,-7.84,6.82,0.00,79,2.34,12.00,0.00,1218,0.30,165,13.92,14.70,12.50,25.00
107404,42.09,5.10,0.00,1.46,5.92,-7.84,6.82,0.00,79,2.14,13.50,0.00,1251,0.29,165,14.00,14.70,12.50,25.00
107723,42.44,5.10,0.00,1.46,5.86,-8.13,6.67,0.00,79,2.08,15.00,0.00,1217,0.28,165,14.00,14.70,13.28,25.00
108041,43.30,5.10,0.00,1.46,5.86,-8.13,6.53,0.00,79,2.13,14.00,0.00,1258,0.27,165,14.00,14.81,14.84,25.00
108360,42.13,4.71,0.00,1.44,5.57,-8.42,6.24,0.00,79,2.17,15.50,0.00,1273,0.27,165,14.08,14.70,14.84,25.00
108679,40.70,4.71,0.00,1.42,5.31,-8.56,6.09,0.00,79,2.16,16.00,0.00,1254,0.25,165,13.92,14.70,14.06,25.00
108997,42.04,4.31,0.00,1.40,5.15,-8.71,6.09,0.00,79,2.11,17.00,0.00,1243,0.24,165,13.92,14.59,11.72,25.00
109316,37.98,4.31,0.00,1.36,4.70,-8.71,5.95,0.00,79,2.12,17.50,0.00,1233,0.23,165,14.00,14.59,10.16,25.00
109635,38.86,3.92,0.00,1.36,4.56,-8.85,5.80,0.00,79,2.04,17.50,0.00,1218,0.23,165,14.00,14.59,9.38,25.00
109954,38.47,3.92,0.00,1.36,4.64,-8.71,5.95,0.00,79,2.00,21.50,0.00,1166,0.24,165,13.92,14.70,7.81,25.00
110272,37.98,3.92,0.00,1.34,4.37,-8.71,5.95,0.00,79,1.97,21.50,0.00,1140,0.23,165,14.08,14.81,7.03,25.00
110591,38.12,3.92,0.00,1.32,4.31,-8.71,5.95,0.00,79,1.92,21.50,0.00,1114,0.23,165,14.00,14.81,6.25,25.00
110910,36.78,3.53,0.00,1.32,4.12,-8.56,6.09,0.00,79,1.85,23.00,0.00,1080,0.23,165,13.92,14.93,5.47,25.00
111229,36.89,3.53,0.00,1.30,4.02,-8.56,6.24,0.00,79,1.54,23.00,0.00,1053,0.23,165,14.00,15.04,4.69,25.00
111548,36.81,3.53,0.00,1.28,3.88,-8.42,6.24,0.00,79,1.72,23.00,0.00,1004,0.23,165,14.00,15.16,3.91,25.00
111867,37.84,3.14,0.00,1.28,3.78,-8.27,6.38,0.00,79,1.62,23.00,0.00,939,0.24,165,14.00,15.27,3.91,25.00
112186,34.98,3.14,0.00,1.26,3.59,-7.98,6.67,0.00,79,1.58,23.00,0.00,916,0.24,165,14.00,15.62,3.12,25.00
112504,36.88,3.14,0.00,1.28,3.76,-7.84,6.82,0.00,79,1.41,23.00,0.00,828,0.26,165,13.92,15.73,3.12,25.00
112824,45.49,3.92,0.00,1.32,4.26,-7.25,7.40,0.00,79,1.21,23.00,0.00,712,0.35,165,13.84,15.96,0.78,25.00
113143,43.09,3.92,0.00,1.32,4.34,-6.24,8.27,0.00,79,1.15,23.00,0.00,707,0.37,165,13.84,16.31,0.78,25.00
113461,46.37,4.31,0.00,1.36,4.26,-5.22,9.14,0.00,79,1.32,23.00,0.00,619,0.44,165,13.84,16.88,0.78,25.00
113779,42.29,4.31,0.00,1.32,4.40,-4.79,9.87,0.00,79,1.26,23.00,0.00,657,0.38,165,13.84,17.46,0.78,25.00
114099,43.79,4.71,0.00,1.36,4.79,-4.64,10.01,0.00,79,1.29,20.50,0.00,604,0.45,167,13.76,17.46,0.78,25.00
114417,39.19,4.71,0.00,1.38,4.68,-4.21,10.45,0.00,79,1.43,17.00,0.00,671,0.41,167,13.84,17.69,0.78,25.00
114737,40.87,5.10,0.00,1.36,4.62,-3.92,10.74,0.00,79,1.46,21.00,0.00,650,0.43,167,14.00,18.03,0.78,25.00
115055,41.89,5.10,0.00,1.36,4.82,-3.92,10.74,0.00,79,1.49,15.50,0.00,665,0.44,167,13.84,18.03,0.78,25.00
