Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Volumetric Efficiency 2.5L (Calculated) (%)
11154,-22.66,12.50,14.47,13.60,185,0.28,909,0.00,16.50,1.54,97,0.00,6.67,-7.98,4.26,1.30,0.00,3.14,43.61
11473,-22.66,12.50,14.47,13.68,185,0.30,888,0.00,17.50,1.52,97,0.00,6.82,-7.84,4.50,1.26,0.00,3.14,45.90
11792,-22.66,12.50,14.59,13.76,185,0.30,908,0.00,16.50,1.55,97,0.00,6.82,-7.84,4.18,1.28,0.00,3.14,41.73
12110,-22.66,12.50,14.70,13.76,185,0.29,910,0.00,16.50,1.55,97,0.00,6.82,-7.84,4.53,1.28,0.00,3.14,45.10
12429,-22.66,12.50,14.70,13.76,185,0.31,901,0.00,17.00,1.43,97,0.00,6.82,-7.84,4.34,1.26,0.00,3.14,46.80
12748,-22.66,12.50,14.70,13.68,185,0.28,907,0.00,16.50,1.55,97,0.00,6.82,-7.84,4.34,1.30,0.00,3.53,43.36
13067,-22.66,12.50,14.70,13.76,185,0.31,890,0.00,17.00,1.63,97,0.00,6.82,-7.84,4.56,1.28,0.00,3.53,47.22
13386,-22.66,12.50,14.70,13.68,185,0.30,912,0.00,16.00,1.55,97,0.00,6.82,-7.84,4.53,1.30,0.00,3.53,45.08
13705,-21.88,12.50,14.81,13.76,185,0.31,928,0.00,15.00,1.58,97,0.00,6.82,-7.84,4.88,1.30,0.00,3.53,46.15
14023,-21.88,12.50,14.70,13.68,185,0.31,926,0.00,15.50,1.58,97,0.00,6.82,-7.84,4.51,1.28,0.00,3.53,46.90
14342,-21.88,12.50,14.70,13.68,185,0.29,920,0.00,16.00,1.57,97,0.00,6.82,-7.84,4.45,1.30,0.00,3.53,43.88
14661,-21.88,12.50,14.59,13.76,185,0.31,883,0.00,18.50,1.51,97,0.00,6.82,-7.84,4.64,1.28,0.00,3.53,47.51
14980,-21.88,12.50,14.70,13.76,185,0.30,898,0.00,17.00,1.52,97,0.00,6.82,-7.84,4.51,1.28,0.00,3.53,45.94
15299,-21.09,12.50,14.81,13.60,185,0.32,914,0.00,16.00,1.56,97,0.00,6.96,-7.69,4.94,1.30,0.00,3.53,51.54
15618,-21.09,12.50,14.81,13.68,185,0.31,928,0.00,15.50,1.58,97,0.00,6.96,-7.69,4.61,1.28,0.00,3.53,46.21
15936,-21.09,12.50,14.70,13.68,185,0.29,952,0.00,14.00,1.62,97,0.00,6.82,-7.84,4.78,1.30,0.00,3.53,44.04
16255,-21.88,12.50,14.59,13.68,185,0.30,945,0.00,15.00,1.61,97,0.00,6.82,-7.84,4.61,1.28,0.00,3.53,45.82
16573,-21.88,12.50,14.59,13.68,185,0.29,954,0.00,15.00,1.63,97,0.00,6.67,-7.98,4.83,1.30,0.00,3.53,45.09
16893,-21.88,12.50,14.59,13.68,185,0.30,947,0.00,16.00,1.62,97,0.00,6.67,-7.98,4.59,1.28,0.00,3.53,46.75
17212,-21.88,12.50,14.59,13.68,185,0.30,938,0.00,16.50,1.60,97,0.00,6.67,-7.98,4.75,1.28,0.00,3.53,45.62
17531,-21.88,12.50,14.59,13.76,185,0.29,932,0.00,17.00,1.59,97,0.00,6.67,-7.98,4.18,1.26,0.00,3.14,44.28
17850,-21.88,12.50,14.59,13.68,185,0.28,927,0.00,17.00,1.57,97,0.00,6.67,-7.98,4.37,1.30,0.00,3.14,43.95
18169,-21.88,12.50,14.70,13.68,185,0.30,908,0.00,18.00,1.55,97,0.00,6.67,-7.98,4.61,1.28,0.00,3.14,46.98
18486,-21.88,12.50,14.81,13.76,185,0.27,919,0.00,17.00,1.57,97,0.00,6.67,-7.98,4.26,1.28,0.00,3.14,41.22
18805,-21.09,12.50,14.81,13.76,185,0.30,886,0.00,19.50,1.62,97,0.00,6.67,-7.98,4.34,1.26,0.00,3.14,46.36
19123,-21.09,12.50,14.81,13.76,185,0.30,888,0.00,18.50,1.52,97,0.00,6.82,-7.84,4.26,1.28,0.00,3.53,45.64
19442,-19.53,12.50,15.16,13.68,185,0.29,906,0.00,17.00,1.53,97,0.00,6.82,-7.84,4.34,1.30,0.00,3.53,43.99
19761,-18.75,12.50,15.04,13.76,185,0.31,905,0.00,17.00,1.54,95,0.00,6.82,-7.84,4.72,1.28,0.00,3.53,46.43
20079,-18.75,12.50,14.93,13.68,185,0.28,926,0.00,15.50,1.58,95,0.00,6.82,-7.84,4.34,1.28,0.00,3.14,41.74
20399,-18.75,12.50,14.81,13.68,185,0.29,924,0.00,16.50,1.58,95,0.00,6.67,-7.98,4.51,1.28,0.00,3.53,45.30
20717,-18.75,12.50,14.70,13.68,185,0.28,920,0.00,17.00,1.57,95,0.00,6.67,-7.98,4.34,1.28,0.00,3.14,43.50
21036,-18.75,12.50,14.59,13.68,185,0.30,926,0.00,16.50,1.61,95,0.00,6.67,-7.98,4.72,1.28,0.00,3.14,46.30
21355,-18.75,12.50,14.59,13.60,187,0.28,917,0.00,17.00,1.57,95,0.00,6.67,-7.98,4.34,1.30,0.00,3.14,43.50
21673,-18.75,12.50,14.70,13.76,187,0.28,926,0.00,17.00,1.58,95,0.00,6.67,-7.98,4.53,1.28,0.00,3.14,45.16
21992,-18.75,12.50,14.70,13.76,187,0.29,912,0.00,17.00,1.56,95,0.00,6.67,-7.98,4.10,1.26,0.00,3.14,45.31
22312,-18.75,12.50,14.70,13.76,187,0.27,928,0.00,16.50,1.58,95,0.00,6.67,-7.98,4.42,1.28,0.00,3.14,41.03
22630,-18.75,11.72,14.70,13.60,187,0.28,904,0.00,19.00,1.52,95,0.00,6.67,-7.98,4.42,1.26,0.00,3.14,45.83
22949,-17.97,11.72,14.81,13.68,187,0.26,912,0.00,17.00,1.56,95,0.00,6.67,-7.98,4.10,1.28,0.00,3.14,40.45
23267,-17.97,11.72,14.81,13.84,187,0.29,896,0.00,17.50,1.64,95,0.00,6.67,-7.98,4.26,1.26,0.00,3.14,44.74
23585,-17.19,11.72,14.81,13.76,187,0.29,902,0.00,17.00,1.54,95,0.00,6.67,-7.98,4.02,1.28,0.00,3.14,44.27
23903,-17.19,11.72,14.93,13.84,187,0.27,908,0.00,17.00,1.55,95,0.00,6.82,-7.84,4.42,1.28,0.00,3.14,41.00
24222,-16.41,11.72,15.04,13.84,187,0.31,867,0.00,19.50,1.48,95,0.00,6.82,-7.84,4.53,1.28,0.00,3.14,46.63
24541,-15.62,11.72,15.04,13.84,187,0.31,894,0.00,17.00,1.51,95,0.00,6.96,-7.69,4.64,1.30,0.00,3.53,46.34
24860,-14.84,11.72,15.04,13.84,187,0.29,943,0.00,14.00,1.61,95,0.00,6.82,-7.69,4.83,1.30,0.00,3.53,46.27
25179,-14.84,11.72,14.81,13.68,187,0.27,955,0.00,14.00,1.63,95,0.00,6.67,-7.98,4.26,1.28,0.00,3.14,41.11
25496,-14.84,11.72,14.59,13.84,187,0.30,930,0.00,16.50,1.62,95,0.00,6.67,-7.98,4.72,1.28,0.00,3.14,45.88
25815,-15.62,11.72,14.59,13.84,187,0.28,942,0.00,16.00,1.61,95,0.00,6.67,-7.98,4.34,1.28,0.00,3.14,42.36
26134,-15.62,11.72,14.59,13.84,187,0.28,938,0.00,16.50,1.63,95,0.00,6.53,-7.98,4.53,1.28,0.00,3.14,44.78
26454,-15.62,11.72,14.59,13.76,187,0.26,941,0.00,17.00,1.61,95,0.00,6.53,-8.13,4.26,1.28,0.00,3.14,41.19
26773,-15.62,11.72,14.59,13.84,187,0.29,907,0.00,19.00,1.59,95,0.00,6.53,-7.98,4.53,1.28,0.00,3.14,45.96
27092,-15.62,11.72,14.70,13.84,187,0.27,939,0.00,16.50,1.59,95,0.00,6.53,-8.13,3.78,1.26,0.00,2.75,38.22
27410,-15.62,11.72,14.70,13.76,187,0.24,950,0.00,16.00,1.62,95,0.00,6.53,-8.13,4.18,1.26,0.00,3.14,41.53
27729,-14.84,11.72,14.81,13.84,187,0.29,896,0.00,19.50,1.53,95,0.00,6.67,-8.13,4.18,1.28,0.00,3.14,46.31
28047,-14.06,11.72,14.93,13.84,187,0.28,922,0.00,17.00,1.57,95,0.00,6.67,-7.98,4.53,1.28,0.00,3.14,43.23
28365,-13.28,11.72,15.04,13.76,187,0.26,923,0.00,17.00,1.55,95,0.00,6.67,-7.98,4.02,1.26,0.00,3.14,40.76
28684,-13.28,11.72,14.93,13.84,187,0.25,904,0.00,17.50,1.54,95,0.00,6.67,-7.98,3.94,1.28,0.00,3.14,37.78
29003,-13.28,11.72,14.81,13.84,187,0.30,880,0.00,19.00,1.54,95,0.00,6.67,-7.98,4.18,1.26,0.00,3.14,42.71
29322,-12.50,11.72,14.93,13.84,187,0.30,872,0.00,19.00,1.49,95,0.00,6.82,-7.98,3.86,1.26,0.00,3.14,45.44
29641,-11.72,11.72,15.04,13.84,187,0.25,901,0.00,17.00,1.54,95,0.00,6.82,-7.84,3.86,1.28,0.00,3.14,38.69
29960,-10.16,11.72,15.04,13.84,187,0.29,880,0.00,17.50,1.61,95,0.00,6.67,-7.84,4.26,1.26,0.00,3.14,44.29
30280,-10.16,11.72,14.93,13.76,187,0.29,910,0.00,16.00,1.54,95,0.00,6.67,-7.98,4.02,1.28,0.00,3.14,41.03
30598,-10.16,11.72,14.93,13.92,187,0.26,936,0.00,14.50,1.60,95,0.00,6.67,-7.98,4.34,1.28,0.00,3.14,39.35
30917,-10.16,11.72,14.81,13.84,187,0.29,939,0.00,15.00,1.60,95,0.00,6.67,-7.98,4.10,1.26,0.00,3.14,45.19
31235,-10.16,11.72,14.70,13.84,187,0.26,950,0.00,15.00,1.62,95,0.00,6.67,-7.98,4.51,1.28,0.00,3.14,40.22
31553,-10.16,11.72,14.59,13.84,189,0.26,949,0.00,15.50,1.62,95,0.00,6.53,-8.13,3.70,1.26,0.00,3.14,41.08
31871,-10.94,11.72,14.47,13.84,189,0.27,932,0.00,16.50,1.59,95,0.00,6.53,-8.13,4.45,1.28,0.00,3.14,42.02
32192,-10.94,11.72,14.59,13.84,189,0.27,931,0.00,17.00,1.59,95,0.00,6.53,-8.13,3.78,1.26,0.00,3.14,42.87
32510,-10.94,11.72,14.59,13.84,189,0.24,949,0.00,16.00,1.62,95,0.00,6.53,-8.13,4.02,1.26,0.00,3.14,37.75
32828,-10.94,11.72,14.70,13.84,189,0.28,913,0.00,17.50,1.54,95,0.00,6.53,-8.13,4.18,1.26,0.00,3.14,43.73
33148,-10.94,10.94,14.70,13.84,189,0.24,911,0.00,17.00,1.55,95,0.00,6.53,-7.98,3.67,1.26,0.00,2.75,37.19
33467,-10.16,10.94,14.81,13.76,189,0.26,900,0.00,17.50,1.54,95,0.00,6.53,-7.98,3.86,1.24,0.00,2.75,40.35
33786,-10.16,10.94,14.81,13.76,189,0.27,906,0.00,17.00,1.55,95,0.00,6.67,-7.98,3.70,1.28,0.00,3.14,40.58
34104,-9.38,10.94,14.93,13.84,189,0.25,916,0.00,16.50,1.56,95,0.00,6.67,-7.98,4.02,1.26,0.00,2.75,37.85
34422,-8.59,10.94,14.93,13.76,189,0.25,892,0.00,17.50,1.51,95,0.00,6.67,-7.98,4.02,1.26,0.00,3.14,42.05
34741,-8.59,10.94,14.93,13.84,189,0.26,907,0.00,16.50,1.55,95,0.00,6.67,-7.98,3.86,1.26,0.00,2.75,39.34
35061,-7.81,10.94,14.93,13.84,189,0.27,915,0.00,16.50,1.56,95,0.00,6.67,-7.98,4.02,1.26,0.00,3.14,41.40
35380,-7.81,10.94,14.81,13.76,189,0.25,916,0.00,16.50,1.56,95,0.00,6.67,-7.98,3.78,1.26,0.00,3.14,38.05
35700,-7.81,10.94,14.70,13.84,189,0.26,931,0.00,15.50,1.59,95,0.00,6.67,-7.98,4.26,1.28,0.00,3.14,42.22
36019,-7.81,10.94,14.59,13.84,189,0.27,922,0.00,16.50,1.57,95,0.00,6.67,-7.98,3.86,1.26,0.00,3.14,42.20
36338,-7.81,10.94,14.59,13.92,189,0.27,935,0.00,15.50,1.60,95,0.00,6.67,-7.98,4.43,1.28,0.00,3.14,41.84
36657,-8.59,10.94,14.59,13.84,189,0.27,934,0.00,16.00,1.59,95,0.00,6.67,-7.98,3.94,1.26,0.00,3.14,41.69
36976,-8.59,10.94,14.59,13.84,189,0.25,944,0.00,15.50,1.61,95,0.00,6.53,-7.98,4.26,1.28,0.00,2.75,40.08
37294,-8.59,10.94,14.47,13.84,189,0.27,913,0.00,17.50,1.54,95,0.00,6.53,-8.13,4.02,1.26,0.00,2.75,42.05
37611,-8.59,10.94,14.70,13.76,189,0.25,918,0.00,17.00,1.57,95,0.00,6.67,-7.98,3.94,1.28,0.00,3.14,39.59
37930,-7.81,10.94,14.81,13.84,189,0.25,894,0.00,19.00,1.53,95,0.00,6.53,-8.13,3.86,1.26,0.00,2.75,39.52
38250,-8.59,10.94,14.70,13.84,189,0.24,922,0.00,17.00,1.57,95,0.00,6.53,-8.13,3.86,1.26,0.00,2.75,37.94
38569,-7.81,10.94,14.70,13.84,189,0.27,890,0.00,19.00,1.56,95,0.00,6.53,-8.13,4.10,1.26,0.00,2.75,42.34
38888,-7.81,10.94,14.81,13.84,189,0.28,901,0.00,17.50,1.54,95,0.00,6.67,-7.98,3.70,1.26,0.00,2.75,42.77
39207,-7.81,10.94,14.81,13.84,189,0.25,930,0.00,16.00,1.59,95,0.00,6.67,-7.98,4.02,1.26,0.00,2.75,38.01
39526,-7.03,10.94,14.81,13.84,189,0.25,900,0.00,17.50,1.52,95,0.00,6.67,-7.98,3.94,1.26,0.00,2.75,40.89
39845,-7.03,10.94,14.81,13.84,189,0.24,902,0.00,17.00,1.54,95,0.00,6.67,-7.98,3.76,1.26,0.00,2.75,36.70
40164,-7.03,10.94,14.70,13.76,189,0.26,894,0.00,17.50,1.64,95,0.00,6.67,-7.98,3.86,1.26,0.00,2.75,39.73
40482,-7.03,10.94,14.81,13.76,189,0.26,892,0.00,17.50,1.52,95,0.00,6.67,-7.98,3.59,1.26,0.00,2.75,37.14
40800,-6.25,10.94,14.81,13.84,189,0.25,905,0.00,17.00,1.54,95,0.00,6.67,-7.98,3.94,1.26,0.00,2.75,37.72
41119,-5.47,10.94,14.81,13.84,189,0.28,864,0.00,19.50,1.48,95,0.00,6.67,-7.98,4.10,1.26,0.00,3.14,43.77
41437,-5.47,10.94,14.81,13.84,189,0.26,886,0.00,17.00,1.50,95,0.00,6.82,-7.84,3.86,1.26,0.00,3.14,39.56
41756,-4.69,10.94,14.93,13.76,189,0.24,918,0.00,15.50,1.57,95,0.00,6.67,-7.84,3.94,1.26,0.00,3.14,39.59
42075,-4.69,10.94,14.81,13.84,189,0.27,919,0.00,15.50,1.57,95,0.00,6.67,-7.98,3.78,1.26,0.00,3.14,41.04
42395,-4.69,10.94,14.81,13.84,189,0.25,926,0.00,15.50,1.58,95,0.00,6.67,-7.98,4.18,1.26,0.00,3.14,38.72
42714,-4.69,10.94,14.70,13.76,190,0.28,920,0.00,16.00,1.54,95,0.00,6.67,-7.98,4.02,1.26,0.00,3.14,41.03
43033,-4.69,10.94,14.59,13.84,190,0.24,929,0.00,16.00,1.59,93,0.00,6.67,-7.98,3.78,1.28,0.00,3.14,37.42
43352,-4.69,10.94,14.59,13.76,190,0.26,930,0.00,16.00,1.59,93,0.00,6.53,-8.13,4.02,1.26,0.00,3.14,40.66
43670,-5.47,10.16,14.59,13.84,190,0.25,931,0.00,16.50,1.59,93,0.00,6.53,-8.13,3.86,1.28,0.00,3.14,38.89
43989,-5.47,10.16,14.59,13.84,190,0.27,920,0.00,17.00,1.57,93,0.00,6.53,-8.13,4.02,1.26,0.00,2.75,42.67
44308,-5.47,10.16,14.59,13.92,190,0.24,930,0.00,16.50,1.59,93,0.00,6.53,-8.13,3.78,1.26,0.00,2.75,37.44
44627,-6.25,10.16,14.47,13.84,190,0.24,941,0.00,16.50,1.61,93,0.00,6.53,-8.13,3.70,1.24,0.00,2.75,37.78
44945,-6.25,10.16,14.59,13.84,190,0.24,912,0.00,17.50,1.56,93,0.00,6.53,-8.13,3.73,1.26,0.00,2.75,37.86
45265,-6.25,10.16,14.59,13.68,190,0.25,890,0.00,19.50,1.55,93,0.00,6.53,-8.13,3.86,1.26,0.00,2.75,39.89
45586,-5.47,10.16,14.70,13.84,190,0.25,907,0.00,17.50,1.55,93,0.00,6.53,-8.13,3.41,1.26,0.00,2.75,38.55
45903,-5.47,10.16,14.81,13.76,190,0.23,894,0.00,18.00,1.53,93,0.00,6.53,-8.13,3.78,1.26,0.00,2.75,36.53
46221,-4.69,10.16,14.81,13.84,190,0.24,882,0.00,18.50,1.51,93,0.00,6.53,-8.13,3.49,1.24,0.00,2.75,34.67
46541,-3.91,10.16,14.93,13.84,190,0.23,892,0.00,17.50,1.52,93,0.00,6.67,-7.98,3.47,1.26,0.00,2.75,35.81
46859,-3.12,10.16,15.04,13.84,190,0.27,876,0.00,18.00,1.50,93,0.00,6.82,-7.84,4.10,1.26,0.00,2.75,40.25
47178,-2.34,10.16,15.16,13.76,190,0.26,878,0.00,17.50,1.50,93,0.00,6.67,-7.98,3.76,1.26,0.00,2.75,39.40
47498,-0.78,10.16,15.16,13.84,190,0.24,915,0.00,15.50,1.56,93,0.00,6.67,-7.98,3.76,1.26,0.00,2.75,37.11
47816,-0.78,10.16,14.93,13.84,190,0.26,920,0.00,16.00,1.57,93,0.00,6.67,-7.98,4.02,1.26,0.00,2.75,39.39
48133,-1.56,10.16,14.70,13.84,190,0.24,926,0.00,16.00,1.58,93,0.00,6.53,-8.13,3.70,1.26,0.00,2.75,37.53
48453,-1.56,10.16,14.59,13.76,190,0.25,937,0.00,15.50,1.60,93,0.00,6.53,-7.98,4.10,1.26,0.00,3.14,41.14
48771,-1.56,10.16,14.59,13.84,190,0.24,933,0.00,16.00,1.59,93,0.00,6.53,-8.13,3.51,1.26,0.00,2.75,35.38
49091,-2.34,10.16,14.47,13.76,190,0.24,932,0.00,16.50,1.59,93,0.00,6.53,-8.13,3.94,1.26,0.00,2.75,39.73
49410,-2.34,10.16,14.59,13.92,190,0.25,928,0.00,16.50,1.58,93,0.00,6.53,-8.13,3.62,1.26,0.00,2.75,39.54
49728,-2.34,10.16,14.59,13.76,190,0.23,940,0.00,16.00,1.60,93,0.00,6.53,-8.13,3.78,1.26,0.00,2.75,36.75
50047,-2.34,10.16,14.59,13.84,190,0.23,928,0.00,17.00,1.58,93,0.00,6.53,-8.13,3.39,1.24,0.00,2.75,36.56
50366,-2.34,10.16,14.59,13.68,190,0.24,898,0.00,18.50,1.54,93,0.00,6.53,-8.13,3.57,1.26,0.00,2.75,37.12
50685,-2.34,10.16,14.59,13.84,190,0.25,889,0.00,18.50,1.52,93,0.00,6.53,-8.13,3.57,1.24,0.00,2.75,39.06
51005,-2.34,10.16,14.70,13.68,190,0.24,889,0.00,17.50,1.52,93,0.00,6.67,-7.98,3.49,1.26,0.00,2.75,36.15
51324,-2.34,10.16,14.81,13.84,190,0.24,918,0.00,16.00,1.57,93,0.00,6.67,-7.98,3.86,1.26,0.00,2.75,36.15
51642,-1.56,10.16,14.93,13.84,190,0.26,915,0.00,16.50,1.55,93,0.00,6.67,-7.98,3.86,1.24,0.00,2.75,39.21
51961,-1.56,10.16,14.81,13.76,190,0.23,916,0.00,16.50,1.56,93,0.00,6.53,-8.13,3.65,1.26,0.00,2.75,37.46
52280,-1.56,10.16,14.70,13.84,190,0.24,902,0.00,17.00,1.54,93,0.00,6.53,-8.13,3.59,1.24,0.00,2.75,37.57
52599,-1.56,10.16,14.70,13.84,190,0.24,909,0.00,17.00,1.55,93,0.00,6.53,-8.13,3.76,1.26,0.00,2.75,37.14
52918,-1.56,10.16,14.70,13.84,190,0.24,916,0.00,16.50,1.56,93,0.00,6.53,-8.13,3.94,1.26,0.00,2.75,40.47
53237,-1.56,10.16,14.70,13.84,190,0.26,904,0.00,17.00,1.54,93,0.00,6.53,-8.13,3.68,1.26,0.00,2.75,40.53
53555,-1.56,10.16,14.70,13.84,190,0.23,943,0.00,15.00,1.61,93,0.00,6.53,-8.13,3.70,1.26,0.00,2.75,35.70
53874,-1.56,10.16,14.59,13.92,190,0.24,920,0.00,17.00,1.57,93,0.00,6.53,-8.13,3.41,1.24,0.00,2.75,38.04
54193,-1.56,10.16,14.59,13.76,190,0.23,920,0.00,17.00,1.55,93,0.00,6.53,-8.13,3.47,1.26,0.00,2.75,35.95
54511,-1.56,10.16,14.59,13.84,190,0.25,890,0.00,18.50,1.52,93,0.00,6.53,-8.13,3.68,1.26,0.00,2.75,36.25
54828,-1.56,10.16,14.70,13.76,190,0.23,897,0.00,17.50,1.42,93,0.00,6.53,-8.13,3.47,1.26,0.00,2.75,36.57
55148,-1.56,9.38,14.81,13.84,192,0.24,921,0.00,16.00,1.57,93,0.00,6.53,-8.13,3.86,1.26,0.00,2.75,39.42
55467,-0.78,9.38,14.81,13.76,192,0.26,918,0.00,16.50,1.57,93,0.00,6.53,-8.13,3.57,1.24,0.00,2.75,40.11
55785,-0.78,9.38,14.81,13.84,192,0.24,926,0.00,16.00,1.58,93,0.00,6.53,-8.13,3.86,1.26,0.00,2.75,37.24
56103,-0.78,9.38,14.70,13.84,192,0.26,893,0.00,17.50,1.52,93,0.00,6.53,-8.13,3.78,1.26,0.00,2.75,37.15
56423,-0.78,9.38,14.70,13.84,192,0.22,919,0.00,16.50,1.57,93,0.00,6.53,-8.13,3.47,1.26,0.00,2.75,34.62
56742,-0.78,9.38,14.70,13.84,192,0.26,878,0.00,19.00,1.54,93,0.00,6.53,-8.13,3.86,1.26,0.00,2.75,40.21
