Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Volumetric Efficiency 2.5L (Calculated) (%)
95323,25.00,0.00,15.85,13.68,185,0.29,980,0.00,16.00,1.67,88,0.00,7.40,-7.25,4.67,1.36,0.00,3.92,38.92
95642,25.00,0.00,15.73,13.76,185,0.29,970,0.00,15.00,1.66,88,0.00,7.40,-7.25,4.79,1.38,0.00,3.92,39.61
95960,25.00,0.00,15.85,13.68,185,0.30,956,0.00,17.00,1.65,88,0.00,7.40,-7.25,4.72,1.38,0.00,3.92,40.52
96279,25.00,0.00,15.85,13.76,185,0.29,954,0.00,16.00,1.63,88,0.00,7.40,-7.25,4.64,1.36,0.00,3.92,40.13
96598,25.00,0.00,15.85,13.68,185,0.29,975,0.00,16.50,1.66,88,0.00,7.25,-7.25,4.53,1.36,0.00,3.92,39.02
96917,25.00,0.00,15.85,13.68,185,0.27,957,0.00,17.00,1.64,88,0.00,7.25,-7.40,4.47,1.34,0.00,3.92,39.80
97234,25.00,0.00,15.85,13.84,185,0.28,974,0.00,17.00,1.64,88,0.00,7.25,-7.40,4.42,1.34,0.00,3.92,38.71
97553,25.00,0.00,15.85,13.84,185,0.27,960,0.00,17.50,1.63,88,0.00,7.25,-7.40,4.28,1.34,0.00,3.92,39.10
97871,25.00,0.00,15.85,13.84,185,0.28,963,0.00,17.00,1.61,88,0.00,7.25,-7.40,4.45,1.34,0.00,3.92,38.13
98190,25.00,0.00,15.85,13.76,185,0.27,947,0.00,18.50,1.62,88,0.00,7.25,-7.40,4.28,1.32,0.00,3.92,39.89
98509,25.00,0.00,15.85,13.76,185,0.27,938,0.00,17.00,1.60,88,0.00,7.25,-7.40,4.36,1.34,0.00,3.92,37.84
98828,25.00,0.00,15.85,13.76,185,0.27,927,0.00,17.50,1.58,88,0.00,7.11,-7.40,4.15,1.32,0.00,3.92,39.35
99146,25.00,0.00,15.96,13.84,185,0.28,942,0.00,17.50,1.57,88,0.00,7.25,-7.40,4.36,1.34,0.00,3.53,38.26
99464,25.00,0.00,15.85,13.68,185,0.27,918,0.00,19.00,1.57,88,0.00,7.25,-7.40,4.28,1.30,0.00,3.53,39.63
99784,25.00,0.00,16.31,13.76,185,0.29,910,0.00,17.50,1.55,88,0.00,7.25,-7.40,4.23,1.32,0.00,3.53,38.89
100102,25.00,0.00,15.96,13.76,185,0.28,899,0.00,17.00,1.54,88,0.00,7.25,-7.40,4.23,1.34,0.00,3.53,39.14
100422,25.00,0.00,16.08,13.76,185,0.28,877,0.00,21.50,1.50,88,0.00,7.40,-7.25,4.09,1.30,0.00,3.53,40.28
100740,25.00,0.00,16.08,13.76,185,0.30,880,0.00,19.00,1.50,88,0.00,7.55,-7.11,4.23,1.32,0.00,3.92,39.10
101059,25.00,0.00,16.31,13.76,185,0.30,859,0.00,17.50,1.49,88,0.00,7.55,-7.11,4.31,1.34,0.00,3.92,40.04
101377,25.00,0.00,16.42,13.84,185,0.29,845,0.00,21.00,1.45,88,0.00,7.69,-6.96,4.15,1.32,0.00,3.92,40.18
101696,25.00,0.00,16.42,13.76,185,0.31,847,0.00,19.50,1.47,88,0.00,7.84,-6.82,4.31,1.34,0.00,3.92,39.39
102016,25.00,0.00,16.54,13.76,185,0.32,852,0.00,18.00,1.40,88,0.00,7.98,-6.67,4.58,1.36,0.00,3.92,39.78
102334,25.00,0.00,16.65,13.76,185,0.36,807,0.00,19.50,1.58,88,0.00,8.27,-6.38,4.94,1.38,0.00,4.31,44.02
102653,25.00,0.00,16.77,13.76,185,0.34,832,0.00,18.50,1.60,88,0.00,8.42,-6.24,4.85,1.36,0.00,4.71,43.20
102971,25.00,0.00,16.77,13.76,185,0.33,850,0.00,19.50,1.63,88,0.00,8.56,-5.95,4.61,1.36,0.00,4.31,41.50
103289,25.00,0.00,16.88,13.76,185,0.36,871,0.00,16.00,1.67,88,0.00,8.71,-5.95,5.15,1.42,0.00,4.71,41.06
103607,25.00,0.00,16.88,13.84,185,0.36,865,0.00,16.00,1.66,88,0.00,8.71,-5.95,5.31,1.42,0.00,4.71,40.48
103926,25.00,0.00,16.54,13.84,185,0.34,932,0.00,12.00,1.77,88,0.00,8.42,-6.24,5.21,1.42,0.00,4.71,41.75
104244,25.00,0.00,16.31,13.76,185,0.34,971,0.00,11.00,1.82,88,0.00,8.27,-6.38,5.44,1.42,0.00,4.71,41.11
104564,25.00,0.00,15.96,13.76,185,0.33,976,0.00,12.00,1.87,88,0.00,8.13,-6.53,5.34,1.42,0.00,4.71,41.78
104881,25.00,0.00,15.85,13.68,185,0.33,992,0.00,12.00,1.92,88,0.00,7.98,-6.67,5.47,1.42,0.00,4.71,41.35
105201,25.00,0.00,15.73,13.76,185,0.33,1004,0.00,14.50,1.93,88,0.00,7.84,-6.67,5.37,1.42,0.00,4.71,42.49
105519,25.00,0.00,15.73,13.76,185,0.31,1011,0.00,14.00,1.93,88,0.00,7.69,-6.96,5.25,1.40,0.00,4.71,41.59
105838,25.00,0.00,15.62,13.84,185,0.32,984,0.00,17.00,1.89,88,0.00,7.69,-6.96,5.37,1.42,0.00,4.71,41.68
106157,25.00,0.00,15.73,13.68,185,0.30,1025,0.00,13.50,1.75,88,0.00,7.55,-7.11,5.03,1.40,0.00,4.71,39.46
106476,25.00,0.00,15.62,13.76,185,0.29,1024,0.00,16.00,1.75,88,0.00,7.40,-7.25,7.56,1.38,0.00,4.31,42.06
106795,25.00,0.00,15.73,13.68,185,0.30,1018,0.00,15.50,1.76,88,0.00,7.40,-7.40,5.15,1.40,0.00,4.31,40.88
107113,25.00,0.00,15.73,13.76,185,0.28,1036,0.00,16.00,1.72,88,0.00,7.25,-7.40,4.79,1.38,0.00,4.31,40.14
107432,25.00,0.00,15.62,13.76,185,0.29,993,0.00,19.50,1.69,88,0.00,7.25,-7.40,4.84,1.38,0.00,4.31,42.28
107750,25.00,0.00,15.62,13.76,185,0.28,991,0.00,16.00,1.71,88,0.00,7.11,-7.55,4.61,1.36,0.00,3.92,39.48
108069,25.00,0.00,15.62,13.68,185,0.28,993,0.00,17.00,1.69,88,0.00,7.11,-7.55,4.58,1.36,0.00,3.92,39.46
108388,25.00,0.00,15.73,13.76,185,0.27,976,0.00,19.50,1.67,88,0.00,7.25,-7.40,4.58,1.34,0.00,3.92,40.08
108707,25.00,0.00,15.73,13.76,185,0.28,960,0.00,17.00,1.64,88,0.00,7.11,-7.55,4.53,1.36,0.00,3.92,38.29
109025,25.00,0.00,15.73,13.68,187,0.27,972,0.00,18.00,1.66,88,0.00,7.11,-7.55,4.34,1.34,0.00,3.92,38.11
109344,25.00,0.00,15.73,13.76,187,0.28,946,0.00,17.50,1.65,88,0.00,7.11,-7.55,4.47,1.34,0.00,3.92,39.56
109664,25.00,0.00,15.73,13.76,187,0.27,944,0.00,18.00,1.62,88,0.00,7.11,-7.55,4.28,1.32,0.00,3.53,38.51
109982,25.00,0.00,15.73,13.76,187,0.27,940,0.00,17.00,1.62,88,0.00,7.11,-7.55,4.34,1.32,0.00,3.53,38.68
110301,25.00,0.00,15.73,13.76,187,0.27,930,0.00,19.00,1.60,88,0.00,7.11,-7.55,4.17,1.32,0.00,3.53,38.40
110619,25.00,0.00,15.73,13.76,187,0.28,927,0.00,17.00,1.59,88,0.00,7.11,-7.55,4.28,1.32,0.00,3.53,38.65
110938,25.00,0.00,15.73,13.76,187,0.27,917,0.00,19.50,1.56,88,0.00,7.11,-7.55,4.12,1.30,0.00,3.53,38.49
111257,25.00,0.00,15.85,13.76,187,0.28,892,0.00,18.00,1.52,88,0.00,7.25,-7.40,4.23,1.34,0.00,3.53,37.52
111576,25.00,0.00,15.85,13.76,187,0.27,897,0.00,20.50,1.53,88,0.00,7.25,-7.40,4.17,1.30,0.00,3.53,39.61
111894,25.00,0.00,15.85,13.76,187,0.28,906,0.00,19.50,1.55,88,0.00,7.25,-7.40,4.04,1.30,0.00,3.53,37.93
112213,25.00,0.00,15.96,13.84,187,0.28,884,0.00,17.00,1.53,88,0.00,7.25,-7.40,4.12,1.32,0.00,3.53,38.56
112532,25.00,0.00,15.96,13.76,187,0.29,866,0.00,21.50,1.48,88,0.00,7.25,-7.40,4.09,1.30,0.00,3.53,41.27
112851,25.00,0.00,16.08,13.68,187,0.29,880,0.00,19.00,1.50,88,0.00,7.40,-7.25,4.23,1.32,0.00,3.53,39.81
113169,25.00,0.00,16.19,13.76,187,0.30,856,0.00,17.50,1.45,88,0.00,7.55,-7.11,4.36,1.34,0.00,3.53,40.21
113488,25.00,0.00,16.19,13.76,187,0.31,848,0.00,20.00,1.44,88,0.00,7.69,-6.96,4.42,1.34,0.00,3.92,41.54
113807,25.00,0.00,16.42,13.76,187,0.31,843,0.00,19.00,1.46,88,0.00,7.84,-6.67,4.31,1.34,0.00,3.92,39.81
114126,25.00,0.00,16.54,13.84,187,0.32,865,0.00,17.00,1.44,88,0.00,7.98,-6.67,4.47,1.36,0.00,3.92,39.60
114445,25.00,0.00,16.54,13.76,187,0.33,846,0.00,16.50,1.46,88,0.00,7.98,-6.67,4.61,1.36,0.00,3.92,40.93
114763,25.00,0.00,16.54,13.84,187,0.34,856,0.00,18.00,1.65,88,0.00,8.13,-6.53,4.88,1.38,0.00,4.31,44.70
115083,25.00,0.00,16.65,13.76,187,0.32,896,0.00,16.00,1.72,88,0.00,8.27,-6.38,4.67,1.38,0.00,4.31,38.13
115401,25.00,0.00,16.42,13.76,187,0.34,868,0.00,14.50,1.68,88,0.00,7.98,-6.67,4.91,1.38,0.00,4.31,41.37
115720,25.00,0.00,16.31,13.84,187,0.33,912,0.00,15.00,1.75,88,0.00,7.98,-6.67,4.97,1.38,0.00,4.31,42.04
116038,25.00,0.00,16.19,13.76,187,0.33,923,0.00,15.50,1.74,88,0.00,7.98,-6.67,5.06,1.40,0.00,4.31,41.25
116357,25.00,0.00,15.96,13.76,187,0.31,951,0.00,14.00,1.62,88,0.00,7.84,-6.82,4.91,1.38,0.00,4.31,41.49
116674,25.00,0.00,15.85,13.84,187,0.31,935,0.00,13.50,1.60,88,0.00,7.84,-6.82,5.03,1.40,0.00,4.31,40.00
116993,25.00,0.00,15.85,13.84,187,0.31,958,0.00,14.50,1.64,88,0.00,7.69,-6.96,4.94,1.38,0.00,4.31,41.22
117312,25.00,0.00,15.73,13.68,187,0.32,949,0.00,14.50,1.64,88,0.00,7.69,-6.96,5.06,1.40,0.00,4.31,41.02
117631,25.00,0.00,15.73,13.76,187,0.31,959,0.00,16.00,1.66,88,0.00,7.55,-7.11,4.91,1.38,0.00,4.31,41.06
117950,25.00,0.00,15.73,13.76,187,0.30,980,0.00,14.00,1.67,88,0.00,7.55,-7.11,4.84,1.38,0.00,4.31,41.15
118269,25.00,0.00,15.73,13.76,187,0.29,1006,0.00,15.00,1.68,88,0.00,7.40,-7.25,4.78,1.38,0.00,4.31,39.48
118589,25.00,0.00,15.73,13.76,187,0.29,962,0.00,17.50,1.64,88,0.00,7.25,-7.25,4.72,1.38,0.00,4.31,42.67
118906,25.00,0.00,15.73,13.76,187,0.29,972,0.00,16.00,1.68,88,0.00,7.40,-7.25,4.79,1.36,0.00,3.92,39.45
119225,25.00,0.00,15.73,13.76,189,0.28,990,0.00,16.00,1.69,88,0.00,7.25,-7.40,4.61,1.36,0.00,3.92,38.62
119544,25.00,0.00,15.73,13.76,189,0.29,966,0.00,17.00,1.65,88,0.00,7.25,-7.40,4.58,1.36,0.00,3.92,41.62
119863,25.00,0.00,15.73,13.76,189,0.28,970,0.00,17.00,1.66,88,0.00,7.25,-7.40,4.47,1.34,0.00,3.92,38.78
120180,25.00,0.00,15.73,13.68,189,0.27,960,0.00,17.00,1.65,90,0.00,7.25,-7.40,4.53,1.34,0.00,3.92,40.56
120499,25.00,0.00,15.73,13.76,189,0.28,966,0.00,17.50,1.62,90,0.00,7.25,-7.40,4.39,1.36,0.00,3.92,38.75
120817,25.00,0.00,15.73,13.76,189,0.27,957,0.00,18.00,1.64,90,0.00,7.25,-7.40,4.34,1.34,0.00,3.92,39.82
121136,25.00,0.00,15.85,13.76,189,0.29,944,0.00,18.50,1.58,90,0.00,7.25,-7.40,4.50,1.36,0.00,3.92,39.22
121455,25.00,0.00,15.73,13.76,189,0.28,939,0.00,19.00,1.60,90,0.00,7.25,-7.40,4.36,1.34,0.00,3.92,40.23
121774,25.00,0.00,15.85,13.76,189,0.28,950,0.00,17.50,1.60,90,0.00,7.25,-7.40,4.39,1.34,0.00,3.53,37.85
122092,25.00,0.00,15.85,13.76,189,0.27,933,0.00,18.50,1.59,90,0.00,7.11,-7.40,4.20,1.32,0.00,3.53,40.39
122412,25.00,0.00,15.85,13.68,189,0.29,905,0.00,19.00,1.50,90,0.00,7.25,-7.40,4.39,1.34,0.00,3.53,39.39
122730,25.00,0.00,15.73,13.68,189,0.27,911,0.00,17.50,1.55,90,0.00,7.25,-7.40,4.23,1.30,0.00,3.53,39.86
123049,25.00,0.00,15.85,13.84,189,0.29,882,0.00,20.50,1.53,90,0.00,7.40,-7.25,4.23,1.34,0.00,3.53,39.07
123367,25.00,0.00,16.42,13.76,189,0.29,870,0.00,18.50,1.48,90,0.00,7.40,-7.25,4.34,1.34,0.00,3.53,38.26
123686,25.00,0.00,16.19,13.76,189,0.28,879,0.00,20.00,1.51,90,0.00,7.40,-7.25,4.23,1.32,0.00,3.53,40.43
124005,25.00,0.00,16.31,13.84,189,0.30,874,0.00,19.50,1.51,90,0.00,7.55,-7.11,4.31,1.34,0.00,3.92,39.78
124324,25.00,0.00,16.19,13.76,189,0.32,836,0.00,19.50,1.43,90,0.00,7.69,-6.96,4.50,1.36,0.00,3.92,40.63
124642,25.00,0.00,16.31,13.84,189,0.29,885,0.00,16.50,1.51,90,0.00,7.69,-6.96,4.42,1.32,0.00,3.92,40.58
