Time (msec),Volumetric Efficiency 2.5L (Calculated) (%),Throttle Opening Angle (%),Primary Wastegate Duty Cycle (%),Mass Airflow Sensor Voltage (V),Mass Airflow (g/s),Manifold Relative Pressure (psi),Manifold Absolute Pressure (psi),Knock Correction Advance (degrees),Intake Air Temperature (F),Injector Duty Cycle (%),Ignition Total Timing (degrees),Feedback Knock Correction (4-byte)* (degrees),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Coolant Temperature (F),Battery Voltage (V),A/F Sensor #1 (AFR),A/F Learning #1 (%),A/F Correction #1 (%)
57692,33.53,2.75,0.00,1.22,3.26,-8.13,6.53,0.00,84,1.54,17.00,0.00,901,0.21,185,13.84,14.70,14.84,10.94
58011,32.32,2.75,0.00,1.22,3.19,-8.13,6.53,0.00,84,1.58,17.00,0.00,928,0.22,185,13.76,14.70,14.84,10.94
58330,34.01,2.75,0.00,1.24,3.28,-8.13,6.53,0.00,84,1.54,17.00,0.00,891,0.22,185,13.84,14.70,14.84,10.94
58649,32.40,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,84,1.58,17.00,0.00,910,0.21,185,13.76,14.70,14.84,10.94
58968,33.47,2.75,0.00,1.24,3.35,-8.13,6.53,0.00,84,1.54,16.50,0.00,900,0.22,185,13.76,14.70,14.84,11.72
59286,34.41,2.75,0.00,1.24,3.21,-8.13,6.53,0.00,84,1.55,17.50,0.00,909,0.21,185,13.76,14.70,14.84,11.72
59605,32.53,2.75,0.00,1.24,3.21,-8.13,6.53,0.00,84,1.54,16.50,0.00,921,0.22,185,13.76,14.70,14.84,11.72
59924,33.87,2.75,0.00,1.22,3.26,-8.13,6.53,0.00,84,1.54,17.00,0.00,905,0.21,185,13.76,14.70,14.84,10.94
60243,32.57,2.75,0.00,1.24,3.26,-8.13,6.53,0.00,84,1.57,17.00,0.00,912,0.21,185,13.84,14.70,14.84,10.94
60561,32.99,2.75,0.00,1.24,3.30,-8.13,6.53,0.00,84,1.57,16.00,0.00,905,0.22,185,13.76,14.70,14.84,11.72
60880,32.92,2.75,0.00,1.22,3.21,-8.13,6.53,0.00,84,1.54,18.00,0.00,902,0.22,185,13.84,14.70,14.84,11.72
61198,32.25,2.75,0.00,1.24,3.35,-8.13,6.53,0.00,84,1.53,17.00,0.00,897,0.22,185,13.76,14.70,14.84,11.72
61517,34.28,2.75,0.00,1.22,3.30,-8.13,6.53,0.00,84,1.54,18.00,0.00,898,0.21,185,13.76,14.70,14.84,10.94
61835,32.84,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,84,1.58,16.50,0.00,924,0.22,185,13.76,14.70,14.84,10.94
62154,33.50,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,84,1.56,16.00,0.00,914,0.21,185,13.76,14.70,14.84,11.72
62472,33.34,2.75,0.00,1.24,3.26,-8.13,6.53,0.00,84,1.56,17.00,0.00,904,0.22,185,13.76,14.70,14.84,10.94
62790,33.86,2.75,0.00,1.24,3.35,-8.13,6.53,0.00,84,1.53,17.00,0.00,896,0.22,185,13.76,14.70,14.84,10.94
63109,33.01,2.75,0.00,1.22,3.19,-8.13,6.53,0.00,84,1.55,17.00,0.00,908,0.21,185,13.76,14.59,14.84,10.94
63428,32.68,2.75,0.00,1.24,3.21,-8.13,6.53,0.00,84,1.54,17.00,0.00,920,0.22,185,13.76,14.59,14.84,10.94
63747,33.47,2.75,0.00,1.22,3.28,-8.13,6.53,0.00,84,1.57,16.00,0.00,918,0.21,185,13.76,14.70,14.84,10.94
64066,32.21,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,84,1.59,16.50,0.00,930,0.21,185,13.84,14.70,14.84,10.94
64385,32.99,2.75,0.00,1.24,3.24,-8.27,6.53,0.00,84,1.56,15.50,0.00,908,0.21,185,13.76,14.70,14.84,10.94
64703,31.85,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,84,1.59,16.50,0.00,918,0.21,185,13.84,14.59,14.84,10.94
65021,33.76,2.75,0.00,1.24,3.35,-8.27,6.53,0.00,84,1.53,17.00,0.00,897,0.22,185,13.76,14.59,14.84,10.94
65340,33.32,2.75,0.00,1.22,3.19,-8.13,6.53,0.00,84,1.57,17.00,0.00,920,0.21,185,13.84,14.59,14.84,10.94
65659,32.53,2.75,0.00,1.24,3.35,-8.13,6.53,0.00,84,1.54,17.00,0.00,925,0.22,185,13.76,14.70,14.84,10.94
65978,33.00,2.75,0.00,1.22,3.26,-8.27,6.53,0.00,84,1.58,17.00,0.00,924,0.21,185,13.68,14.70,14.84,10.94
66296,32.74,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,84,1.57,17.50,0.00,918,0.22,185,13.76,14.70,14.84,10.94
66615,33.27,2.75,0.00,1.24,3.26,-8.27,6.53,0.00,84,1.57,16.00,0.00,910,0.21,185,13.84,14.59,14.84,10.94
66934,32.52,2.75,0.00,1.22,3.17,-8.27,6.38,0.00,84,1.59,16.50,0.00,918,0.21,185,13.76,14.59,14.84,10.94
67252,34.22,2.75,0.00,1.24,3.35,-8.27,6.38,0.00,84,1.54,17.00,0.00,903,0.22,185,13.68,14.59,14.84,10.94
67571,33.16,2.75,0.00,1.22,3.19,-8.13,6.53,0.00,84,1.55,17.50,0.00,908,0.21,185,13.76,14.70,14.84,10.94
67890,32.23,2.75,0.00,1.24,3.30,-8.13,6.53,0.00,84,1.54,17.00,0.00,926,0.21,185,13.76,14.70,14.84,10.94
68209,33.14,2.75,0.00,1.22,3.24,-8.13,6.53,0.00,84,1.57,17.00,0.00,916,0.21,185,13.68,14.70,14.84,10.94
68528,33.60,2.75,0.00,1.24,3.26,-8.27,6.38,0.00,84,1.60,17.00,0.00,935,0.21,185,13.76,14.59,14.84,10.16
68846,35.39,2.75,0.00,1.24,3.28,-8.27,6.38,0.00,84,1.56,16.50,0.00,914,0.22,185,13.76,14.59,14.84,10.16
69166,32.62,2.75,0.00,1.24,3.21,-8.27,6.38,0.00,84,1.58,17.00,0.00,916,0.21,185,13.76,14.59,14.84,10.16
69484,33.57,2.75,0.00,1.22,3.33,-8.27,6.53,0.00,84,1.56,17.00,0.00,897,0.22,185,13.68,14.59,14.84,10.16
69803,32.97,2.75,0.00,1.22,3.15,-8.13,6.53,0.00,84,1.55,17.50,0.00,908,0.21,185,13.84,14.70,14.84,10.16
70122,32.66,2.75,0.00,1.24,3.37,-8.13,6.53,0.00,84,1.54,16.50,0.00,929,0.22,185,13.76,14.70,14.84,10.16
70441,33.64,2.35,0.00,1.22,3.26,-8.27,6.38,0.00,84,1.57,17.00,0.00,922,0.21,185,13.76,14.70,14.84,10.16
70758,32.38,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,84,1.56,17.00,0.00,916,0.21,185,13.68,14.70,14.84,10.16
71078,34.45,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,84,1.54,17.00,0.00,902,0.21,185,13.76,14.70,14.84,10.16
71395,32.80,2.75,0.00,1.22,3.12,-8.27,6.38,0.00,84,1.56,17.00,0.00,900,0.21,185,13.76,14.70,14.84,10.16
71714,32.95,2.35,0.00,1.24,3.26,-8.27,6.38,0.00,84,1.51,17.00,0.00,886,0.21,185,13.84,14.70,14.84,10.94
72033,33.64,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,84,1.52,17.50,0.00,896,0.21,185,13.68,14.70,14.84,10.94
72351,32.14,2.35,0.00,1.22,3.13,-8.13,6.38,0.00,84,1.56,17.00,0.00,914,0.21,185,13.84,14.70,14.84,10.94
72671,33.18,2.35,0.00,1.24,3.21,-8.27,6.38,0.00,84,1.56,15.50,0.00,902,0.21,185,13.84,14.70,14.84,10.94
72989,32.04,2.35,0.00,1.20,3.10,-8.27,6.38,0.00,82,1.56,16.50,0.00,904,0.21,185,13.84,14.70,14.84,10.94
73308,32.46,2.35,0.00,1.24,3.26,-8.27,6.38,0.00,82,1.52,17.00,0.00,892,0.21,185,13.84,14.70,14.84,10.94
73627,33.48,2.35,0.00,1.22,3.06,-8.27,6.38,0.00,82,1.56,17.00,0.00,910,0.20,185,13.68,14.70,14.84,10.94
73946,33.04,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.53,17.50,0.00,898,0.22,185,13.76,14.70,14.84,10.94
74265,33.57,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.51,17.00,0.00,879,0.22,185,13.84,14.59,14.84,10.94
74583,33.02,2.75,0.00,1.20,3.08,-8.13,6.53,0.00,82,1.49,19.50,0.00,875,0.21,185,13.76,14.70,14.84,10.94
74902,33.95,2.75,0.00,1.24,3.26,-8.13,6.53,0.00,82,1.53,17.00,0.00,897,0.23,185,13.68,14.81,14.84,10.94
75222,34.54,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.52,16.50,0.00,878,0.22,185,13.76,14.81,14.84,11.72
75540,32.51,2.75,0.00,1.20,3.17,-8.13,6.53,0.00,82,1.53,17.00,0.00,898,0.21,185,13.68,14.81,14.84,11.72
75859,32.80,2.75,0.00,1.26,3.42,-8.13,6.53,0.00,82,1.54,16.00,0.00,904,0.22,185,13.84,14.81,14.84,12.50
76177,34.08,2.75,0.00,1.22,3.33,-8.13,6.53,0.00,82,1.56,17.00,0.00,914,0.21,185,13.76,14.70,14.84,12.50
76495,32.63,2.75,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.59,16.00,0.00,930,0.22,185,13.68,14.70,14.84,11.72
76814,34.12,2.75,0.00,1.24,3.33,-8.13,6.53,0.00,82,1.58,15.50,0.00,925,0.22,185,13.84,14.59,14.84,11.72
77133,32.49,2.75,0.00,1.24,3.28,-8.13,6.53,0.00,82,1.60,16.50,0.00,936,0.21,185,13.84,14.59,14.84,11.72
77452,33.30,2.75,0.00,1.24,3.30,-8.27,6.38,0.00,82,1.59,15.00,0.00,923,0.21,185,13.76,14.59,14.84,11.72
77771,32.02,2.75,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.61,16.00,0.00,930,0.21,185,13.76,14.59,14.84,11.72
78090,32.81,2.75,0.00,1.24,3.26,-8.27,6.38,0.00,82,1.59,15.50,0.00,924,0.21,185,13.76,14.47,14.84,10.94
78408,32.62,2.75,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.58,17.00,0.00,912,0.21,185,13.68,14.59,14.84,10.94
78727,33.33,2.35,0.00,1.24,3.28,-8.27,6.38,0.00,82,1.55,17.00,0.00,908,0.21,185,13.76,14.59,14.84,10.94
79047,34.33,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.56,18.50,0.00,910,0.21,185,13.84,14.59,14.84,10.16
79365,33.17,2.75,0.00,1.24,3.19,-8.27,6.38,0.00,82,1.53,17.50,0.00,916,0.22,185,13.76,14.59,14.84,10.94
79683,33.31,2.75,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.56,16.50,0.00,914,0.20,185,13.76,14.59,14.84,10.16
80001,32.44,2.35,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.57,17.00,0.00,922,0.21,185,13.76,14.70,14.84,10.16
80320,33.22,2.35,0.00,1.22,3.26,-8.27,6.38,0.00,82,1.56,16.00,0.00,909,0.21,185,13.84,14.59,14.84,10.16
80638,32.17,2.35,0.00,1.20,3.10,-8.27,6.38,0.00,82,1.56,18.00,0.00,912,0.21,185,13.76,14.70,14.84,10.16
80956,32.50,2.35,0.00,1.24,3.24,-8.27,6.38,0.00,82,1.51,17.50,0.00,911,0.21,185,13.76,14.70,14.84,10.16
81275,33.55,2.35,0.00,1.20,3.17,-8.27,6.38,0.00,82,1.53,17.50,0.00,900,0.21,185,13.68,14.59,14.84,10.16
81593,32.14,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.55,17.00,0.00,906,0.21,185,13.76,14.70,14.84,10.16
81911,33.90,2.35,0.00,1.22,3.26,-8.27,6.38,0.00,82,1.53,16.50,0.00,883,0.22,185,13.60,14.70,14.84,10.16
82229,33.79,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,82,1.51,17.50,0.00,884,0.21,187,13.84,14.70,14.84,10.94
82548,33.32,2.35,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.53,17.00,0.00,899,0.22,187,13.68,14.81,14.84,10.94
82867,33.66,2.75,0.00,1.22,3.21,-8.27,6.53,0.00,82,1.55,16.00,0.00,907,0.22,187,13.76,14.81,14.84,10.94
83185,33.14,2.75,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.55,17.00,0.00,894,0.22,187,13.68,14.81,14.84,11.72
83504,31.92,2.75,0.00,1.24,3.33,-8.13,6.53,0.00,82,1.54,16.50,0.00,902,0.22,187,13.84,14.70,14.84,10.94
83822,33.73,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.55,17.00,0.00,906,0.21,187,13.76,14.59,14.84,10.94
84140,32.12,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.58,16.50,0.00,925,0.21,187,13.76,14.59,14.84,10.94
84459,34.67,2.75,0.00,1.22,3.26,-8.27,6.38,0.00,82,1.56,16.00,0.00,914,0.22,187,13.76,14.70,14.84,10.94
84778,31.85,2.75,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.56,17.00,0.00,902,0.21,187,13.76,14.70,14.84,10.94
85096,34.51,2.35,0.00,1.24,3.35,-8.27,6.53,0.00,82,1.53,17.00,0.00,897,0.22,187,13.76,14.59,14.84,10.94
85415,33.02,2.35,0.00,1.22,3.12,-8.27,6.38,0.00,82,1.56,17.00,0.00,915,0.20,187,13.84,14.70,14.84,10.94
85734,32.62,2.35,0.00,1.24,3.30,-8.27,6.38,0.00,82,1.55,16.50,0.00,931,0.21,187,13.68,14.70,14.84,10.94
86053,33.13,2.35,0.00,1.20,3.19,-8.27,6.38,0.00,82,1.57,17.00,0.00,920,0.20,187,13.68,14.59,14.84,10.94
86371,33.58,2.35,0.00,1.24,3.24,-8.27,6.38,0.00,82,1.58,17.00,0.00,926,0.22,187,13.84,14.59,14.84,10.94
86690,34.05,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.57,16.00,0.00,922,0.21,187,13.84,14.59,14.84,10.94
87009,32.50,2.75,0.00,1.24,3.24,-8.27,6.38,0.00,82,1.60,16.50,0.00,923,0.21,187,13.76,14.59,14.84,10.16
87328,33.28,2.75,0.00,1.22,3.30,-8.27,6.38,0.00,82,1.58,16.00,0.00,914,0.21,187,13.76,14.59,14.84,10.16
87647,32.02,2.75,0.00,1.20,3.12,-8.27,6.38,0.00,82,1.59,17.00,0.00,920,0.21,187,13.68,14.59,14.84,10.16
87965,33.57,2.75,0.00,1.22,3.28,-8.27,6.38,0.00,82,1.53,17.00,0.00,898,0.21,187,13.76,14.59,14.84,10.16
88284,34.04,2.35,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.54,18.50,0.00,900,0.21,187,13.68,14.59,14.84,10.16
88602,33.51,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.56,18.00,0.00,914,0.22,187,13.76,14.70,14.84,10.16
88921,34.10,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.55,16.00,0.00,908,0.21,187,13.76,14.70,14.84,10.16
89240,32.28,2.35,0.00,1.22,3.12,-8.27,6.38,0.00,82,1.58,17.00,0.00,914,0.21,187,13.76,14.70,14.84,10.16
89559,33.55,2.35,0.00,1.22,3.28,-8.27,6.38,0.00,82,1.54,17.00,0.00,901,0.22,187,13.68,14.70,14.84,10.16
89876,32.76,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.58,17.00,0.00,924,0.20,187,13.84,14.59,14.84,10.16
90195,32.78,2.35,0.00,1.24,3.28,-8.27,6.38,0.00,82,1.55,17.00,0.00,926,0.21,187,13.76,14.70,14.84,10.16
90514,33.61,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.56,16.50,0.00,913,0.20,187,13.68,14.59,14.84,9.38
90833,32.04,2.35,0.00,1.24,3.17,-8.27,6.38,0.00,82,1.58,16.50,0.00,925,0.21,187,13.76,14.70,14.84,9.38
91151,33.71,2.35,0.00,1.24,3.19,-8.27,6.38,0.00,82,1.55,16.50,0.00,900,0.21,187,13.76,14.70,14.84,10.16
91470,33.06,2.75,0.00,1.20,3.13,-8.27,6.38,0.00,82,1.53,18.50,0.00,896,0.21,187,13.84,14.70,14.84,10.16
91788,32.15,2.75,0.00,1.24,3.28,-8.27,6.53,0.00,82,1.53,17.00,0.00,915,0.22,187,13.76,14.70,14.84,10.16
92107,33.47,2.35,0.00,1.20,3.19,-8.27,6.38,0.00,82,1.56,17.00,0.00,910,0.20,187,13.76,14.70,14.84,10.16
92426,32.97,2.75,0.00,1.24,3.17,-8.27,6.38,0.00,82,1.56,17.00,0.00,914,0.21,187,13.76,14.70,14.84,10.16
92745,33.86,2.35,0.00,1.24,3.21,-8.27,6.38,0.00,82,1.53,16.00,0.00,893,0.22,189,13.84,14.70,14.84,10.16
93064,32.08,2.35,0.00,1.20,3.06,-8.27,6.38,0.00,82,1.54,17.50,0.00,902,0.20,189,13.68,14.70,14.84,10.16
93383,33.09,2.75,0.00,1.24,3.33,-8.27,6.38,0.00,82,1.53,17.00,0.00,897,0.22,189,13.84,14.70,14.84,10.16
93703,34.22,2.35,0.00,1.22,3.28,-8.27,6.38,0.00,82,1.56,17.00,0.00,914,0.21,189,13.76,14.70,14.84,10.16
94021,33.06,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.58,16.50,0.00,924,0.21,189,13.68,14.70,14.84,10.16
94339,33.97,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.56,15.50,0.00,917,0.21,189,13.84,14.59,14.84,10.16
94658,31.94,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.57,17.00,0.00,910,0.20,189,13.76,14.59,14.84,10.16
94977,33.46,2.35,0.00,1.22,3.26,-8.27,6.38,0.00,82,1.56,17.00,0.00,896,0.21,189,13.68,14.59,14.84,10.16
95296,33.21,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.54,17.50,0.00,901,0.21,189,13.84,14.70,14.84,10.16
95615,32.82,2.35,0.00,1.24,3.26,-8.27,6.38,0.00,82,1.53,17.00,0.00,921,0.21,189,13.76,14.70,14.84,10.16
95934,33.26,2.35,0.00,1.20,3.19,-8.27,6.38,0.00,82,1.55,16.00,0.00,910,0.20,189,13.68,14.70,14.84,10.16
96252,31.95,2.35,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.58,16.50,0.00,926,0.21,189,13.76,14.70,14.84,10.16
96571,33.67,2.35,0.00,1.24,3.21,-8.27,6.38,0.00,82,1.55,16.00,0.00,901,0.21,189,13.84,14.70,14.84,10.16
96889,31.94,2.35,0.00,1.20,3.08,-8.27,6.38,0.00,82,1.56,17.00,0.00,905,0.21,189,13.60,14.70,14.84,10.16
97207,32.34,2.75,0.00,1.24,3.26,-8.27,6.38,0.00,82,1.53,17.00,0.00,894,0.21,189,13.84,14.70,14.84,10.16
97526,34.32,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.53,18.50,0.00,893,0.21,189,13.68,14.70,14.84,10.16
97845,32.11,2.75,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.56,17.00,0.00,913,0.21,189,13.84,14.70,14.84,10.16
98163,34.28,2.35,0.00,1.22,3.33,-8.27,6.38,0.00,82,1.55,16.00,0.00,896,0.21,189,13.76,14.70,14.84,10.16
98482,35.09,2.35,0.00,1.22,3.17,-8.13,6.38,0.00,82,1.49,20.00,0.00,873,0.22,189,13.84,14.70,14.84,10.16
98801,32.96,2.35,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.50,17.00,0.00,902,0.22,189,13.68,14.81,14.84,10.16
99120,33.84,2.35,0.00,1.22,3.19,-8.27,6.53,0.00,82,1.53,16.00,0.00,898,0.22,189,13.76,14.81,14.84,10.94
99438,32.43,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.54,17.00,0.00,894,0.21,189,13.68,14.70,14.84,10.94
99758,31.84,2.35,0.00,1.24,3.24,-8.27,6.53,0.00,82,1.53,16.50,0.00,899,0.21,189,13.76,14.70,14.84,10.94
100076,33.91,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.56,16.50,0.00,917,0.21,189,13.76,14.70,14.84,10.94
100396,33.46,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.52,17.00,0.00,912,0.22,189,13.60,14.70,14.84,10.94
100714,34.82,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.55,15.50,0.00,911,0.21,189,13.84,14.70,14.84,10.94
101033,31.62,2.75,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.60,16.00,0.00,922,0.20,189,13.76,14.70,14.84,10.94
101351,33.23,2.35,0.00,1.22,3.28,-8.27,6.38,0.00,82,1.57,15.50,0.00,908,0.21,189,13.76,14.59,14.84,10.16
101669,32.78,2.35,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.55,17.50,0.00,909,0.21,189,13.76,14.59,14.84,10.16
101988,32.39,2.35,0.00,1.24,3.26,-8.27,6.38,0.00,82,1.54,16.50,0.00,904,0.21,189,13.76,14.59,14.84,10.16
102306,33.96,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.56,17.00,0.00,918,0.21,189,13.76,14.59,14.84,10.16
102625,32.79,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.57,17.00,0.00,920,0.21,189,13.68,14.59,14.84,9.38
102944,33.70,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.57,16.00,0.00,919,0.21,190,13.84,14.59,14.84,9.38
103264,31.86,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.57,16.50,0.00,909,0.21,190,13.76,14.59,14.84,9.38
103581,33.47,2.35,0.00,1.22,3.26,-8.27,6.38,0.00,82,1.55,16.50,0.00,897,0.21,190,13.68,14.59,14.84,9.38
103900,33.03,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.55,17.50,0.00,910,0.21,190,13.76,14.70,14.84,9.38
104219,32.76,2.35,0.00,1.24,3.26,-8.27,6.38,0.00,82,1.54,17.00,0.00,925,0.21,190,13.84,14.70,14.84,9.38
104538,34.58,2.35,0.00,1.22,3.24,-8.27,6.38,0.00,82,1.53,17.00,0.00,899,0.21,190,13.68,14.70,14.84,9.38
104857,31.98,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.57,16.50,0.00,918,0.21,190,13.76,14.70,14.84,9.38
105176,33.17,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.57,15.50,0.00,908,0.21,190,13.68,14.70,14.84,9.38
105495,33.07,2.35,0.00,1.20,3.15,-8.27,6.38,0.00,82,1.54,17.50,0.00,901,0.21,190,13.76,14.70,14.84,9.38
105814,32.73,2.35,0.00,1.24,3.30,-8.27,6.38,0.00,82,1.54,17.00,0.00,900,0.22,190,13.76,14.70,14.84,9.38
106131,32.78,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.56,17.00,0.00,918,0.20,190,13.76,14.70,14.84,9.38
106450,33.38,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.56,17.00,0.00,914,0.22,190,13.68,14.70,14.84,9.38
106768,34.90,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.53,16.50,0.00,886,0.22,190,13.76,14.70,14.84,9.38
107087,31.52,2.35,0.00,1.20,3.06,-8.27,6.38,0.00,82,1.58,16.50,0.00,912,0.20,190,13.76,14.70,14.84,9.38
107405,32.83,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.54,16.50,0.00,900,0.21,190,13.84,14.70,14.84,9.38
107724,33.65,2.35,0.00,1.22,3.12,-8.27,6.38,0.00,82,1.54,18.50,0.00,902,0.21,190,13.84,14.70,14.84,9.38
108043,33.02,2.35,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.52,17.00,0.00,911,0.21,190,13.76,14.70,14.84,9.38
108362,33.96,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.56,16.00,0.00,912,0.21,190,13.76,14.70,14.84,9.38
108680,32.55,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.57,17.00,0.00,906,0.21,190,13.84,14.70,14.84,10.16
108999,33.60,2.35,0.00,1.22,3.28,-8.27,6.38,0.00,82,1.57,16.00,0.00,904,0.21,190,13.76,14.70,14.84,10.16
109318,33.77,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.53,18.50,0.00,897,0.21,190,13.84,14.70,14.84,10.16
109635,32.84,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.53,17.00,0.00,915,0.21,190,13.76,14.70,14.84,10.16
109954,32.89,2.35,0.00,1.20,3.15,-8.27,6.38,0.00,82,1.56,16.00,0.00,913,0.20,190,13.68,14.70,14.84,10.16
110272,32.04,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.56,17.00,0.00,916,0.21,190,13.76,14.70,14.84,10.16
110591,33.57,2.35,0.00,1.22,3.26,-8.27,6.38,0.00,82,1.54,16.50,0.00,895,0.21,190,13.76,14.70,14.84,10.16
110910,33.03,2.35,0.00,1.20,3.10,-8.27,6.38,0.00,82,1.52,18.00,0.00,893,0.21,190,13.76,14.70,14.84,10.16
111228,32.03,2.35,0.00,1.24,3.13,-8.13,6.53,0.00,82,1.51,17.00,0.00,909,0.21,190,13.76,14.70,14.84,10.16
111546,33.72,2.35,0.00,1.22,3.19,-8.27,6.53,0.00,82,1.52,17.00,0.00,893,0.22,190,13.84,14.70,14.84,10.16
111865,31.35,2.35,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.57,16.50,0.00,907,0.21,190,13.76,14.70,14.84,10.94
112184,33.32,2.35,0.00,1.22,3.24,-8.27,6.38,0.00,82,1.53,16.50,0.00,896,0.21,190,13.68,14.70,14.84,10.94
112503,34.38,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.55,17.50,0.00,906,0.21,190,13.68,14.70,14.84,10.94
112822,32.88,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.52,17.00,0.00,911,0.21,190,13.68,14.70,14.84,10.94
113141,33.52,2.35,0.00,1.20,3.13,-8.27,6.38,0.00,82,1.55,16.00,0.00,910,0.21,190,13.76,14.70,14.84,10.94
113459,32.08,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.58,16.00,0.00,918,0.21,190,13.84,14.70,14.84,10.94
113778,33.39,2.35,0.00,1.22,3.24,-8.27,6.38,0.00,82,1.54,16.50,0.00,893,0.21,192,13.68,14.70,14.84,10.94
114097,32.86,2.35,0.00,1.20,3.13,-8.27,6.38,0.00,82,1.53,17.50,0.00,898,0.21,192,13.84,14.59,14.84,10.94
114416,32.26,2.35,0.00,1.24,3.21,-8.27,6.38,0.00,82,1.55,16.50,0.00,928,0.21,192,13.76,14.59,14.84,10.94
114734,34.13,2.35,0.00,1.22,3.24,-8.27,6.38,0.00,82,1.55,17.50,0.00,904,0.21,192,13.76,14.59,14.84,10.16
115053,31.44,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,82,1.60,16.00,0.00,937,0.20,192,13.76,14.70,14.84,10.94
115371,34.27,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.55,16.50,0.00,910,0.21,192,13.76,14.59,14.84,10.16
115690,31.48,2.35,0.00,1.22,3.06,-8.27,6.38,0.00,82,1.58,16.50,0.00,913,0.21,192,13.76,14.59,14.84,10.16
116009,33.13,2.35,0.00,1.22,3.24,-8.27,6.38,0.00,82,1.53,17.00,0.00,899,0.21,192,13.76,14.70,14.84,10.16
116328,32.62,2.35,0.00,1.20,3.01,-8.27,6.38,0.00,82,1.56,17.50,0.00,914,0.20,192,13.76,14.70,14.84,10.16
